,sample_n,run_id
3,12,39
4,32,39
0,16,40
1,9,40
2,7,40
3,11,40
4,32,40
0,6,41
1,10,41
2,14,41
3,12,41
4,33,41
0,18,42
1,10,42
2,5,42
3,10,42
4,32,42
0,6,43
1,14,43
2,9,43
3,13,43
4,33,43
0,20,44
1,13,44
2,9,44
3,7,44
4,30,44
0,7,45
1,14,45
2,13,45
3,12,45
4,33,45
0,7,46
1,17,46
2,12,46
3,11,46
4,32,46
0,14,47
1,10,47
2,12,47
3,12,47
4,31,47
0,9,48
1,12,48
2,13,48
3,13,48
4,32,48
0,14,49
1,9,49
2,14,49
3,10,49
4,32,49
0,6,50
1,11,50
2,17,50
3,12,50
4,33,50
0,18,51
1,9,51
2,10,51
3,9,51
4,33,51
0,9,52
1,13,52
2,13,52
3,10,52
4,34,52
0,8,53
1,13,53
2,12,53
3,12,53
4,34,53
0,16,54
1,8,54
2,14,54
3,9,54
4,32,54
0,9,55
1,9,55
2,16,55
3,12,55
4,33,55
0,8,56
1,11,56
2,16,56
3,11,56
4,33,56
0,18,57
1,11,57
2,9,57
3,10,57
4,31,57
0,7,58
1,15,58
2,13,58
3,11,58
4,33,58
0,10,59
1,11,59
2,13,59
3,13,59
4,32,59
0,7,60
1,11,60
2,14,60
3,14,60
4,33,60
0,15,61
1,6,61
2,14,61
3,11,61
4,33,61
0,5,62
1,13,62
2,15,62
3,12,62
4,34,62
0,19,63
1,10,63
2,8,63
3,10,63
4,32,63
0,8,64
1,15,64
2,11,64
3,12,64
4,33,64
0,12,65
1,10,65
2,11,65
3,13,65
4,33,65
0,7,66
1,10,66
2,13,66
3,15,66
4,34,66
0,19,67
1,11,67
2,9,67
3,9,67
4,31,67
0,12,68
1,13,68
2,10,68
3,12,68
4,32,68
0,8,69
1,13,69
2,13,69
3,13,69
4,32,69
0,14,70
1,12,70
2,10,70
3,11,70
4,32,70
0,5,71
1,15,71
2,14,71
3,12,71
4,33,71
0,19,72
1,7,72
2,10,72
3,11,72
4,32,72
0,10,73
1,11,73
2,13,73
3,12,73
4,33,73
0,9,74
1,12,74
2,13,74
3,12,74
4,33,74
0,11,75
1,8,75
2,14,75
3,13,75
4,33,75
0,15,76
1,10,76
2,9,76
3,12,76
4,33,76
0,4,77
1,14,77
2,14,77
3,13,77
4,34,77
0,17,78
1,7,78
2,12,78
3,11,78
4,32,78
0,8,79
1,11,79
2,13,79
3,14,79
4,33,79
0,8,80
1,11,80
2,13,80
3,13,80
4,34,80
0,18,81
1,9,81
2,11,81
3,9,81
4,32,81
0,8,82
1,14,82
2,13,82
3,11,82
4,33,82
0,9,83
1,10,83
2,13,83
3,13,83
4,34,83
0,18,84
1,10,84
2,9,84
3,9,84
4,33,84
0,10,85
1,12,85
2,11,85
3,12,85
4,34,85
0,11,86
1,13,86
2,10,86
3,11,86
4,34,86
0,14,87
1,11,87
2,10,87
3,10,87
4,34,87
0,11,88
1,9,88
2,12,88
3,13,88
4,34,88
0,16,89
1,8,89
2,10,89
3,11,89
4,34,89
0,5,90
1,15,90
2,11,90
3,13,90
4,35,90
0,17,91
1,10,91
2,8,91
3,9,91
4,35,91
0,11,92
1,12,92
2,10,92
3,10,92
4,36,92
0,8,93
1,11,93
2,11,93
3,13,93
4,36,93
0,14,94
1,6,94
2,12,94
3,11,94
4,36,94
0,15,95
1,9,95
2,10,95
3,9,95
4,36,95
0,8,96
1,10,96
2,13,96
3,11,96
4,37,96
0,14,97
1,5,97
2,11,97
3,12,97
4,37,97
0,2,98
1,13,98
2,12,98
3,14,98
4,38,98
0,15,99
1,9,99
2,9,99
3,11,99
4,35,99
0,7,100
1,13,100
2,10,100
3,13,100
4,36,100
0,16,101
1,2,101
2,13,101
3,12,101
4,36,101
0,3,102
1,12,102
2,14,102
3,13,102
4,37,102
0,13,103
1,12,103
2,9,103
3,9,103
4,36,103
0,14,104
1,5,104
2,12,104
3,11,104
4,37,104
0,16,105
1,11,105
2,8,105
3,11,105
4,33,105
0,9,106
1,14,106
2,10,106
3,12,106
4,34,106
0,8,107
1,14,107
2,11,107
3,12,107
4,34,107
0,15,108
1,5,108
2,12,108
3,13,108
4,34,108
0,6,109
1,11,109
2,13,109
3,14,109
4,35,109
0,12,110
1,10,110
2,9,110
3,13,110
4,35,110
0,12,111
1,8,111
2,9,111
3,14,111
4,36,111
0,16,112
1,11,112
2,9,112
3,12,112
4,31,112
0,6,113
1,14,113
2,13,113
3,13,113
4,33,113
0,18,114
1,10,114
2,8,114
3,10,114
4,33,114
0,8,115
1,15,115
2,10,115
3,12,115
4,34,115
0,11,116
1,9,116
2,12,116
3,13,116
4,34,116
0,8,117
1,11,117
2,11,117
3,14,117
4,35,117
0,13,118
1,7,118
2,11,118
3,14,118
4,34,118
0,14,119
1,11,119
2,8,119
3,11,119
4,35,119
0,4,120
1,14,120
2,12,120
3,13,120
4,36,120
0,17,121
1,9,121
2,9,121
3,10,121
4,34,121
0,6,122
1,15,122
2,12,122
3,11,122
4,35,122
0,16,123
1,7,123
2,10,123
3,12,123
4,34,123
0,10,124
1,10,124
2,11,124
3,13,124
4,35,124
0,14,125
1,6,125
2,11,125
3,13,125
4,35,125
0,3,126
1,12,126
2,13,126
3,15,126
4,36,126
0,15,127
1,12,127
2,8,127
3,10,127
4,34,127
0,6,128
1,13,128
2,12,128
3,13,128
4,35,128
0,17,129
1,7,129
2,8,129
3,12,129
4,35,129
0,5,130
1,12,130
2,13,130
3,13,130
4,36,130
0,15,131
1,11,131
2,7,131
3,11,131
4,35,131
0,7,132
1,15,132
2,9,132
3,12,132
4,36,132
0,10,133
1,8,133
2,13,133
3,12,133
4,36,133
0,14,134
1,7,134
2,10,134
3,12,134
4,36,134
0,16,135
1,10,135
2,10,135
3,11,135
4,32,135
0,7,136
1,13,136
2,13,136
3,13,136
4,33,136
0,16,137
1,7,137
2,11,137
3,12,137
4,33,137
0,4,138
1,14,138
2,14,138
3,13,138
4,34,138
0,13,139
1,9,139
2,10,139
3,13,139
4,34,139
0,18,140
1,8,140
2,8,140
3,12,140
4,33,140
0,11,141
1,10,141
2,11,141
3,13,141
4,34,141
0,6,142
1,15,142
2,11,142
3,13,142
4,34,142
0,16,143
1,4,143
2,12,143
3,13,143
4,34,143
0,8,144
1,9,144
2,13,144
3,14,144
4,35,144
0,17,145
1,7,145
2,9,145
3,12,145
4,34,145
0,7,146
1,14,146
2,10,146
3,13,146
4,35,146
0,15,147
1,5,147
2,11,147
3,13,147
4,35,147
0,6,148
1,10,148
2,13,148
3,14,148
4,36,148
0,17,149
1,9,149
2,8,149
3,12,149
4,33,149
0,9,150
1,14,150
2,9,150
3,13,150
4,34,150
0,10,151
1,10,151
2,11,151
3,14,151
4,34,151
0,14,152
1,6,152
2,12,152
3,13,152
4,34,152
0,5,153
1,11,153
2,14,153
3,14,153
4,35,153
0,17,154
1,10,154
2,7,154
3,12,154
4,33,154
0,8,155
1,13,155
2,11,155
3,13,155
4,34,155
0,8,156
1,12,156
2,11,156
3,14,156
4,34,156
0,12,157
1,11,157
2,9,157
3,13,157
4,34,157
0,4,158
1,15,158
2,10,158
3,15,158
4,35,158
0,16,159
1,4,159
2,12,159
3,13,159
4,34,159
0,12,160
1,12,160
2,8,160
3,13,160
4,34,160
0,14,161
1,7,161
2,11,161
3,13,161
4,34,161
0,11,162
1,9,162
2,10,162
3,14,162
4,35,162
0,16,163
1,11,163
2,11,163
3,9,163
4,32,163
0,9,164
1,11,164
2,15,164
3,11,164
4,33,164
0,15,165
1,6,165
2,13,165
3,12,165
4,33,165
0,6,166
1,12,166
2,14,166
3,13,166
4,34,166
0,18,167
1,11,167
2,8,167
3,9,167
4,33,167
0,6,168
1,13,168
2,14,168
3,12,168
4,34,168
0,15,169
1,8,169
2,11,169
3,11,169
4,34,169
0,12,170
1,11,170
2,9,170
3,12,170
4,35,170
0,17,171
1,7,171
2,11,171
3,10,171
4,34,171
0,7,172
1,14,172
2,12,172
3,11,172
4,35,172
0,12,173
1,4,173
2,14,173
3,14,173
4,35,173
0,15,174
1,12,174
2,8,174
3,10,174
4,34,174
0,6,175
1,15,175
2,12,175
3,11,175
4,35,175
0,8,176
1,15,176
2,9,176
3,12,176
4,35,176
0,13,177
1,7,177
2,12,177
3,12,177
4,35,177
0,4,178
1,13,178
2,13,178
3,13,178
4,36,178
0,16,179
1,7,179
2,8,179
3,13,179
4,35,179
0,4,180
1,15,180
2,9,180
3,15,180
4,36,180
0,12,181
1,7,181
2,10,181
3,14,181
4,36,181
0,14,182
1,10,182
2,7,182
3,12,182
4,36,182
0,7,183
1,10,183
2,11,183
3,14,183
4,37,183
0,15,184
1,10,184
2,10,184
3,10,184
4,34,184
0,11,185
1,8,185
2,11,185
3,14,185
4,35,185
0,17,186
1,9,186
2,12,186
3,9,186
4,32,186
0,8,187
1,11,187
2,15,187
3,12,187
4,33,187
0,13,188
1,8,188
2,15,188
3,10,188
4,33,188
0,7,189
1,11,189
2,16,189
3,11,189
4,34,189
0,17,190
1,8,190
2,11,190
3,10,190
4,33,190
0,7,191
1,13,191
2,13,191
3,12,191
4,34,191
0,12,192
1,8,192
2,13,192
3,12,192
4,34,192
0,7,193
1,10,193
2,14,193
3,13,193
4,35,193
0,16,194
1,6,194
2,12,194
3,11,194
4,34,194
0,4,195
1,13,195
2,14,195
3,13,195
4,35,195
0,14,196
1,6,196
2,12,196
3,14,196
4,33,196
0,4,197
1,13,197
2,13,197
3,15,197
4,34,197
0,17,198
1,9,198
2,10,198
3,10,198
4,33,198
0,6,199
1,14,199
2,14,199
3,11,199
4,34,199
0,16,200
1,13,200
2,7,200
3,10,200
4,33,200
0,8,201
1,14,201
2,12,201
3,11,201
4,34,201
0,6,202
1,15,202
2,12,202
3,12,202
4,34,202
0,20,203
1,7,203
2,10,203
3,9,203
4,33,203
0,9,204
1,12,204
2,12,204
3,12,204
4,34,204
0,11,205
1,13,205
2,11,205
3,10,205
4,34,205
0,10,206
1,9,206
2,13,206
3,12,206
4,35,206
0,17,207
1,7,207
2,10,207
3,11,207
4,34,207
0,8,208
1,9,208
2,14,208
3,13,208
4,35,208
0,10,209
1,10,209
2,12,209
3,12,209
4,35,209
0,15,210
1,5,210
2,11,210
3,13,210
4,35,210
0,3,211
1,13,211
2,12,211
3,15,211
4,36,211
0,19,212
1,9,212
2,7,212
3,10,212
4,34,212
0,7,213
1,14,213
2,11,213
3,12,213
4,35,213
0,7,214
1,14,214
2,11,214
3,12,214
4,35,214
0,14,215
1,9,215
2,10,215
3,11,215
4,35,215
0,6,216
1,13,216
2,12,216
3,12,216
4,36,216
0,18,217
1,11,217
2,9,217
3,10,217
4,31,217
0,10,218
1,15,218
2,10,218
3,12,218
4,32,218
0,7,219
1,14,219
2,13,219
3,13,219
4,32,219
0,11,220
1,10,220
2,10,220
3,14,220
4,34,220
0,18,221
1,9,221
2,8,221
3,12,221
4,32,221
0,7,222
1,11,222
2,14,222
3,14,222
4,33,222
0,11,223
1,8,223
2,12,223
3,15,223
4,33,223
0,18,224
1,5,224
2,10,224
3,13,224
4,33,224
0,10,225
1,8,225
2,13,225
3,14,225
4,34,225
0,9,226
1,9,226
2,11,226
3,16,226
4,34,226
0,13,227
1,6,227
2,12,227
3,14,227
4,34,227
0,4,228
1,11,228
2,14,228
3,15,228
4,35,228
0,17,229
1,11,229
2,7,229
3,12,229
4,32,229
0,7,230
1,13,230
2,12,230
3,14,230
4,33,230
0,11,231
1,11,231
2,10,231
3,13,231
4,34,231
0,17,232
1,5,232
2,11,232
3,13,232
4,33,232
0,6,233
1,12,233
2,12,233
3,15,233
4,34,233
0,13,234
1,11,234
2,9,234
3,13,234
4,33,234
0,3,235
1,16,235
2,11,235
3,15,235
4,34,235
0,16,236
1,6,236
2,10,236
3,13,236
4,34,236
0,7,237
1,11,237
2,12,237
3,14,237
4,35,237
0,10,238
1,9,238
2,11,238
3,14,238
4,35,238
0,15,239
1,6,239
2,9,239
3,14,239
4,35,239
0,11,240
1,5,240
2,12,240
3,15,240
4,36,240
0,13,241
1,9,241
2,10,241
3,13,241
4,34,241
0,19,242
1,8,242
2,10,242
3,10,242
4,32,242
0,10,243
1,14,243
2,11,243
3,11,243
4,33,243
0,8,244
1,12,244
2,12,244
3,14,244
4,33,244
0,15,245
1,9,245
2,11,245
3,11,245
4,33,245
0,7,246
1,13,246
2,13,246
3,12,246
4,34,246
0,14,247
1,10,247
2,11,247
3,11,247
4,33,247
0,5,248
1,13,248
2,13,248
3,14,248
4,34,248
0,15,249
1,5,249
2,11,249
3,14,249
4,34,249
0,6,250
1,11,250
2,12,250
3,15,250
4,35,250
0,12,251
1,10,251
2,11,251
3,13,251
4,33,251
0,10,252
1,8,252
2,12,252
3,15,252
4,34,252
0,15,253
1,7,253
2,10,253
3,13,253
4,34,253
0,7,254
1,12,254
2,11,254
3,14,254
4,35,254
0,19,255
1,12,255
2,7,255
3,9,255
4,32,255
0,9,256
1,14,256
2,11,256
3,12,256
4,33,256
0,10,257
1,14,257
2,12,257
3,10,257
4,33,257
0,11,258
1,13,258
2,12,258
3,10,258
4,33,258
0,15,259
1,10,259
2,9,259
3,12,259
4,33,259
0,4,260
1,15,260
2,13,260
3,13,260
4,34,260
0,15,261
1,7,261
2,13,261
3,10,261
4,34,261
0,5,262
1,12,262
2,14,262
3,13,262
4,35,262
0,15,263
1,12,263
2,8,263
3,11,263
4,33,263
0,7,264
1,14,264
2,12,264
3,12,264
4,34,264
0,13,265
1,9,265
2,11,265
3,12,265
4,34,265
0,7,266
1,12,266
2,12,266
3,13,266
4,35,266
0,15,267
1,9,267
2,9,267
3,12,267
4,34,267
0,8,268
1,12,268
2,11,268
3,13,268
4,35,268
0,16,269
1,7,269
2,10,269
3,12,269
4,34,269
0,7,270
1,13,270
2,11,270
3,13,270
4,35,270
0,12,271
1,8,271
2,10,271
3,14,271
4,35,271
0,4,272
1,11,272
2,13,272
3,15,272
4,36,272
0,16,273
1,9,273
2,6,273
3,13,273
4,35,273
0,2,274
1,13,274
2,13,274
3,15,274
4,36,274
0,18,275
1,9,275
2,11,275
3,8,275
4,33,275
0,7,276
1,14,276
2,12,276
3,12,276
4,34,276
0,10,277
1,11,277
2,14,277
3,10,277
4,34,277
0,19,278
1,11,278
2,7,278
3,9,278
4,33,278
0,8,279
1,14,279
2,11,279
3,12,279
4,34,279
0,11,280
1,12,280
2,12,280
3,10,280
4,34,280
0,16,281
1,4,281
2,14,281
3,11,281
4,34,281
0,15,282
1,9,282
2,8,282
3,13,282
4,34,282
0,4,283
1,15,283
2,11,283
3,14,283
4,35,283
0,15,284
1,11,284
2,8,284
3,11,284
4,34,284
0,6,285
1,16,285
2,10,285
3,12,285
4,35,285
0,11,286
1,10,286
2,11,286
3,12,286
4,35,286
0,17,287
1,9,287
2,6,287
3,12,287
4,35,287
0,5,288
1,13,288
2,12,288
3,13,288
4,36,288
0,11,289
1,6,289
2,13,289
3,13,289
4,36,289
0,13,290
1,7,290
2,10,290
3,13,290
4,36,290
0,6,291
1,10,291
2,12,291
3,14,291
4,37,291
0,15,292
1,10,292
2,7,292
3,12,292
4,35,292
0,7,293
1,11,293
2,11,293
3,14,293
4,36,293
0,6,294
1,12,294
2,12,294
3,13,294
4,36,294
0,17,295
1,8,295
2,10,295
3,10,295
4,34,295
0,9,296
1,13,296
2,11,296
3,11,296
4,35,296
0,12,297
1,6,297
2,14,297
3,12,297
4,35,297
0,16,298
1,7,298
2,10,298
3,11,298
4,35,298
0,4,299
1,12,299
2,15,299
3,12,299
4,36,299
0,18,300
1,11,300
2,11,300
3,8,300
4,31,300
0,10,301
1,14,301
2,12,301
3,10,301
4,33,301
0,9,302
1,14,302
2,14,302
3,10,302
4,32,302
0,14,303
1,6,303
2,13,303
3,14,303
4,32,303
0,5,304
1,12,304
2,14,304
3,15,304
4,33,304
0,17,305
1,9,305
2,11,305
3,10,305
4,32,305
0,8,306
1,13,306
2,13,306
3,12,306
4,33,306
0,11,307
1,10,307
2,13,307
3,12,307
4,33,307
0,4,308
1,13,308
2,14,308
3,14,308
4,34,308
0,16,309
1,10,309
2,11,309
3,10,309
4,32,309
0,7,310
1,13,310
2,14,310
3,12,310
4,33,310
0,6,311
1,13,311
2,13,311
3,14,311
4,33,311
0,17,312
1,9,312
2,10,312
3,9,312
4,34,312
0,7,313
1,14,313
2,11,313
3,12,313
4,35,313
0,11,314
1,9,314
2,11,314
3,13,314
4,35,314
0,15,315
1,12,315
2,9,315
3,11,315
4,32,315
0,5,316
1,15,316
2,12,316
3,14,316
4,33,316
0,14,317
1,6,317
2,13,317
3,13,317
4,33,317
0,5,318
1,12,318
2,14,318
3,14,318
4,34,318
0,16,319
1,11,319
2,10,319
3,10,319
4,32,319
0,8,320
1,12,320
2,14,320
3,12,320
4,33,320
0,11,321
1,9,321
2,14,321
3,12,321
4,33,321
0,8,322
1,11,322
2,12,322
3,14,322
4,34,322
0,14,323
1,9,323
2,11,323
3,12,323
4,33,323
0,5,324
1,13,324
2,14,324
3,13,324
4,34,324
0,11,325
1,8,325
2,12,325
3,14,325
4,34,325
0,13,326
1,9,326
2,12,326
3,12,326
4,33,326
0,18,327
1,7,327
2,8,327
3,13,327
4,33,327
0,6,328
1,14,328
2,11,328
3,14,328
4,34,328
0,13,329
1,9,329
2,9,329
3,14,329
4,34,329
0,17,330
1,6,330
2,12,330
3,11,330
4,33,330
0,5,331
1,13,331
2,14,331
3,13,331
4,34,331
0,12,332
1,6,332
2,15,332
3,12,332
4,34,332
0,14,333
1,8,333
2,10,333
3,13,333
4,34,333
0,12,334
1,9,334
2,10,334
3,13,334
4,35,334
0,4,335
1,12,335
2,11,335
3,16,335
4,36,335
0,16,336
1,11,336
2,10,336
3,9,336
4,33,336
0,4,337
1,14,337
2,14,337
3,13,337
4,34,337
0,19,338
1,11,338
2,9,338
3,8,338
4,32,338
0,8,339
1,14,339
2,13,339
3,11,339
4,33,339
0,10,340
1,14,340
2,12,340
3,10,340
4,33,340
0,15,341
1,10,341
2,11,341
3,10,341
4,33,341
0,8,342
1,12,342
2,13,342
3,12,342
4,34,342
0,15,343
1,8,343
2,11,343
3,12,343
4,33,343
0,7,344
1,11,344
2,12,344
3,15,344
4,34,344
0,19,345
1,10,345
2,6,345
3,11,345
4,33,345
0,8,346
1,12,346
2,13,346
3,12,346
4,34,346
0,10,347
1,13,347
2,8,347
3,14,347
4,34,347
0,19,348
1,11,348
2,7,348
3,11,348
4,31,348
0,11,349
1,14,349
2,10,349
3,12,349
4,32,349
0,9,350
1,14,350
2,11,350
3,12,350
4,33,350
0,12,351
1,10,351
2,13,351
3,12,351
4,32,351
0,16,352
1,8,352
2,10,352
3,12,352
4,33,352
0,9,353
1,10,353
2,12,353
3,14,353
4,34,353
0,6,354
1,10,354
2,12,354
3,16,354
4,35,354
0,11,355
1,9,355
2,12,355
3,13,355
4,34,355
0,17,356
1,9,356
2,9,356
3,12,356
4,32,356
0,5,357
1,15,357
2,13,357
3,13,357
4,33,357
0,12,358
1,8,358
2,12,358
3,14,358
4,33,358
0,5,359
1,12,359
2,13,359
3,15,359
4,34,359
0,16,360
1,5,360
2,12,360
3,13,360
4,33,360
0,7,361
1,10,361
2,13,361
3,15,361
4,34,361
0,9,362
1,10,362
2,11,362
3,14,362
4,35,362
0,17,363
1,10,363
2,6,363
3,13,363
4,33,363
0,5,364
1,14,364
2,12,364
3,14,364
4,34,364
0,11,365
1,11,365
2,9,365
3,14,365
4,34,365
0,17,366
1,7,366
2,9,366
3,12,366
4,34,366
0,6,367
1,13,367
2,12,367
3,13,367
4,35,367
0,10,368
1,10,368
2,11,368
3,13,368
4,35,368
0,16,369
1,10,369
2,6,369
3,12,369
4,35,369
0,6,370
1,13,370
2,11,370
3,13,370
4,36,370
0,17,371
1,12,371
2,5,371
3,12,371
4,33,371
0,7,372
1,15,372
2,10,372
3,13,372
4,34,372
0,8,373
1,12,373
2,12,373
3,13,373
4,34,373
0,16,374
1,4,374
2,12,374
3,13,374
4,34,374
0,4,375
1,13,375
2,13,375
3,14,375
4,35,375
0,12,376
1,10,376
2,10,376
3,13,376
4,34,376
0,10,377
1,7,377
2,13,377
3,14,377
4,35,377
0,4,378
1,10,378
2,14,378
3,15,378
4,36,378
0,16,379
1,10,379
2,10,379
3,11,379
4,32,379
0,8,380
1,14,380
2,11,380
3,13,380
4,33,380
0,9,381
1,14,381
2,11,381
3,12,381
4,33,381
0,18,382
1,6,382
2,9,382
3,13,382
4,33,382
0,8,383
1,11,383
2,12,383
3,14,383
4,34,383
0,10,384
1,11,384
2,10,384
3,14,384
4,34,384
0,14,385
1,11,385
2,9,385
3,12,385
4,33,385
0,6,386
1,15,386
2,11,386
3,13,386
4,34,386
0,17,387
1,11,387
2,6,387
3,12,387
4,33,387
0,7,388
1,12,388
2,12,388
3,14,388
4,34,388
0,7,389
1,13,389
2,11,389
3,14,389
4,34,389
0,18,390
1,2,390
2,12,390
3,13,390
4,34,390
0,4,391
1,12,391
2,14,391
3,14,391
4,35,391
0,15,392
1,10,392
2,8,392
3,12,392
4,34,392
0,7,393
1,14,393
2,10,393
3,13,393
4,35,393
0,16,394
1,10,394
2,8,394
3,12,394
4,33,394
0,9,395
1,12,395
2,11,395
3,13,395
4,34,395
0,10,396
1,10,396
2,12,396
3,13,396
4,34,396
0,13,397
1,9,397
2,10,397
3,13,397
4,34,397
0,6,398
1,12,398
2,12,398
3,14,398
4,35,398
0,16,399
1,12,399
2,8,399
3,11,399
4,32,399
