setting,metric,world_EIGs,pooled_rmse,pooled_r2,pooled_r,within_r2,within_rmse,within_b,pred_sd,pred_bg1,pred_bg10,pred_dev10,V_prior,alpha_prior,beta_prior,sigma_true,sd_epsilon,infer_eps,eps_fixed
1,mi_concept,1e-05,4.349021909703352,0.5165145234818364,0.7186894485672072,0.0252783861314305,11.514444293971902,0.4033948687894521,5.093021324817602,63.90328355621907,45.70672805708752,52.43652318777465,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,1.8957356524063752e-05,4.358205440548701,0.5045734038135988,0.7103333047334883,0.0249001970972779,11.518416806268892,0.6569563933902691,3.0983571464337234,45.00060483566751,33.92178324167738,37.86842759825258,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,3.5938136638046256e-05,4.374345073075428,0.4858652961601199,0.6970403834499977,0.0242582746609729,11.524561031162817,0.929217794700188,2.1564842281058465,34.034402984190606,26.33017998449064,28.924808532964438,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,6.812920690579608e-05,4.398365171680599,0.4611031964036343,0.6790457984581263,0.0232726455387608,11.532516209182733,1.1380656806378593,1.7197876374673235,26.90786187093744,20.78549900336088,22.689478996639167,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,0.0001291549665014,4.427386240088559,0.4329946325746973,0.6580232766207418,0.0220236394283715,11.54132444014978,1.2902756137558042,1.4719758751860292,21.64373636770617,16.430608864759034,17.88943676301324,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,0.0002448436746822,4.458171039976371,0.4036540964101995,0.6353377813495743,0.0206573246647269,11.550335904156672,1.4323637070388202,1.281438270298657,17.46091052853337,12.948949865811343,14.058721771226947,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,0.0004641588833612,4.489066421992277,0.3741208099781842,0.6116541588006937,0.0192528198433754,11.559251264557949,1.5829335941364175,1.1175211719271103,14.075337106008469,10.163192123120083,10.989875215149349,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,0.0008799225435691,4.518816984052497,0.3454730926467348,0.5877695914614287,0.0178732516191083,11.56774744426835,1.749842347331637,0.972612788804674,11.325898419424712,7.937915518792498,8.539267644013274,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,0.0016681005372,4.54586509521127,0.3192051002774343,0.5649823893515924,0.0166019877450522,11.57541084220235,1.9484373574488527,0.840513302147699,9.08389162631091,6.16697838026336,6.5942085780174615,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,0.0031622776601683,4.568954709866555,0.2964906226952272,0.5445095248893514,0.0155039812178666,11.581985184298038,2.205991738283739,0.7160083409157754,7.246098922372532,4.767547494025384,5.064033582058147,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,0.0059948425031894,4.587461852368569,0.2779353954800714,0.5271957847707732,0.0146130441699926,11.587391785737246,2.5656356246529795,0.5962785247884552,5.7345800107640725,3.6744511425510464,3.8749231441094527,1.0,1.0,0.1,0.2,0.5,True,
1,mi_concept,0.0113646366638572,4.601211948453975,0.2638463151259783,0.5136597269846822,0.013949436661998,11.59159823820774,3.099032790295332,0.4811509629834598,4.4940274809401695,2.8358526273560507,2.9675550403176323,1.0,1.0,0.1,0.2,0.5,True,
