setting,metric,world_EIGs,V_prior,alpha_prior,beta_prior,eps_fixed,sd_epsilon,infer_eps,sigma_true,window,cond_r2,cond_rmse,n_cond,cond_b,bg1,bg2,bg11,dev1,dev5,dev10
0,kl,3.162277660168379e-06,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.299187744194822,345.3412894203346,75,32.089929543040576,79.41666666666667,74.95833333333333,52.09375,75.86458333333333,66.125,61.864583333333336
0,kl,1e-05,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.3474686277237853,331.8094824213299,75,21.245834725624476,76.73958333333333,70.10416666666667,38.79166666666666,65.96875,54.51041666666666,41.489583333333336
0,kl,3.1622776601683795e-05,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.4432413880230356,305.74026929662557,75,21.213077990009683,71.92708333333333,59.63541666666666,27.75,60.25,38.82291666666666,30.33333333333333
0,kl,0.0001,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.6079789422671498,250.0950517402012,75,24.670870895885137,65.09375,41.19791666666666,20.53125,39.47916666666666,26.59375,21.15625
0,kl,0.0003162277660168,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.5793816649079292,258.44412580342913,75,37.76283539875258,42.97916666666666,28.14583333333333,14.052083333333334,28.9375,18.197916666666668,14.479166666666666
0,kl,0.001,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.6441947166059807,235.20415101048235,75,55.73876541304219,28.979166666666668,16.864583333333332,9.65625,17.822916666666668,12.510416666666666,9.40625
0,kl,0.0031622776601683,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.6555368858602938,232.9051762179106,75,77.88064686567726,19.791666666666668,11.34375,5.927083333333333,10.072916666666666,7.364583333333333,6.239583333333333
0,kl,0.01,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.6385176091952467,241.1112068853536,75,127.89398383725371,12.0,7.041666666666667,3.8333333333333335,7.125,4.21875,4.114583333333333
0,kl,0.0316227766016837,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.6166541582378592,249.65296311659208,75,183.20147524912292,8.083333333333334,4.854166666666667,2.395833333333333,5.260416666666667,3.1666666666666665,2.375
0,kl,0.1,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.5386892537976983,274.141305773028,75,286.2219543618125,5.052083333333333,3.5625,1.5833333333333333,3.21875,2.083333333333333,1.8854166666666667
0,kl,0.3162277660168379,0.03,1.0,0.1,,0.5,True,0.1,exemplar_mean,0.5993436722366811,254.36372336585433,75,478.2184221857897,3.395833333333333,2.28125,1.25,2.1875,1.5729166666666667,1.2604166666666667
1,kl,3.162277660168379e-06,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.2464326100883488,358.0491590764749,75,18.32958485532628,79.5625,77.76041666666667,46.114583333333336,78.03125,58.5625,54.01041666666666
1,kl,1e-05,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.2825205079000591,349.0543293401394,75,13.70039913569386,77.52083333333333,76.3125,34.166666666666664,73.60416666666667,41.51041666666666,36.66666666666666
1,kl,3.1622776601683795e-05,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.3873718470457886,320.5551408994294,75,14.838182288428966,74.45833333333333,64.375,23.15625,64.92708333333333,32.177083333333336,25.33333333333333
1,kl,0.0001,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.4730022345039923,296.0733478301122,75,17.019750471825624,68.86458333333333,51.04166666666666,15.875,46.29166666666666,24.916666666666668,19.729166666666668
1,kl,0.0003162277660168,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.6089245746404046,251.79937876296125,75,28.02932993628082,50.41666666666666,29.479166666666668,12.28125,33.25,16.208333333333332,12.90625
1,kl,0.001,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.6303728834349843,244.14621430735951,75,45.835640428169235,32.864583333333336,19.08333333333333,8.791666666666666,21.9375,13.9375,10.114583333333334
1,kl,0.0031622776601683,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.6059511048333016,252.8923304335737,75,71.80603879382721,20.3125,12.75,6.229166666666667,12.125,7.989583333333333,6.3125
1,kl,0.01,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.5366269048848566,276.096421338711,75,126.85325151053478,11.583333333333334,7.791666666666667,3.9479166666666665,8.208333333333334,4.770833333333333,4.145833333333333
1,kl,0.0316227766016837,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.5736048111522007,261.19149630977347,75,185.69693059961332,8.010416666666666,5.291666666666667,2.4166666666666665,5.197916666666667,3.177083333333333,2.583333333333333
1,kl,0.1,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.6185264790868432,246.4890977748484,75,319.95840049118783,5.041666666666667,3.333333333333333,1.8958333333333333,3.3229166666666665,1.96875,1.78125
1,kl,0.3162277660168379,0.03,1.0,0.1,,0.5,True,0.2,exemplar_mean,0.6262735812475515,245.00261463229708,75,440.7718619281449,3.75,2.208333333333333,1.46875,2.0104166666666665,1.4375,1.3229166666666667
2,kl,3.162277660168379e-06,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.2465541383159057,361.9055279686105,75,33.16863224070605,78.58333333333333,74.03125,58.625,78.13541666666667,64.8125,63.458333333333336
2,kl,1e-05,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.3306966220708471,337.035448922293,75,21.99453195362617,78.36458333333333,67.45833333333333,41.82291666666666,71.60416666666667,56.57291666666666,43.583333333333336
2,kl,3.1622776601683795e-05,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.4373474968152327,305.5842306109856,75,19.215122384805483,73.29166666666667,60.09375,27.197916666666668,59.03125,38.94791666666666,32.71875
2,kl,0.0001,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.5635089922534489,267.9493828984598,75,26.346470006184536,59.51041666666666,41.28125,25.0,44.63541666666666,30.59375,23.45833333333333
2,kl,0.0003162277660168,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.6026396022940087,253.7999399985105,75,30.08814213927955,48.40625,29.71875,11.385416666666666,29.291666666666668,18.0625,15.520833333333334
2,kl,0.001,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.6201866636032273,247.28240417194547,75,52.895007478861054,29.67708333333333,17.03125,9.333333333333334,17.21875,12.895833333333334,10.03125
2,kl,0.0031622776601683,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.6737970773349922,229.20994134223807,75,86.15745292706757,19.104166666666668,9.927083333333334,6.427083333333333,9.65625,7.666666666666667,6.260416666666667
2,kl,0.01,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.6516527722014439,235.76069993481735,75,121.47399454744588,12.6875,7.03125,3.9479166666666665,6.270833333333333,4.864583333333333,4.020833333333333
2,kl,0.0316227766016837,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.6807668758863266,225.7733378977386,75,176.98591110299145,8.614583333333334,4.208333333333333,2.1666666666666665,4.395833333333333,3.020833333333333,2.4791666666666665
2,kl,0.1,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.6283981255687393,245.34022648915348,75,329.11038473594544,4.958333333333333,3.0104166666666665,1.5833333333333333,3.239583333333333,2.3229166666666665,1.8854166666666667
2,kl,0.3162277660168379,0.03,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.6091369413967935,253.32249227256537,75,443.8147643883351,3.583333333333333,2.2291666666666665,1.2083333333333333,2.46875,1.65625,1.3125
3,kl,3.162277660168379e-06,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.2647229008242744,353.1009127783876,75,18.80758440444242,79.85416666666667,78.11458333333333,49.375,78.57291666666667,60.4375,49.1875
3,kl,1e-05,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.3201452362262809,338.423026833283,75,15.146651463561088,77.91666666666667,72.39583333333333,33.15625,72.125,41.10416666666666,37.41666666666666
3,kl,3.1622776601683795e-05,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.4042466751033737,315.76648975375156,75,15.33454937693127,75.32291666666667,63.46875,23.70833333333333,57.03125,33.46875,26.541666666666668
3,kl,0.0001,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.5597453017455141,267.3489645942926,75,20.063362432471667,67.125,45.125,17.666666666666668,51.35416666666666,28.447916666666668,20.59375
3,kl,0.0003162277660168,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.634636850210942,240.5691699730311,75,26.58918303416216,53.052083333333336,30.385416666666668,11.697916666666666,28.0625,19.0625,14.947916666666666
3,kl,0.001,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.5971169859324222,254.95017252921667,75,42.82393395564122,33.71875,19.40625,9.46875,18.55208333333333,11.645833333333334,8.395833333333334
3,kl,0.0031622776601683,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.6576307682082766,233.8804139865154,75,66.85595947709199,22.15625,12.572916666666666,5.583333333333333,11.177083333333334,7.791666666666667,6.572916666666667
3,kl,0.01,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.6238631437814723,247.19405166563428,75,112.21527090445964,13.447916666666666,7.708333333333333,3.8541666666666665,7.114583333333333,4.479166666666667,3.8958333333333335
3,kl,0.0316227766016837,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.6048215509927805,251.8034514109419,75,184.39198179284517,8.145833333333334,4.958333333333333,2.583333333333333,4.729166666666667,2.895833333333333,2.4375
3,kl,0.1,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.6373446530979625,240.41239587526997,75,300.6876946502627,5.364583333333333,3.0625,1.8125,3.302083333333333,2.114583333333333,1.8958333333333333
3,kl,0.3162277660168379,0.03,1.0,0.1,,1.0,True,0.2,exemplar_mean,0.6362352744991604,241.01399890799968,75,502.933582603928,3.4479166666666665,2.1666666666666665,1.3541666666666667,2.3229166666666665,1.59375,1.3958333333333333
4,kl,3.162277660168379e-06,0.03,1.0,1.0,,0.5,True,0.1,exemplar_mean,0.2275451293068172,364.09361446018943,75,17.328237700861223,79.10416666666667,73.52083333333333,41.71875,73.76041666666667,52.01041666666666,39.875
4,kl,1e-05,0.03,1.0,1.0,,0.5,True,0.1,exemplar_mean,0.3500330828442279,331.959327627946,75,16.558154040430956,78.07291666666667,66.01041666666667,33.96875,59.91666666666666,38.6875,30.98958333333333
4,kl,3.1622776601683795e-05,0.03,1.0,1.0,,0.5,True,0.1,exemplar_mean,0.5427036831790136,271.6699353521302,75,19.5077284416657,74.26041666666667,47.895833333333336,22.33333333333333,52.01041666666666,32.21875,16.791666666666668
4,kl,0.0001,0.03,1.0,1.0,,0.5,True,0.1,exemplar_mean,0.5096386882631985,282.18891377912763,75,20.149096761131805,61.520833333333336,41.90625,17.71875,41.875,19.23958333333333,18.21875
4,kl,0.0003162277660168,0.03,1.0,1.0,,0.5,True,0.1,exemplar_mean,0.6012770323468719,254.11399772430545,75,28.66746854653897,46.53125,26.354166666666668,9.59375,28.197916666666668,13.0625,12.125
4,kl,0.001,0.03,1.0,1.0,,0.5,True,0.1,exemplar_mean,0.5995372696051,254.00218532257523,75,46.51620421931976,29.875,16.583333333333332,7.28125,15.645833333333334,11.552083333333334,6.958333333333333
