setting,metric,world_EIGs,V_prior,alpha_prior,beta_prior,sigma_true,pooled_rmse,pooled_r2,within_r2,within_b,pred_bg1,pred_bg10,pred_dev10
0,kl,4.641588833612782e-07,1.0,1.0,0.1,0.1,4.523974322488828,0.35624423073096295,0.018474972268795246,0.3259707245326148,493.5733982548957,478.20391250691597,484.85746640708754
0,kl,1e-06,1.0,1.0,0.1,0.1,4.57362055650907,0.3072293444249341,0.01596524698292233,0.1833526671508958,486.66221742976495,461.55594414133503,470.9553405598029
0,kl,2.1544346900318822e-06,1.0,1.0,0.1,0.1,4.619568963562509,0.2581966613850992,0.013674131105024382,0.11332126609695849,473.2123442282293,435.7436724367021,447.2051807693351
0,kl,4.641588833612773e-06,1.0,1.0,0.1,0.1,4.6472383131628945,0.22349623644885733,0.012377446300429725,0.07863252423358227,448.7823789859779,397.6670110672008,409.7160301068371
0,kl,1e-05,1.0,1.0,0.1,0.1,4.66328772894897,0.20116382030534843,0.011826525777644174,0.06077451987973109,408.05084557212325,344.56903729952586,355.48246725875487
0,kl,2.1544346900318823e-05,1.0,1.0,0.1,0.1,4.680655108983368,0.1816017962887164,0.011316453029050544,0.0517248967465275,346.93370316221893,276.2616823512368,284.5987970085687
0,kl,4.641588833612772e-05,1.0,1.0,0.1,0.1,4.697359777224591,0.1649229020346326,0.010733539113382798,0.0497130141012641,267.78381834106284,198.14773835395843,203.16588630712513
0,kl,0.0001,1.0,1.0,0.1,0.1,4.703085500378139,0.1599533743866728,0.01057283359782893,0.05631641881871905,184.34312133919514,123.07942527766829,125.74749338894566
0,kl,0.00021544346900318823,1.0,1.0,0.1,0.1,4.6970691652285925,0.1660427182088407,0.010816009713652772,0.07569368187401775,114.2593931402427,66.5301856163912,67.44269762679973
0,kl,0.00046415888336127773,1.0,1.0,0.1,0.1,4.681864628305698,0.1793769045604056,0.011212383714156317,0.1184863525134853,65.44413047133362,32.76232661409045,32.60589632257195
0,kl,0.001,1.0,1.0,0.1,0.1,4.6599913240707025,0.20439131164341184,0.012002436163534412,0.2062229626996988,36.59043763333536,15.959412389692284,16.167180508401316
0,kl,0.002154434690031882,1.0,1.0,0.1,0.1,4.647478248119118,0.22514677629935026,0.012676464688372743,0.3317466845159285,22.52988801132972,8.877999436437186,9.380798060284397
0,kl,0.004641588833612773,1.0,1.0,0.1,0.1,4.654902044950553,0.22467218816833767,0.012409069483788313,0.4421102576745398,15.946024966283728,5.650936859343038,6.045736939564885
0,kl,0.01,1.0,1.0,0.1,0.1,4.66850237864578,0.21611977623389436,0.011744400424875909,0.5619164852002902,11.839214391964871,3.8024351593742893,4.101901314834213
0,kl,0.021544346900318822,1.0,1.0,0.1,0.1,4.678594606882262,0.20774709470130903,0.011121585547881794,0.7357969369952791,8.780743400184077,2.6660491808433044,2.911066866281472
0,kl,0.046415888336127725,1.0,1.0,0.1,0.1,4.683468980875507,0.20237380249650302,0.010699101339442638,1.0168726099342893,6.394004954923801,1.9571873295270448,2.1575228122931276
0,kl,0.1,1.0,1.0,0.1,0.1,4.683281299558255,0.20155626292949916,0.010551717121865539,1.5215801114956509,4.51346971575893,1.5219734806489156,1.675089551039948
0,mi,1e-05,1.0,1.0,0.1,0.1,4.176271272330703,0.7051473826954016,0.033278912673784355,1.0120744245445612,34.05605445701094,26.548441592966146,32.124387451780734
0,mi,1.8957356524063752e-05,1.0,1.0,0.1,0.1,4.180795642507477,0.6945425299763193,0.03276655673686142,1.2985216269292819,27.18851898914677,21.23133246022448,25.32293740860372
0,mi,3.5938136638046256e-05,1.0,1.0,0.1,0.1,4.19778510170357,0.6751279910209714,0.0318145967293253,1.5269887587411286,22.1298410726961,17.031931041076167,20.248902616614416
0,mi,6.812920690579608e-05,1.0,1.0,0.1,0.1,4.2242679319800125,0.6486202972619581,0.030516867769507357,1.735489536573335,18.124300493548464,13.653159386190667,16.219594668714322
0,mi,0.0001291549665014884,1.0,1.0,0.1,0.1,4.259392730573283,0.6148194668107151,0.028883638359960512,1.9341854819967905,14.889506859659742,10.929114601933252,12.965840318830752
0,mi,0.00024484367468222265,1.0,1.0,0.1,0.1,4.302476528863817,0.5740267631823412,0.026939430059940053,2.1183969661749136,12.265449575208473,8.733823402862946,10.33498307279501
0,mi,0.0004641588833612782,1.0,1.0,0.1,0.1,4.351320763403809,0.5279741887814281,0.024776647976428298,2.287145380440218,10.126759108150457,6.9659873795429865,8.210232044769727
0,mi,0.0008799225435691075,1.0,1.0,0.1,0.1,4.402001538740253,0.47999248311556525,0.022563431376173525,2.450927532779649,8.37025623614049,5.544309752289107,6.4982849268369725
0,mi,0.0016681005372000592,1.0,1.0,0.1,0.1,4.450176027215649,0.43399951732956715,0.020483911967659973,2.634782171314909,6.912044654977663,4.404881786134157,5.125102094580286
0,mi,0.0031622776601683794,1.0,1.0,0.1,0.1,4.492645754885588,0.39295014313050053,0.018662709663905874,2.8770108542988218,5.686477562899185,3.4974164947674082,4.031418985425464
0,mi,0.005994842503189409,1.0,1.0,0.1,0.1,4.527752429274964,0.35845736833826886,0.017156117770192787,3.2317315608465327,4.645769510715808,2.7818762506426453,3.169947988988883
0,mi,0.011364636663857255,1.0,1.0,0.1,0.1,4.555182997233526,0.3310404660553163,0.015973434263358396,3.7814678156564154,3.7591997574252733,2.2268184872428542,2.5030042749319104
0,mi,0.021544346900318846,1.0,1.0,0.1,0.1,4.575870405049136,0.31019959740215663,0.015084075086808549,4.662513674565125,3.011932445018457,1.8081657509520725,2.0001647732445704
0,mi,0.04084238652674522,1.0,1.0,0.1,0.1,4.5917169588799736,0.2944882348842072,0.014418539026280885,6.115609283178377,2.4005689406297415,1.5063251008381817,1.6356382996367564
0,mi,0.07742636826811278,1.0,1.0,0.1,0.1,4.604581479076385,0.28219216985725126,0.01389640514852864,8.595696153068229,1.9243872377117066,1.301737511131673,1.385078123886691
0,mi,0.14677992676220705,1.0,1.0,0.1,0.1,4.61518156322036,0.27236355797488326,0.013473946275890112,12.9931948089732,1.5769281667924882,1.1722935966597963,1.223279707300091
0,mi,0.2782559402207126,1.0,1.0,0.1,0.1,4.623314001274422,0.2649107806225844,0.01314935119487895,21.044132225928475,1.3417715819635079,1.095336480974961,1.1250270852385513
0,mi,0.527499706370262,1.0,1.0,0.1,0.1,4.628902900318671,0.25979092607505516,0.01292430016842402,36.07923259174069,1.1940734410229283,1.051684228161738,1.0683237426582244
0,mi,1.0,1.0,1.0,0.1,0.1,4.6323841119284825,0.2565926087246879,0.012782962808110698,64.42470122211617,1.106949970664459,1.0276783859666654,1.036767482275127
0,surprisal,0.0031622776601683794,1.0,1.0,0.1,0.1,4.606590525890065,0.34931082841858574,0.016249614263801157,-0.05280465485178982,388.5019247400187,494.9514174594646,454.83229392768254
0,surprisal,0.005623413251903491,1.0,1.0,0.1,0.1,4.622307512201212,0.3378117909074057,0.015801374358377168,-0.03660531801105301,342.03162876050243,494.08454435422345,433.02122323902427
0,surprisal,0.01,1.0,1.0,0.1,0.1,4.607995414452823,0.3529976670085434,0.016534836393090127,-0.02734265346724974,285.73974107526095,492.9365447137083,405.4560862346688
0,surprisal,0.01778279410038923,1.0,1.0,0.1,0.1,4.602504582798469,0.3576331730142052,0.016698081583676815,-0.020791592917979627,216.04490632611598,491.28740644277553,380.5991917013991
0,surprisal,0.03162277660168379,1.0,1.0,0.1,0.1,4.591396703440732,0.37216406402103663,0.017214024557297255,-0.017089474126783605,149.40773800706023,488.93416742518093,348.88142992197095
0,surprisal,0.05623413251903491,1.0,1.0,0.1,0.1,4.547768569930215,0.4062494387489081,0.018459217706873757,-0.014355905700598335,74.25757750929962,483.3110964585446,306.4025329686071
0,surprisal,0.1,1.0,1.0,0.1,0.1,4.5258990327087325,0.44060734985906036,0.019944224374371357,-0.013082171399568184,24.81454526035675,467.03941061186373,264.1782234640548
0,surprisal,0.1778279410038923,1.0,1.0,0.1,0.1,4.470639452550772,0.4698591032675057,0.021388607077348746,-0.012276466478262724,4.2021477712606226,455.1733553380307,216.03886406723316
0,surprisal,0.31622776601683794,1.0,1.0,0.1,0.1,4.408193040481538,0.5149358430549027,0.024391438653086555,-0.013004678904972826,2.3553102595462714,401.45086742926463,142.669304634849
0,surprisal,0.5623413251903491,1.0,1.0,0.1,0.1,4.300231196376992,0.6160820148258245,0.02938648428633707,-0.017134087613516782,2.001568757433967,307.17951340958325,70.66365836917662
0,surprisal,1.0,1.0,1.0,0.1,0.1,4.095258564270882,0.7258373549859839,0.03837887725086601,-0.06846153318709253,1.7040356617145624,117.39042920801448,19.71971427923359
0,surprisal,1.7782794100389228,1.0,1.0,0.1,0.1,4.451000469937915,0.49150974974320377,0.02755916802363652,-3.658856563474834,1.467361922618027,3.0375287564115485,1.5939834847116403
0,surprisal,3.1622776601683795,1.0,1.0,0.1,0.1,4.799079226030454,0.07696915865852322,0.004807548725763634,10.613093148713256,1.295035926406664,1.0009979601105894,1.0143829314397486
0,surprisal,5.623413251903491,1.0,1.0,0.1,0.1,4.798934115838431,0.07705344734581293,0.004813408282793438,17.509588686593148,1.1789588883811246,1.0006125631789888,1.0089726206752572
0,surprisal,10.0,1.0,1.0,0.1,0.1,4.798822352522521,0.07712544386773475,0.004818046428627174,29.722228548108863,1.1054843969915977,1.000363163032558,1.0053929157084356
0,surprisal,17.78279410038923,1.0,1.0,0.1,0.1,4.798746233816098,0.0771773616614461,0.004821269173505413,51.406292990471904,1.0610123560004967,1.0002106499342012,1.0031586369215195
0,surprisal,31.622776601683793,1.0,1.0,0.1,0.1,4.798698275509105,0.07721114239825687,0.0048233259810692,89.94608607694659,1.0348783477781225,1.000120591759334,1.0018195353623063
0,surprisal,56.23413251903491,1.0,1.0,0.1,0.1,4.79866946312884,0.0772318095917014,0.0048245713360441245,158.46844992018174,1.0197996762735329,1.0000685079469254,1.0010375832704854
0,surprisal,100.0,1.0,1.0,0.1,0.1,4.798652634243947,0.07724400549922951,0.004825302054442331,280.31331731210304,1.0111942209432074,1.0000387479118829,1.000588155356587
0,surprisal_b,0.0031622776601683794,1.0,1.0,0.1,0.1,4.369857880379386,0.48190750767784973,0.024471376815437,0.45554497889368606,444.09145070481895,429.0408348369744,433.82060193148
0,surprisal_b,0.005623413251903491,1.0,1.0,0.1,0.1,4.371217217144468,0.48098539354599634,0.0243913535355074,0.29455942540170416,406.3393512583066,383.08832223351334,390.4513183244496
0,surprisal_b,0.01,1.0,1.0,0.1,0.1,4.373574767110836,0.4793892482940816,0.024254904562711236,0.21073777793838827,349.5224788630512,317.0833952579406,327.3067413948358
0,surprisal_b,0.01778279410038923,1.0,1.0,0.1,0.1,4.3775106265697055,0.4767283328276378,0.024033054886113212,0.17748437345760099,273.51534345477234,235.11417140677625,247.12281175719636
0,surprisal_b,0.03162277660168379,1.0,1.0,0.1,0.1,4.38346004001971,0.4726911581635778,0.023710351007745347,0.18944694104316537,188.90910141380627,153.0873816209593,164.15703309882502
0,surprisal_b,0.05623413251903491,1.0,1.0,0.1,0.1,4.3907487801797505,0.46760564618696887,0.023337094048148304,0.2647367330334795,115.63686146437202,90.12437495973892,97.86848245027629
0,surprisal_b,0.1,1.0,1.0,0.1,0.1,4.398416119946977,0.46175866414518796,0.02298006633146014,0.44044960483637813,66.53423430495056,51.27157284220551,55.77316403221899
0,surprisal_b,0.1778279410038923,1.0,1.0,0.1,0.1,4.408039425193877,0.4538155252918695,0.022551311606887715,0.7565444342147791,38.067791515303405,29.23945361421622,31.738015913234022
0,surprisal_b,0.31622776601683794,1.0,1.0,0.1,0.1,4.419995064931514,0.44347746941270055,0.021999265058488943,1.2835809320438734,22.03186263522446,16.872890594874512,18.26603329724369
0,surprisal_b,0.5623413251903491,1.0,1.0,0.1,0.1,4.433611129799727,0.431219677017401,0.021336629223172702,2.1406716465303424,12.99409049641406,9.932676416656058,10.72084110054356
0,surprisal_b,1.0,1.0,1.0,0.1,0.1,4.448999340459924,0.41727753848524973,0.020572688038252337,3.5023383308056624,7.880321120698003,6.032464094722248,6.4840876432214705
0,surprisal_b,1.7782794100389228,1.0,1.0,0.1,0.1,4.46588089367848,0.4022943609815369,0.019753541278705912,5.640383337412996,4.967835232464988,3.8369965593574187,4.097449912497355
0,surprisal_b,3.1622776601683795,1.0,1.0,0.1,0.1,4.482377578031136,0.3880185428326956,0.018984111999589846,9.034041495312952,3.2953321864899965,2.5997493247321772,2.7505959446498616
0,surprisal_b,5.623413251903491,1.0,1.0,0.1,0.1,4.496085043515293,0.37656600064430784,0.0183752843618878,14.593380787902396,2.3271735726370175,1.9020312736015434,1.9897562347278923
0,surprisal_b,10.0,1.0,1.0,0.1,0.1,4.5058580320365795,0.3687842078766294,0.017963873481411295,24.026496437128642,1.764330998158047,1.5084670569839043,1.5595610338013586
0,surprisal_b,17.78279410038923,1.0,1.0,0.1,0.1,4.512093074123072,0.3640877607685788,0.0177151401581511,40.42720530582948,1.437653838727034,1.2864818315495103,1.31613878763313
0,surprisal_b,31.622776601683793,1.0,1.0,0.1,0.1,4.515802394945624,0.3614508359408203,0.01757495393812751,69.3117853929118,1.249188681921312,1.1613222622209767,1.1784165710317784
0,surprisal_b,56.23413251903491,1.0,1.0,0.1,0.1,4.517927650396631,0.3600203497698739,0.017498734575097222,120.48223910042606,1.1412481225044375,1.0907997067328818,1.100578448544583
0,surprisal_b,100.0,1.0,1.0,0.1,0.1,4.5191258753289665,0.35924970837365,0.01745766324601884,211.35183706205532,1.0798153392189398,1.0510886182316952,1.0566479372245978
1,eig_code,1e-07,1.0,1.0,0.1,0.2,4.822161151693329,0.0840789740749493,0.005309072144148003,15.77377614534369,499.76347916316075,499.61198793816123,499.58301837068575
1,eig_code,2.1544346900318822e-07,1.0,1.0,0.1,0.2,4.822113860469382,0.08409863067349443,0.0053103237390357645,7.3307869827463525,499.4906279590968,499.16462533240855,499.1022948418797
1,eig_code,4.641588833612782e-07,1.0,1.0,0.1,0.2,4.822012068799898,0.08414094701315068,0.005313018228637792,3.4119122514113274,498.903503153439,498.2028899117345,498.0689851132984
1,eig_code,1e-06,1.0,1.0,0.1,0.2,4.821793178492685,0.08423198408931339,0.0053188148256291526,1.592961355366919,497.6418936193035,496.14049621604175,495.85377118155856
1,eig_code,2.1544346900318822e-06,1.0,1.0,0.1,0.2,4.82132351519955,0.08442750798351269,0.00533126364100442,0.7487431573364379,494.93913811735956,491.7413462692846,491.1317074081505
1,eig_code,4.641588833612773e-06,1.0,1.0,0.1,0.2,4.820320544875376,0.08484593436220894,0.005357900919131064,0.3570306760278529,489.18649541470467,482.4643590151274,481.18754387593316
1,eig_code,1e-05,1.0,1.0,0.1,0.2,4.818200646446076,0.0857344554943419,0.005414448520098458,0.17551760170251623,477.11161928158043,463.3689804588768,460.77910589369793
1,eig_code,2.1544346900318823e-05,1.0,1.0,0.1,0.2,4.81381993090028,0.08758985976905494,0.005532456847668146,0.09194210955552971,452.5065503344601,425.9977971262404,421.0840556983858
1,eig_code,4.641588833612772e-05,1.0,1.0,0.1,0.2,4.805206812927795,0.09132673323362984,0.005769793581175229,0.05470247775652858,405.39510693723986,359.9099429812861,351.7616521112359
1,eig_code,0.0001,1.0,1.0,0.1,0.2,4.790017648721864,0.09829510227476126,0.006210779788359608,0.041207982057762944,325.9376904957716,263.22186551728714,252.7267200944963
1,eig_code,0.00021544346900318823,1.0,1.0,0.1,0.2,4.768487538573714,0.10945336321577971,0.006908870940442352,0.044941861832393425,220.63952254968288,159.541128671304,150.53805815790568
1,eig_code,0.00046415888336127773,1.0,1.0,0.1,0.2,4.7459230499582254,0.1240308347128077,0.007786229415010835,0.07246822700309871,126.05427326866784,84.96767795186287,80.06176854671268
1,eig_code,0.001,1.0,1.0,0.1,0.2,4.722549488109154,0.14276588858538825,0.008843652868729844,0.13296510140380616,70.37878602190285,45.61708476869702,43.52459728285359
1,eig_code,0.002154434690031882,1.0,1.0,0.1,0.2,4.696671396940024,0.1654544503625075,0.010048089170908561,0.21530655599524223,43.06637198320721,26.072642818391415,25.254965647867834
1,eig_code,0.004641588833612773,1.0,1.0,0.1,0.2,4.676342534373235,0.18482441483460216,0.010981178068266097,0.29589213211604787,28.967549230503277,15.589175500854878,15.298192800981655
1,eig_code,0.01,1.0,1.0,0.1,0.2,4.667066207727377,0.19605486650972123,0.0114054102474826,0.3745809216040778,20.576115669168214,9.50159665633374,9.42595670957029
1,eig_code,0.021544346900318822,1.0,1.0,0.1,0.2,4.6685903861597104,0.19883469099180115,0.011341954598143949,0.4730116977679038,14.869354084839907,5.888766332066996,5.895200703538483
1,eig_code,0.046415888336127725,1.0,1.0,0.1,0.2,4.677464219348013,0.19479387395723766,0.01092197695345453,0.6089672874484607,10.782167276753919,3.756923969322123,3.782502695026247
1,eig_code,0.1,1.0,1.0,0.1,0.2,4.689606619455377,0.1865183953497881,0.010318772948482706,0.8039141727037975,7.81377747138636,2.512234875592293,2.5341102357173555
1,kl,1e-07,1.0,1.0,0.1,0.2,4.7977799741902825,0.09419469806425289,0.005774099658161288,2.4394615845654704,499.0842915646237,498.1064406691587,497.9750471492251
1,kl,2.1544346900318822e-07,1.0,1.0,0.1,0.2,4.797425483158717,0.09442182222728783,0.005789620064814163,1.1438548928732986,498.03227653709746,495.9403744120675,495.6639481567948
1,kl,4.641588833612782e-07,1.0,1.0,0.1,0.2,4.796656390423126,0.0949116497561744,0.0058228090667540875,0.5425175928055299,495.78412527999393,491.34477540259564,490.77834186645345
1,kl,1e-06,1.0,1.0,0.1,0.2,4.794982443003979,0.09596546502974797,0.005893037482959453,0.2634652968405183,491.02350465541554,481.7607023518687,480.6595716127153
1,kl,2.1544346900318822e-06,1.0,1.0,0.1,0.2,4.791361956404389,0.09819771041338646,0.006037507770485124,0.13407462787147206,481.13068674272,462.46534136630925,460.51931994992884
1,kl,4.641588833612773e-06,1.0,1.0,0.1,0.2,4.783907608938209,0.10263700647743154,0.006312776424826227,0.07429997271727874,461.3263819958292,426.20060309509546,423.18140457661315
1,kl,1e-05,1.0,1.0,0.1,0.2,4.770784451800372,0.11001195173703807,0.006750307228805728,0.04720387743181746,424.34859892192077,365.92773825358,361.52713168589116
1,kl,2.1544346900318823e-05,1.0,1.0,0.1,0.2,4.753476236956839,0.11902567700393014,0.007275696558952581,0.03631756491180817,363.18712273493173,283.18512011804756,276.458471717973
1,kl,4.641588833612772e-05,1.0,1.0,0.1,0.2,4.736153913706792,0.12883151135086876,0.007842955768211937,0.03548592155169986,279.7720438898609,193.9517822808452,185.212567900306
1,kl,0.0001,1.0,1.0,0.1,0.2,4.717737163879642,0.14394052811241392,0.008643453852504934,0.04379707336506711,191.76460070047196,117.12995360286908,109.68631804941987
1,kl,0.00021544346900318823,1.0,1.0,0.1,0.2,4.6930671416759004,0.16852013305374058,0.009874219393545306,0.06340199174943036,119.20284487140981,61.570980164000616,57.8981993624241
1,kl,0.00046415888336127773,1.0,1.0,0.1,0.2,4.667434242036521,0.19586065253086057,0.01120113771884988,0.10502320136917351,68.27430698736553,29.409901763941335,28.854540187828718
1,kl,0.001,1.0,1.0,0.1,0.2,4.648364704714281,0.21663927896284468,0.012157872121557113,0.19511094495089285,37.86965405422368,15.45542839920138,15.941545047370786
1,kl,0.002154434690031882,1.0,1.0,0.1,0.2,4.637822366017325,0.22771891449403814,0.012636697969579887,0.32445354292191425,23.32708550323206,9.39440752200035,9.92362481171745
1,kl,0.004641588833612773,1.0,1.0,0.1,0.2,4.642270083280755,0.22667533650023608,0.01246832018380963,0.4404703718637639,16.357588072932803,5.994424647858387,6.400613345010869
1,kl,0.01,1.0,1.0,0.1,0.2,4.6534452886230415,0.22065774657073517,0.012015473760657642,0.5773183847452523,11.878006932143775,3.9530483815041855,4.238827477190601
1,kl,0.021544346900318822,1.0,1.0,0.1,0.2,4.6644882541455726,0.21400064797892768,0.011529073238313573,0.7733496756160878,8.635869680049945,2.706076373658423,2.9091510089263313
1,kl,0.046415888336127725,1.0,1.0,0.1,0.2,4.674553819859735,0.20660417723240948,0.01102695990298135,1.0671867949416016,6.243845929208512,1.9479474842928088,2.087461800548174
1,kl,0.1,1.0,1.0,0.1,0.2,4.683881703140946,0.19862111380621775,0.010537422776914532,1.548978690963375,4.444173899031606,1.500658093412242,1.590448067343052
1,mi,1e-05,1.0,1.0,0.1,0.2,4.296026752197621,0.5645135075040748,0.027497602604179952,0.371411214302325,64.27551709084506,43.85373449367964,52.46654452698446
1,mi,1.8957356524063752e-05,1.0,1.0,0.1,0.2,4.302566583780051,0.5562177474789746,0.027227156001473296,0.6156860612340249,45.22540448231934,32.95636755667226,38.021981946835744
1,mi,3.5938136638046256e-05,1.0,1.0,0.1,0.2,4.3144970932611475,0.5425129476861872,0.02674378728470432,0.8924099067316731,34.18581363745371,25.795201091081115,29.13967479120339
1,mi,6.812920690579608e-05,1.0,1.0,0.1,0.2,4.335114882664592,0.5216934269255631,0.025875912005724637,1.1219526729336735,27.022101744575526,20.46784317739972,22.931079839747582
1,mi,0.0001291549665014884,1.0,1.0,0.1,0.2,4.363501393491911,0.4946920087571093,0.024630886315390954,1.301668903963966,21.73353845984144,16.238101529378856,18.131831287666696
1,mi,0.00024484367468222265,1.0,1.0,0.1,0.2,4.39640214067385,0.4636017321459454,0.023156593041782008,1.4719100592142005,17.527092687890747,12.83289718900283,14.279646253145666
1,mi,0.0004641588833612782,1.0,1.0,0.1,0.2,4.431725618118222,0.42985418730788244,0.021551743486760845,1.6491514590618475,14.116231328516315,10.092092941172703,11.175013151633552
1,mi,0.0008799225435691075,1.0,1.0,0.1,0.2,4.46759379008048,0.39517528989408707,0.019909337349907612,1.8400232465743025,11.341117215444433,7.891171779520175,8.682509371952648
1,mi,0.0016681005372000592,1.0,1.0,0.1,0.2,4.50149483517217,0.36206240486641494,0.018356513209978116,2.059789754645053,9.075257834471781,6.1316810840124445,6.695738241312589
1,mi,0.0031622776601683794,1.0,1.0,0.1,0.2,4.531242718986611,0.33267611925803847,0.01699750243773641,2.336956971893833,7.218216190353054,4.7365136611393615,5.12868846824866
1,mi,0.005994842503189409,1.0,1.0,0.1,0.2,4.555676769737369,0.30821567877011563,0.01588512455392245,2.7158977733296674,5.694795778674224,3.6446760008026016,3.9101519515960703
1,mi,0.011364636663857255,1.0,1.0,0.1,0.2,4.574422942136497,0.28923826965673916,0.01504410538078713,3.26875695253301,4.451283005787483,2.8072328711490666,2.981802878147786
1,mi,0.021544346900318846,1.0,1.0,0.1,0.2,4.587886163910023,0.27560416081866107,0.014470073034949486,4.118282261771648,3.4515887518503825,2.184361243805992,2.2958652465058775
1,mi,0.04084238652674522,1.0,1.0,0.1,0.2,4.597099626660487,0.26649831125736917,0.01412216960617464,5.483232420131642,2.6707978168325623,1.7410069476370573,1.81027148145954
1,mi,0.07742636826811278,1.0,1.0,0.1,0.2,4.603276827198858,0.26078834904935694,0.013935278436505839,7.776074142630425,2.086543053469812,1.4425680559689305,1.4843920670431585
1,mi,0.14677992676220705,1.0,1.0,0.1,0.2,4.607481873120202,0.2573343400767179,0.013840990706290576,11.797354215686456,1.672669671085471,1.2536965329942495,1.2781900458500999
1,mi,0.2782559402207126,1.0,1.0,0.1,0.2,4.610411588180511,0.255241823375615,0.01378942448759654,19.102300115239082,1.3973876067115152,1.140905954009037,1.1548166996903995
1,mi,0.527499706370262,1.0,1.0,0.1,0.2,4.612414278955421,0.25396292204853765,0.013756791961753268,32.67950991117762,1.2256914769389529,1.0765986785271509,1.0842944753209987
1,mi,1.0,1.0,1.0,0.1,0.2,4.613702474730032,0.2531941422464911,0.013735303843970852,58.2171920126793,1.124509403695238,1.0410922352888405,1.0452691056987378
1,surprisal,0.0031622776601683794,1.0,1.0,0.1,0.2,4.633299168302975,0.2403372866039159,0.012848416070864533,-0.019955946885117835,103.6392263718954,328.264945997478,326.281197026201
