metric,setting,world_EIGs,V_prior,alpha_prior,beta_prior,sd_epsilon,sigma_true,eps_fixed,r2_21_reeval,rmse21_cv_reeval,b21_reeval,r2_21_grid,rmse21_cv_grid,r2_mc_sd,r2_mc_lo,r2_mc_hi,hab,dis,rollouts,pairs,seed,window,bg_1,bg_2,bg_3,bg_4,bg_5,bg_6,bg_7,bg_8,bg_9,bg_10,bg_11,dev_1,dev_2,dev_3,dev_4,dev_5,dev_6,dev_7,dev_8,dev_9,dev_10
mi,0,0.01,3.0,1.0,0.1,,0.1,0.0001,,,,0.009993656995474,359.9823078698746,,,,1.0,1.0,4,1180,7000000,exemplar_mean,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mi,0,0.0001,3.0,1.0,0.1,,0.1,0.0001,0.03905701238467135,364.1137741108456,232875.38855755233,0.0060106281354848,379.930911417693,0.04966353546492237,4.1509919830902214e-05,0.1797096552402739,1.0002117746717494,1.0000211729832735,4,1180,7000001,exemplar_mean,1.0004237288135593,1.0002118644067797,1.000635593220339,1.0,1.000635593220339,1.0008474576271187,1.000635593220339,1.0004237288135593,1.0004237288135593,1.0004237288135593,1.000635593220339,1.0002118644067797,1.0002118644067797,1.0002118644067797,1.000635593220339,1.000635593220339,1.0010593220338984,1.0004237288135593,1.0010593220338984,1.0010593220338984,1.0010593220338984
