setting,metric,world_EIGs,V_prior,alpha_prior,beta_prior,eps_fixed,r2_21,rmse21_full,rmse21_cv,b21,bg1,bg2,bg11,dev
0,surprisal_b,0.01,1.0,0.1,0.1,0.1,0.2369676720888158,318.0428802423884,355.8038396199583,274.8266379481634,75.75847374855063,75.30517307150045,73.28952008685248,74.42925882489075
0,surprisal_b,0.0273841963426436,1.0,0.1,0.1,0.1,0.238037272028424,317.8198897279671,355.888844098785,119.00551395702298,69.09600411579339,68.0116581441964,63.37202743157339,65.96898678715671
0,surprisal_b,0.0749894209332455,1.0,0.1,0.1,0.1,0.24064589539209266,317.27538592818377,356.08113334286884,67.59518131412918,54.61565466981477,52.53578763464833,44.43784577939575,48.856599820255596
0,surprisal_b,0.2053525026457146,1.0,0.1,0.1,0.1,0.24554120416306557,316.2510467877248,356.3865626482412,69.01165379605511,32.23436200402867,29.83866104582354,22.05688860721399,26.09439838064096
0,surprisal_b,0.5623413251903491,1.0,0.1,0.1,0.1,0.2484989625246347,315.63052731226526,356.85833614554656,147.2052708701937,13.82629050639383,12.54871826211413,8.97019913584019,10.751881735480822
0,surprisal_b,1.539926526059492,1.0,0.1,0.1,0.1,0.24513764008717964,316.33561767452767,358.3536203333473,391.488604590134,5.769658233614781,5.279185839107957,3.952706066055631,4.601186998256557
0,surprisal_b,4.216965034285822,1.0,0.1,0.1,0.1,0.2396271531801612,317.4881414076896,360.76382489170913,1018.938365684141,2.791808380921576,2.598497674310589,2.099900761190967,2.337120415182406
0,surprisal_b,11.547819846894582,1.0,0.1,0.1,0.1,0.23476399173370863,318.5018120050232,363.19065386094263,2605.531709266409,1.6783082788841508,1.5996884108631095,1.4092572815200748,1.4971577344367781
0,surprisal_b,31.6227766016838,1.0,0.1,0.1,0.1,0.23215681632409826,319.0439218876853,364.7670485079662,6747.4350612007765,1.2550659443480103,1.2235765510568,1.151268649291745,1.1839131880294445
0,surprisal,0.01,1.0,0.1,0.1,0.1,0.24223982841810265,364.09457553176964,576.6621816339249,-15.430121664172304,25.32286809323485,76.78825258371035,80.0,79.73389609691212
0,surprisal,0.0273841963426436,1.0,0.1,0.1,0.1,0.24377498525082658,364.09457553176964,466.72509806568513,-12.23828473004221,11.051011873467312,71.90176531531456,80.0,79.31978493633059
0,surprisal,0.0749894209332455,1.0,0.1,0.1,0.1,0.23834024059576184,364.09457553176964,411.12081116354926,-10.877587688766246,5.285940931952114,61.58927497316404,80.0,78.4113975094048
0,surprisal,0.2053525026457146,1.0,0.1,0.1,0.1,0.24204594377263247,364.09457553176964,360.47983801774353,-9.703439103836022,3.041092639771636,44.8683869058641,80.0,75.52500145559733
0,surprisal,0.5623413251903491,1.0,0.1,0.1,0.1,0.09884469803240901,364.09457553176964,360.26577905524965,-3.4412085458331676,2.073204102134293,1.3216414136689674,80.0,62.91955778942717
0,surprisal,1.539926526059492,1.0,0.1,0.1,0.1,0.07909608496834077,364.09457553176964,360.26577905524965,-3.017349319730453,1.563471578970035,1.1522005763923742,80.0,24.717623903873356
0,surprisal,4.216965034285822,1.0,0.1,0.1,0.1,0.24673935305003805,315.9998293590567,367.74544142625774,3092.4871503741256,1.2645957002821449,1.063359972029441,1.0,1.0074150034080671
