metric,setting,world_EIGs,V_prior,alpha_prior,beta_prior,sd_epsilon,sigma_true,eps_fixed,r2_21_reeval,rmse21_cv_reeval,b21_reeval,r2_21_grid,rmse21_cv_grid,r2_mc_sd,r2_mc_lo,r2_mc_hi,hab,dis,rollouts,pairs,seed,window,bg_1,bg_2,bg_3,bg_4,bg_5,bg_6,bg_7,bg_8,bg_9,bg_10,bg_11,dev_1,dev_2,dev_3,dev_4,dev_5,dev_6,dev_7,dev_8,dev_9,dev_10
mi_concept,0,3.1622776601683795e-05,3.0,1.0,0.003,0.5,0.1,,0.7740609102639823,168.81951011378814,51.61545379617498,0.8434217195421533,153.14533294433426,0.006671774971061579,0.7600800882884244,0.7861087967475703,0.5905873834736175,1.406000551690318,4,1180,7000000,exemplar_mean,58.52224576271186,50.37415254237288,45.53347457627119,43.023093220338986,40.56271186440678,38.90338983050847,38.014406779661016,36.71800847457627,36.28580508474576,35.514406779661016,34.5625,52.06673728813559,49.028177966101694,48.498728813559325,48.186228813559325,47.751271186440675,48.21631355932203,48.2228813559322,48.28771186440678,47.88114406779661,47.80974576271186
mi_concept,2,3.1622776601683795e-05,3.0,1.0,0.003,1.0,0.1,,0.7721460992914553,172.4842611541262,51.73105333878421,0.8095000775848812,160.8208123523134,0.006910712078975568,0.7573199690013321,0.7847176891567433,0.5937759622117175,1.4029816275531715,4,1180,7000001,exemplar_mean,58.398516949152544,49.75699152542373,45.74279661016949,43.11652542372882,40.9021186440678,38.934322033898304,38.36122881355932,36.664618644067794,35.865042372881355,35.42817796610169,34.67563559322034,51.84597457627119,49.59555084745763,48.95127118644068,48.6353813559322,48.19470338983051,47.96588983050847,47.63813559322034,47.3864406779661,48.025635593220336,48.25381355932203
mi_concept,10,0.0001,3.0,1.0,0.03,1.0,0.1,,0.870752656711207,126.56705641546232,250.3155697526611,0.7788569726754184,166.62474340093783,0.009321164803757831,0.8495239380434676,0.8855446536997503,0.7695859889554494,1.2045376617630792,4,1180,7000002,exemplar_mean,19.91165254237288,18.031991525423727,17.238559322033897,16.777966101694915,16.385169491525424,16.086016949152544,15.984110169491526,15.64364406779661,15.53792372881356,15.272669491525424,15.323728813559322,18.512923728813558,18.30148305084746,18.33792372881356,18.15635593220339,18.348093220338985,18.44978813559322,18.431355932203388,18.589406779661015,18.673728813559322,18.779025423728815
mi_concept,4,0.0001,3.0,1.0,0.01,0.5,0.1,,0.8155092365789267,151.72104357225584,122.2881442153486,0.8085477123879234,166.83346419183843,0.008012016628934873,0.7985330967700266,0.8302384884241024,0.6526767913685939,1.3345765110167778,4,1180,7000003,exemplar_mean,28.90508474576271,25.30720338983051,23.497669491525425,22.182627118644067,21.54491525423729,20.8614406779661,20.358686440677968,19.926694915254238,19.75042372881356,19.132203389830508,18.865677966101696,26.25127118644068,25.20084745762712,25.007415254237287,25.19385593220339,24.68050847457627,25.00127118644068,25.08262711864407,24.98813559322034,25.158686440677965,25.21228813559322
mi_concept,0,0.0003162277660168,3.0,1.0,0.003,0.5,0.1,,0.6848727967804847,204.64552173204808,95.1520828998202,0.7951315181204152,167.8380514145697,0.007602778594863557,0.6685978974775167,0.6982113621424407,0.5199357520786092,1.472187897510449,4,1180,7000004,exemplar_mean,26.908474576271185,22.109322033898305,19.666313559322035,18.305084745762713,17.296822033898305,16.347033898305085,15.602330508474576,15.221610169491525,14.662711864406779,14.613983050847457,13.990677966101694,23.221822033898306,21.935805084745763,20.942372881355933,20.872245762711863,20.30677966101695,20.35720338983051,19.722881355932202,19.617584745762713,19.569915254237287,19.422457627118643
mi_concept,6,3.1622776601683795e-05,3.0,1.0,0.01,1.0,0.1,,0.8542910416469767,134.9559388564001,86.05433348701514,0.7877353249547973,172.51462769968632,0.00714282832713391,0.8384894767101015,0.8668425081885524,0.6895659557464663,1.3154522012487504,4,1180,7000005,exemplar_mean,42.41737288135593,37.78326271186441,35.040889830508476,33.64915254237288,32.284745762711864,31.71779661016949,30.709110169491524,30.704025423728815,30.103813559322035,29.529449152542373,29.24957627118644,38.99406779661017,38.0603813559322,38.220338983050844,37.8228813559322,38.24766949152542,38.57796610169491,38.21694915254237,38.65699152542373,38.75466101694915,39.21228813559322
mi_concept,9,0.0001,3.0,1.0,0.03,0.5,0.2,,0.6428506894371715,231.19135600089325,155.34928670012974,0.7329881245437215,182.9196957766066,0.015086241955966695,0.6096448830844967,0.6704176304006344,0.7491306765523633,1.2157147240174588,4,1180,7000006,exemplar_mean,28.57521186440678,26.414406779661018,25.75656779661017,24.984110169491526,23.909322033898306,23.459533898305086,23.111016949152543,22.72966101694915,22.308686440677967,21.685381355932204,21.40656779661017,27.223305084745764,26.970338983050848,26.491525423728813,26.27987288135593,25.872245762711863,26.21758474576271,25.279449152542373,25.427754237288134,25.050847457627118,25.429872881355934
mi_concept,6,0.0001,3.0,1.0,0.01,1.0,0.1,,0.8415524296069319,142.70142397787896,126.38097875655525,0.7229682129782149,187.30825311917084,0.007724099937361597,0.82417487258199,0.8542992925958466,0.6609330129520015,1.3171292396364442,4,1180,7000007,exemplar_mean,28.920338983050847,24.95614406779661,23.35487288135593,22.163771186440677,21.620550847457626,20.927966101694917,20.42415254237288,19.90762711864407,19.570127118644066,19.390042372881357,19.114406779661017,25.96334745762712,25.57436440677966,25.189830508474575,24.93877118644068,24.784110169491527,24.871822033898304,24.894915254237286,24.950423728813558,25.447457627118645,25.146398305084745
mi_concept,16,3.1622776601683795e-05,3.0,10.0,0.01,0.5,0.1,,0.5493155046239965,260.66125530520645,38.18120335559229,0.729845176978909,188.04634072653155,0.007470052436774722,0.5336441737222306,0.5635141993622926,0.5741714456961492,1.4328839515545484,4,1180,7000008,exemplar_mean,62.21271186440678,56.56694915254237,51.57648305084746,48.15572033898305,44.67881355932203,42.19131355932203,40.5239406779661,39.44173728813559,38.197457627118645,36.89279661016949,35.72076271186441,58.501483050847455,55.4114406779661,53.133050847457625,51.88220338983051,50.340254237288136,49.59343220338983,49.1656779661017,48.367161016949154,48.13177966101695,47.31059322033898
mi_concept,8,0.0001,3.0,1.0,0.03,0.5,0.1,,0.8439075258738978,140.71297466469858,252.9099954080491,0.768483090291286,189.26634377453948,0.010933302871080425,0.8192807852852658,0.8617091932251625,0.7663751944638164,1.211803163936721,4,1180,7000009,exemplar_mean,19.746822033898304,18.029449152542373,17.296186440677968,16.81906779661017,16.421610169491526,15.966737288135594,16.014618644067795,15.630720338983052,15.537076271186441,15.279872881355931,15.133474576271187,18.533898305084747,18.029025423728815,18.10021186440678,18.234957627118643,18.01228813559322,18.340677966101694,18.570974576271187,18.465466101694915,18.421186440677968,18.679237288135592
mi_concept,2,0.0001,3.0,1.0,0.003,1.0,0.1,,0.7604524757924676,174.70125176597932,68.14828928710412,0.7550915322246311,190.4319013456188,0.006890868839023637,0.7462515662488252,0.7729443671026931,0.5389606344987958,1.4726216846119768,4,1180,7000010,exemplar_mean,40.81694915254237,33.614830508474576,30.2875,28.24576271186441,26.86843220338983,25.55593220338983,24.614406779661017,24.09406779661017,23.51822033898305,22.571822033898304,21.99872881355932,35.04216101694915,33.599364406779664,32.58940677966102,32.1896186440678,32.110381355932205,31.91737288135593,31.765677966101695,31.69872881355932,31.45084745762712,31.594491525423727
mi_concept,4,3.1622776601683795e-05,3.0,1.0,0.01,0.5,0.1,,0.8596695498056056,131.35572575045833,83.87022691676805,0.7412471841126111,195.8433257054592,0.006950635743526318,0.8435812475094764,0.8709930121313142,0.6801512493433638,1.3255338992313015,4,1180,7000011,exemplar_mean,42.751271186440675,37.664618644067794,35.103601694915255,33.516525423728815,32.42690677966102,31.846398305084747,30.747669491525425,30.34364406779661,29.653177966101694,29.42436440677966,29.077330508474578,39.04851694915254,37.956567796610166,37.9271186440678,38.103601694915255,38.06483050847458,38.5728813559322,38.59088983050847,38.86292372881356,39.130508474576274,39.17203389830509
