setting,metric,world_EIGs,V_prior,alpha_prior,beta_prior,sd_epsilon,sigma_true,pooled_rmse,pooled_r2,pooled_r,within_r2,within_b,pred_bg1,pred_bg10,pred_dev10
0,eig_code,1e-07,1.0,1.0,0.1,0.5,0.1,4.916426000913628,0.04494506714723694,0.21200251684175106,0.0020823653050831763,4.756153571693343,499.75681386946104,499.3508638843191,499.46952607353586
0,eig_code,2.1544346900318822e-07,1.0,1.0,0.1,0.5,0.1,4.918611310985035,0.04329368041119475,0.20807133490991678,0.0020012629956477797,2.193338896885201,499.4764044304712,498.6204356778042,498.86214837070173
0,eig_code,4.641588833612782e-07,1.0,1.0,0.1,0.5,0.1,4.923043594954271,0.039949643578392674,0.19987406929962845,0.0018381061228431664,1.003149962481845,498.8734894995089,497.110457046555,497.5713318765738
0,eig_code,1e-06,1.0,1.0,0.1,0.5,0.1,4.92740531399852,0.033648514809461426,0.18343531505536612,0.0015345047179784624,0.44970813948273897,497.5801240121866,494.11173697392843,494.86814789782534
0,eig_code,2.1544346900318822e-06,1.0,1.0,0.1,0.5,0.1,4.928591456422394,0.023443081051756,0.15311133547767128,0.0010530054075274305,0.1918067854958427,494.8191789228725,488.52889831409055,489.36582653439376
0,eig_code,4.641588833612773e-06,1.0,1.0,0.1,0.5,0.1,4.927755702224459,0.011053065213523177,0.1051335589311195,0.000484515559387221,0.07205044784518531,488.98598864793786,478.8885608379219,478.703061470597
0,eig_code,9.999999999999999e-06,1.0,1.0,0.1,0.5,0.1,4.9212677873100485,0.0017326599601233852,0.04162523225308641,7.076706418167496e-05,0.016824718461236073,476.9214359101664,463.06563852376036,459.45510314966583
0,eig_code,2.154434690031882e-05,1.0,1.0,0.1,0.5,0.1,4.905128968901382,0.0014474852596847913,-0.03804583104211014,6.93073842197277e-05,-0.011530599088990984,452.9925272195864,437.70705152319255,427.4169394535451
0,eig_code,4.641588833612773e-05,1.0,1.0,0.1,0.5,0.1,4.8731844173568355,0.021309490081839175,-0.1459777040572949,0.0009355551191599234,-0.03396218674348487,409.0227968101478,398.01611174919844,378.025207116463
0,eig_code,9.999999999999999e-05,1.0,1.0,0.1,0.5,0.1,4.859611978412433,0.08721978319936413,-0.29532995648827115,0.0038447841371741375,-0.06372992879829958,337.84848068239523,338.88594686969435,308.11261393603803
0,eig_code,0.00021544346900318823,1.0,1.0,0.1,0.5,0.1,4.859611978412433,0.20472277221911875,-0.4524630064647482,0.00932996631654077,-0.10342100913289044,243.19391996760234,259.0620563193682,221.56470675552885
0,eig_code,0.00046415888336127773,1.0,1.0,0.1,0.5,0.1,4.859611978412433,0.2793928303493323,-0.528576229459226,0.012836494052815058,-0.1510850765428667,148.7157960818519,168.37244070031923,135.20568286021825
0,eig_code,0.001,1.0,1.0,0.1,0.5,0.1,4.859611978412433,0.18244439956335232,-0.4271351069197571,0.0074260106721630225,-0.1882700754706362,82.52416037970228,90.85212368404358,71.33765218957251
0,eig_code,0.002154434690031882,1.0,1.0,0.1,0.5,0.1,4.860631484116139,0.0018678793798834366,-0.04321897013908865,4.551068427079903e-05,0.022173722191278854,47.57372459947221,44.23608688479809,36.13985721420312
0,eig_code,0.004641588833612772,1.0,1.0,0.1,0.5,0.1,4.790960697393322,0.07026104854543931,0.2650680073970439,0.005249708560260688,0.26318153637118213,30.34105497283626,22.080710044070585,19.205219256057507
0,eig_code,0.01,1.0,1.0,0.1,0.5,0.1,4.722463772517765,0.1460298809766404,0.38213856253542433,0.009064048973532636,0.3729811100686355,21.06663878365439,11.783342001777484,10.783376474748879
0,eig_code,0.021544346900318822,1.0,1.0,0.1,0.5,0.1,4.700954530064091,0.1772371451480106,0.42099542176609306,0.010375219812101396,0.4548427981803987,15.308754892580382,6.623363870501293,6.291950474604612
0,eig_code,0.046415888336127725,1.0,1.0,0.1,0.5,0.1,4.703802855816189,0.18337269232206105,0.42822037821904396,0.0104350439698142,0.5536388527865044,11.326216530079208,3.9163460356165873,3.8302101408941716
0,eig_code,0.09999999999999999,1.0,1.0,0.1,0.5,0.1,4.716827561697826,0.17609266253127656,0.4196339625569844,0.00987272230450026,0.6944101288190285,8.400889898475725,2.490705600917367,2.48601370632898
0,kl,1e-07,1.0,1.0,0.1,0.5,0.1,4.466255718270425,0.41105406236062325,0.641134979829227,0.02142903021098853,1.2510793969558465,498.57670675960753,494.13405834214365,496.35400079182295
0,kl,2.1544346900318822e-07,1.0,1.0,0.1,0.5,0.1,4.487407126732833,0.3911493614096804,0.6254193484452495,0.020340385654998884,0.6221972312706813,496.9609430284013,488.3724661542669,492.44924762829856
0,kl,4.641588833612782e-07,1.0,1.0,0.1,0.5,0.1,4.5239743224888445,0.35624423073096495,0.5968619863343325,0.018474972268795346,0.3259707245326162,493.5733982548957,478.20391250691597,484.85746640708754
0,kl,1e-06,1.0,1.0,0.1,0.5,0.1,4.573620556509075,0.3072293444249342,0.5542827296830871,0.015965246982922336,0.1833526671508957,486.66221742976495,461.55594414133503,470.9553405598029
0,kl,2.1544346900318822e-06,1.0,1.0,0.1,0.5,0.1,4.619568963562509,0.25819666138509956,0.5081305554531232,0.013674131105024408,0.11332126609695854,473.2123442282293,435.74367243670207,447.2051807693351
0,kl,4.641588833612773e-06,1.0,1.0,0.1,0.5,0.1,4.647238313162889,0.22349623644885708,0.4727538857046625,0.012377446300429728,0.07863252423358216,448.7823789859779,397.6670110672008,409.716030106837
0,kl,9.999999999999999e-06,1.0,1.0,0.1,0.5,0.1,4.663287728948967,0.2011638203053494,0.4485128987056553,0.011826525777644224,0.060774519879731224,408.0508455721233,344.56903729952575,355.4824672587549
0,kl,2.154434690031882e-05,1.0,1.0,0.1,0.5,0.1,4.680655108983366,0.18160179628871617,0.4261476226482041,0.011316453029050523,0.051724896746527506,346.933703162219,276.26168235123686,284.59879700856874
0,kl,4.641588833612773e-05,1.0,1.0,0.1,0.5,0.1,4.697359777224591,0.16492290203463245,0.4061070081082478,0.010733539113382795,0.049713014101264136,267.78381834106284,198.14773835395843,203.1658863071251
0,kl,9.999999999999999e-05,1.0,1.0,0.1,0.5,0.1,4.703085500378138,0.15995337438667295,0.3999417137367306,0.010572833597828945,0.056316418818719106,184.34312133919516,123.0794252776683,125.7474933889457
0,kl,0.00021544346900318823,1.0,1.0,0.1,0.5,0.1,4.697069165228591,0.1660427182088407,0.4074833962370009,0.010816009713652765,0.07569368187401783,114.2593931402427,66.5301856163912,67.44269762679973
0,kl,0.00046415888336127773,1.0,1.0,0.1,0.5,0.1,4.681864628305696,0.17937690456040536,0.42352910709938857,0.011212383714156334,0.11848635251348531,65.44413047133362,32.76232661409045,32.60589632257195
0,kl,0.001,1.0,1.0,0.1,0.5,0.1,4.659991324070702,0.20439131164341198,0.4520965733595113,0.012002436163534407,0.20622296269969878,36.59043763333536,15.959412389692284,16.167180508401316
0,kl,0.002154434690031882,1.0,1.0,0.1,0.5,0.1,4.647478248119116,0.2251467762993502,0.4744963396058501,0.012676464688372755,0.33174668451592837,22.52988801132972,8.877999436437186,9.380798060284397
0,kl,0.004641588833612772,1.0,1.0,0.1,0.5,0.1,4.654902044950555,0.22467218816833773,0.47399597906347024,0.01240906948378831,0.44211025767453954,15.946024966283728,5.650936859343038,6.045736939564885
0,kl,0.01,1.0,1.0,0.1,0.5,0.1,4.668502378645779,0.21611977623389442,0.4648868423970444,0.011744400424875907,0.5619164852002905,11.839214391964871,3.8024351593742893,4.101901314834213
0,kl,0.021544346900318822,1.0,1.0,0.1,0.5,0.1,4.67859460688226,0.20774709470130903,0.45579281993171966,0.0111215855478818,0.7357969369952789,8.780743400184077,2.6660491808433044,2.911066866281472
0,kl,0.046415888336127725,1.0,1.0,0.1,0.5,0.1,4.683468980875507,0.20237380249650302,0.44985975869875605,0.010699101339442667,1.01687260993429,6.394004954923801,1.9571873295270448,2.1575228122931276
0,kl,0.09999999999999999,1.0,1.0,0.1,0.5,0.1,4.683281299558254,0.20155626292949919,0.44895017867186465,0.010551717121865544,1.52158011149565,4.51346971575893,1.5219734806489154,1.675089551039948
0,mi,9.999999999999999e-06,1.0,1.0,0.1,0.5,0.1,4.79811541899257,0.09680714681613904,0.31113846887863134,0.0053400099905407195,0.07123306699801657,471.6491630684434,435.81731577903423,434.0337747864922
