setting,metric,world_EIGs,V_prior,alpha_prior,beta_prior,eps_fixed,sd_epsilon,infer_eps,sigma_true,window,r2_21,rmse21_full,rmse21_cv,b21,bg1,bg2,bg11,dev
0,mi_concept,3.1622776601683795e-05,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.8434217195421533,144.0721271351073,153.14533294433426,47.4049560395348,58.375,47.395833333333336,32.760416666666664,49.96875
0,mi_concept,0.0001,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.7137354344306471,194.8040606304155,202.88781115003408,64.45542316187698,40.04166666666666,33.114583333333336,21.46875,32.278125
0,mi_concept,0.0003162277660168,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.7951315181204152,164.79794174921867,167.8380514145697,107.93377412585657,27.229166666666668,20.572916666666668,13.989583333333334,20.858333333333334
0,mi_concept,0.001,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.644463847167349,217.09813518522316,226.65050575421816,145.43333684788777,16.15625,13.885416666666666,8.395833333333334,13.234375
0,mi_concept,0.0031622776601683,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.39539091607616333,283.1076094416615,306.6103030381725,178.9039940903189,9.96875,8.854166666666666,5.927083333333333,7.6604166666666655
0,mi_concept,0.01,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.07274397912405893,350.6017178055565,358.1498290504725,125.62833951671277,4.229166666666667,5.979166666666667,2.802083333333333,4.6083333333333325
0,mi_concept,0.0316227766016837,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.004128523696579531,364.09457553176964,363.86341343639975,-64.59362227522296,2.0416666666666665,2.895833333333333,2.364583333333333,2.792708333333333
0,mi_concept,0.1,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.16668279404908312,364.09457553176964,362.6768025986347,-692.2759341218908,1.1145833333333333,1.5625,1.6145833333333333,1.7833333333333332
0,mi_concept,0.3162277660168379,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.21183969086155008,364.09457553176964,360.26577905524965,-1469.555212640243,1.0520833333333333,1.1041666666666667,1.3229166666666667,1.2760416666666667
0,mi_concept,1.0,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.09832122265946255,364.09457553176964,360.26577905524965,-1658.441780641432,1.03125,1.03125,1.1875,1.1135416666666669
0,mi_concept,3.1622776601683795,3.0,1.0,0.003,,0.5,True,0.1,exemplar_mean,0.12737118741221598,364.09457553176964,360.26577905524965,-4144.074891894303,1.0208333333333333,1.03125,1.1458333333333333,1.0416666666666665
1,mi_concept,3.1622776601683795e-05,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.5313447003716911,249.2533332805334,269.22976223938184,37.94291758969933,68.53125,65.41666666666667,45.32291666666666,59.584375
1,mi_concept,0.0001,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.5122346405714108,254.28438125879157,268.6137543698972,38.68975080394221,50.10416666666666,45.65625,26.666666666666668,41.998958333333334
1,mi_concept,0.0003162277660168,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.6297477015885315,221.54558013711596,234.88841697275754,74.82413807337647,31.979166666666668,26.14583333333333,17.84375,24.98333333333333
1,mi_concept,0.001,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.3075363715459886,302.97911464946674,324.1885923143033,93.57239082444215,16.302083333333332,16.302083333333332,12.020833333333334,14.090625
1,mi_concept,0.0031622776601683,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.134800218568427,338.66663230731615,360.27146524546606,138.32874835261126,8.166666666666666,9.1875,6.729166666666667,7.526041666666666
1,mi_concept,0.01,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.010211551432276433,362.23082012213547,375.19168731774914,74.52896924507752,3.25,4.572916666666667,3.395833333333333,4.314583333333333
1,mi_concept,0.0316227766016837,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.269189969733158,364.09457553176964,360.26577905524965,-868.038748095258,1.5,1.90625,2.083333333333333,2.1885416666666666
1,mi_concept,0.1,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.09445782833494329,364.09457553176964,360.26577905524965,-582.9270377601595,1.1458333333333333,1.21875,1.5208333333333333,1.5822916666666669
1,mi_concept,0.3162277660168379,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.1942583092427615,364.09457553176964,360.26577905524965,-1926.7092878817311,1.0729166666666667,1.15625,1.3333333333333333,1.1791666666666667
1,mi_concept,1.0,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.030066353251061946,358.57930506971076,378.0025908905026,1896.0488422130832,1.0,1.0,1.03125,1.071875
1,mi_concept,3.1622776601683795,3.0,1.0,0.003,,0.5,True,0.2,exemplar_mean,0.3278023539736023,364.09457553176964,360.26577905524965,-9369.076438450911,1.0,1.0104166666666667,1.0520833333333333,1.0125
2,mi_concept,3.1622776601683795e-05,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.8095000775848812,158.91379906084958,160.8208123523134,48.974367187082734,57.53125,48.96875,38.15625,49.484374999999986
2,mi_concept,0.0001,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.7550915322246311,180.18395246724697,190.4319013456188,72.72281514360085,37.875,33.302083333333336,22.010416666666668,33.047916666666666
2,mi_concept,0.0003162277660168,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.6837822391502728,204.74218709134436,209.04118372298268,89.46468349070521,26.92708333333333,20.08333333333333,13.0,20.91041666666667
2,mi_concept,0.001,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.548201140032225,244.72975419615722,248.5025736055793,123.41570677363775,15.59375,13.802083333333334,8.791666666666666,13.289583333333335
2,mi_concept,0.0031622776601683,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.30170404141943136,304.2523721190633,321.80005796648413,163.60824027176648,8.052083333333334,9.4375,5.78125,7.9052083333333325
2,mi_concept,0.01,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.03889410756782038,356.943788305336,358.02312523020635,100.14464710041693,3.40625,5.333333333333333,3.34375,4.709375
2,mi_concept,0.0316227766016837,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.016060260846403447,364.09457553176964,372.2129915638517,-103.2614875866115,1.6458333333333333,2.25,2.364583333333333,2.8114583333333334
2,mi_concept,0.1,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.11934917614642525,364.09457553176964,360.26577905524965,-587.7747522415563,1.1770833333333333,1.46875,1.6666666666666667,1.73125
2,mi_concept,0.3162277660168379,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.2797977370087244,364.09457553176964,360.26577905524965,-1567.77332818691,1.0,1.1145833333333333,1.5,1.2729166666666667
2,mi_concept,1.0,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.0445328789813291,364.09457553176964,365.8940976533807,-1129.0475641381433,1.03125,1.0416666666666667,1.1354166666666667,1.1114583333333334
2,mi_concept,3.1622776601683795,3.0,1.0,0.003,,1.0,True,0.1,exemplar_mean,0.005639716134722896,364.09457553176964,362.35833386815676,-919.4843093466909,1.0104166666666667,1.0,1.09375,1.0395833333333333
3,mi_concept,3.1622776601683795e-05,3.0,1.0,0.003,,1.0,True,0.2,exemplar_mean,0.47857474053348537,262.91189871515456,281.24026818999835,38.54930070759814,67.75,65.38541666666667,44.520833333333336,59.061458333333334
3,mi_concept,0.0001,3.0,1.0,0.003,,1.0,True,0.2,exemplar_mean,0.5920707125612115,232.5448104158522,246.45303409540182,39.858688201012804,53.51041666666666,44.65625,28.03125,42.365625
3,mi_concept,0.0003162277660168,3.0,1.0,0.003,,1.0,True,0.2,exemplar_mean,0.5009128938370191,257.2186080403065,266.5875361980913,58.78916178986482,31.14583333333333,29.260416666666668,17.09375,25.08958333333333
