subject,experiment,trial_type,trial_number,fam_duration,block_num,LT,eig_code__pooled,eig_code__within,eig_within__pooled,eig_within__within,kl__pooled,kl__within,mi__pooled,mi__within,surprisal_b__pooled,surprisal_b__within,grid__paper122,grid__bestwithin
A_25,A,background,5,4,5,4.319,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_25,A,background,9,8,1,6.041,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_25,A,deviant,9,8,2,22.639,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_26,A,background,1,0,3,15.511,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_26,A,background,5,4,2,30.547,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_26,A,deviant,9,8,5,12.618,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_26,A,background,9,8,6,4.877,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_28,A,background,1,0,2,12.747,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_28,A,background,1,0,4,11.189,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_28,A,deviant,5,4,5,25.334,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_28,A,background,5,4,6,12.372,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_28,A,deviant,9,8,1,60.0,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_28,A,background,9,8,3,2.798,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_29,A,background,1,0,5,28.013,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_29,A,background,1,0,6,5.773,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_29,A,deviant,5,4,1,3.272,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_29,A,background,5,4,3,9.261,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_29,A,background,9,8,2,2.269,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_29,A,deviant,9,8,4,27.45,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_30,A,background,1,0,1,48.657,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_30,A,background,1,0,3,48.377,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_30,A,background,5,4,2,47.078,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_30,A,deviant,5,4,4,31.028,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_30,A,deviant,9,8,5,15.853,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_30,A,background,9,8,6,9.97799999999999,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_32,A,background,1,0,3,12.281,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_32,A,background,1,0,5,9.87099999999999,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_32,A,background,5,4,1,23.212,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_32,A,deviant,5,4,2,13.093,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_32,A,deviant,9,8,6,7.77,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
B_1,B,deviant,2,1,1,27.744,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_1,B,background,4,3,3,7.81599999999999,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_1,B,deviant,10,9,2,22.253,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_1,B,background,10,9,4,4.728,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_2,B,background,2,1,2,6.604,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_2,B,background,4,3,1,3.87,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_2,B,deviant,4,3,3,3.601,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_2,B,deviant,10,9,4,10.969,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_2,B,background,10,9,5,4.113,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_3,B,background,2,1,2,53.927,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_3,B,background,4,3,1,50.484,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_3,B,deviant,4,3,3,43.855,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_3,B,deviant,10,9,4,5.551,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_3,B,background,10,9,5,4.201,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_4,B,deviant,2,1,2,22.221,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_4,B,background,2,1,4,25.22,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_4,B,deviant,4,3,1,11.591,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_4,B,background,10,9,3,11.922,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_4,B,deviant,10,9,5,12.8,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_5,B,deviant,2,1,4,5.31,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_5,B,background,2,1,5,2.869,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_5,B,background,4,3,2,3.321,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_5,B,deviant,10,9,3,11.506,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_6,B,background,2,1,3,27.319,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_6,B,deviant,2,1,5,11.683,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_6,B,deviant,4,3,2,42.102,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_6,B,background,4,3,4,7.882,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_6,B,deviant,10,9,1,53.417,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_7,B,background,2,1,2,2.14,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_7,B,deviant,2,1,4,7.916,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_7,B,deviant,4,3,5,41.859,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_7,B,background,4,3,6,8.257,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_7,B,deviant,10,9,1,12.272,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_7,B,background,10,9,3,3.78,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_8,B,background,2,1,1,18.225,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_8,B,deviant,2,1,2,27.446,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_8,B,deviant,4,3,6,4.494,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_8,B,deviant,10,9,3,3.338,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_8,B,background,10,9,5,2.373,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_9,B,deviant,2,1,1,14.037,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_9,B,background,2,1,3,8.165,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_9,B,deviant,4,3,4,6.075,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_9,B,deviant,10,9,5,12.456,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_9,B,background,10,9,6,6.984,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_10,B,deviant,2,1,3,21.231,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_10,B,background,2,1,5,2.044,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_10,B,background,4,3,1,17.711,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_10,B,deviant,4,3,2,11.123,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_10,B,background,10,9,4,2.925,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_10,B,deviant,10,9,6,4.265,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_11,B,deviant,2,1,5,14.3,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_11,B,background,2,1,6,9.46,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_11,B,deviant,4,3,1,18.586,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_11,B,background,4,3,3,16.041,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_11,B,background,10,9,2,6.692,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_11,B,deviant,10,9,4,19.502,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_12,B,deviant,2,1,5,11.758,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_12,B,background,2,1,6,11.48,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_12,B,deviant,4,3,1,2.95,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_12,B,background,4,3,3,13.718,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_13,B,background,4,3,1,2.242,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_13,B,background,10,9,4,5.086,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_15,B,background,2,1,1,55.936,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_15,B,deviant,2,1,2,9.103,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_15,B,background,4,3,4,29.703,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_15,B,deviant,4,3,6,8.972,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_15,B,deviant,10,9,3,55.252,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_15,B,background,10,9,5,51.03,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_16,B,background,2,1,1,10.783,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_16,B,deviant,2,1,2,3.323,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_16,B,background,4,3,4,2.834,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_16,B,deviant,4,3,6,8.52,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_16,B,deviant,10,9,3,8.8,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_17,B,deviant,2,1,6,5.71,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_17,B,deviant,4,3,3,18.105,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_17,B,background,4,3,5,4.014,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_17,B,background,10,9,1,10.915,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_18,B,background,2,1,4,6.087,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_18,B,background,10,9,1,6.591,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_18,B,deviant,10,9,2,6.571,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_19,B,deviant,2,1,1,33.832,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_19,B,background,2,1,3,5.225,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_19,B,background,4,3,2,7.353,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_19,B,deviant,4,3,4,2.805,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_19,B,deviant,10,9,5,15.801,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_19,B,background,10,9,6,11.905,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_20,B,deviant,2,1,3,55.363,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_20,B,background,2,1,5,15.781,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_20,B,background,4,3,1,58.923,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
B_20,B,deviant,4,3,2,45.799,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_20,B,background,10,9,4,6.682,15.512058975618965,15.512058975618965,18.601275771415125,18.601275771415125,1.997520424253527,1.997520424253527,41.69970038735255,41.69970038735255,387.2746293789011,387.69305350349265,13.3785,49.1555
B_20,B,deviant,10,9,6,5.976,17.03235296089728,17.03235296089728,20.492494477464387,20.492494477464387,2.15104418089738,2.15104418089738,45.039596167163616,45.039596167163616,390.08726750614454,390.095540924543,37.52424242424242,61.567
B_21,B,deviant,2,1,5,10.319,17.127300851255814,17.127300851255814,20.57489009979307,20.57489009979307,2.135809336387272,2.135809336387272,45.195803099616164,45.195803099616164,390.46852671712924,390.72630875165606,45.774,72.378
B_21,B,background,2,1,6,14.522,17.006987921504088,17.006987921504088,20.424478463682785,20.424478463682785,2.121831849034423,2.121831849034423,44.86599646112938,44.86599646112938,390.1521545834859,390.54640301708815,35.2765,69.3295
B_21,B,deviant,4,3,1,30.463,17.14694253722937,17.14694253722937,20.546263897386684,20.546263897386684,2.135971329711627,2.135971329711627,45.12918126425893,45.12918126425893,390.164243109521,390.3709486165845,44.9215,65.679
B_21,B,background,4,3,3,8.245,16.64911189350777,16.64911189350777,19.91789067054472,19.91789067054472,2.095010848102898,2.095010848102898,43.85733336638341,43.85733336638341,388.9773573192961,389.45257617074367,27.576020408163263,62.9335
