subject,experiment,trial_type,trial_number,fam_duration,block_num,LT,eig_code__pooled,eig_code__within,eig_within__pooled,eig_within__within,kl__pooled,kl__within,mi__pooled,mi__within,surprisal_b__pooled,surprisal_b__within,grid__paper122,grid__bestwithin
A_12,A,deviant,5,4,6,18.927,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_12,A,background,9,8,5,22.457,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_13,A,background,1,0,5,7.358,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_13,A,background,1,0,6,2.241,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_13,A,deviant,5,4,1,4.513,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_13,A,background,5,4,3,2.882,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_13,A,background,9,8,2,3.457,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_13,A,deviant,9,8,4,3.481,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_14,A,background,1,0,4,17.305,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_14,A,background,1,0,6,7.356,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_14,A,deviant,5,4,3,6.789,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_14,A,background,9,8,1,7.992,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_14,A,deviant,9,8,2,24.29,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_15,A,background,1,0,5,54.091,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_15,A,background,1,0,6,8.759,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_15,A,deviant,5,4,1,10.154,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_15,A,background,5,4,3,13.112,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_15,A,background,9,8,2,4.595,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_16,A,background,1,0,3,56.448,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_16,A,background,1,0,5,26.836,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_16,A,background,5,4,1,33.921,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_16,A,deviant,5,4,2,2.643,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_16,A,background,9,8,4,27.045,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_16,A,deviant,9,8,6,31.109,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_17,A,background,1,0,1,44.785,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_17,A,background,1,0,2,20.521,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_17,A,background,5,4,4,20.943,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_17,A,deviant,5,4,6,22.696,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_17,A,deviant,9,8,3,13.905,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_17,A,background,9,8,5,7.012,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_18,A,background,1,0,4,41.359,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_18,A,background,1,0,6,11.453,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_18,A,deviant,5,4,3,23.686,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_18,A,background,5,4,5,47.207,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_18,A,background,9,8,1,20.854,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_18,A,deviant,9,8,2,15.733,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_19,A,background,1,0,6,11.771,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_19,A,deviant,5,4,3,14.076,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_19,A,background,9,8,1,11.115,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_19,A,deviant,9,8,2,10.262,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_20,A,background,1,0,3,14.035,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_20,A,background,1,0,5,18.931,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_20,A,background,5,4,1,27.884,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_20,A,deviant,5,4,2,27.692,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_20,A,background,9,8,4,10.981,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_20,A,deviant,9,8,6,7.996,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_21,A,background,1,0,1,12.809,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_21,A,background,5,4,4,13.789,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_21,A,deviant,5,4,6,16.152,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_21,A,deviant,9,8,3,17.309,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_21,A,background,9,8,5,2.851,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_22,A,background,1,0,1,24.193,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_22,A,background,1,0,2,40.942,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_22,A,background,5,4,4,45.985,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_22,A,deviant,5,4,6,17.933,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_22,A,deviant,9,8,3,51.623,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_23,A,background,1,0,1,18.638,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_23,A,background,1,0,3,25.668,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_23,A,background,5,4,2,12.077,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_23,A,deviant,5,4,4,5.46199999999999,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_23,A,deviant,9,8,5,3.131,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_23,A,background,9,8,6,5.292,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_24,A,background,1,0,5,12.022,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_24,A,background,1,0,6,10.761,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
A_24,A,deviant,5,4,1,23.568,17.135739851934314,17.135739851934314,20.532924104197445,20.532924104197445,2.1378426086308058,2.1378426086308058,45.114674838146435,45.114674838146435,390.10634728357064,390.27298084476973,47.2535,69.2415
A_24,A,background,5,4,3,3.724,16.45287818752446,16.45287818752446,19.673687848315648,19.673687848315648,2.0819459465716337,2.0819459465716337,43.42390295070851,43.42390295070851,388.5620086672506,389.0413990039381,24.4565,60.9075
A_24,A,background,9,8,2,3.769,15.690789349267021,15.690789349267021,18.797722054306178,18.797722054306178,2.016776766792601,2.016776766792601,41.999702481007546,41.999702481007546,387.46516885060987,387.8986355448679,14.341,48.8755
A_24,A,deviant,9,8,4,16.951,17.0556983446869,17.0556983446869,20.498507278518975,20.498507278518975,2.1483984452737883,2.1483984452737883,45.05915984224952,45.05915984224952,390.07686023862357,390.10890888986415,37.0155,64.32900000000001
A_25,A,background,1,0,6,9.27099999999999,17.124596931271956,17.124596931271956,20.665601113680783,20.665601113680783,2.1452735461499666,2.1452735461499666,45.46813095276162,45.46813095276162,391.02891902926314,391.2984563527694,39.103,71.1495
