metric,rule,setting,world_EIGs,V_prior,alpha_prior,beta_prior,sd_epsilon,sigma_true,eps_fixed,bg_1,bg_2,bg_3,bg_4,bg_5,bg_6,bg_7,bg_8,bg_9,bg_10,bg_11,dev_1,dev_2,dev_3,dev_4,dev_5,dev_6,dev_7,dev_8,dev_9,dev_10,r2_21_reeval,rmse21_cv_reeval,b21_reeval,r2_21_grid,rmse21_cv_grid,hab,dis,r2_mc_sd,r2_mc_lo,r2_mc_hi,rollouts,pairs,seed,window,selected_from,bg_se_1,bg_se_2,bg_se_3,bg_se_4,bg_se_5,bg_se_6,bg_se_7,bg_se_8,bg_se_9,bg_se_10,bg_se_11,dev_se_1,dev_se_2,dev_se_3,dev_se_4,dev_se_5,dev_se_6,dev_se_7,dev_se_8,dev_se_9,dev_se_10,bg_se_stim_1,bg_se_stim_2,bg_se_stim_3,bg_se_stim_4,bg_se_stim_5,bg_se_stim_6,bg_se_stim_7,bg_se_stim_8,bg_se_stim_9,bg_se_stim_10,bg_se_stim_11,dev_se_stim_1,dev_se_stim_2,dev_se_stim_3,dev_se_stim_4,dev_se_stim_5,dev_se_stim_6,dev_se_stim_7,dev_se_stim_8,dev_se_stim_9,dev_se_stim_10
mi,r2,0,0.0001,3.0,1.0,0.1,,0.1,0.0001,1.0002118644067797,1.0008474576271187,1.0008474576271187,1.0004237288135593,1.000635593220339,1.000635593220339,1.0002118644067797,1.0,1.000635593220339,1.0010593220338984,1.0004237288135593,1.000635593220339,1.000635593220339,1.000635593220339,1.0,1.0002118644067797,1.000635593220339,1.0004237288135593,1.0004237288135593,1.000635593220339,1.000635593220339,0.019698555877449668,361.7787901167344,-191994.18557705052,0.0060106281354848,379.930911417693,1.0002118195297607,1.0000635324015248,0.04038954660708576,6.143450912520453e-05,0.1471356044830285,4,1180,5000000,exemplar_mean,shortlist of 2,0.000211864406779661,0.000423728813559322,0.000423728813559322,0.0002996215174519269,0.00036695991685781296,0.00036695991685781296,0.000211864406779661,0.0,0.00036695991685781296,0.00047374321557198934,0.0002996215174519269,0.00036695991685781296,0.00036695991685781296,0.00036695991685781296,0.0,0.000211864406779661,0.00036695991685781296,0.0002996215174519269,0.0002996215174519269,0.00036695991685781296,0.00036695991685781296,0.00021186440677966107,0.0004231893750038095,0.00042318937500380945,0.00029949442454379024,0.0003666485380008424,0.0003666485380008424,0.00021186440677966107,0.0,0.0003666485380008424,0.00047293889713862137,0.00029949442454379024,0.0003666485380008424,0.0003666485380008424,0.0003666485380008424,0.0,0.00021186440677966104,0.0003666485380008424,0.00029949442454379024,0.0002994944245437902,0.0003666485380008424,0.0003666485380008424
