metric,rule,setting,world_EIGs,V_prior,alpha_prior,beta_prior,sd_epsilon,sigma_true,eps_fixed,bg_1,bg_2,bg_3,bg_4,bg_5,bg_6,bg_7,bg_8,bg_9,bg_10,bg_11,dev_1,dev_2,dev_3,dev_4,dev_5,dev_6,dev_7,dev_8,dev_9,dev_10,r2_21_reeval,rmse21_cv_reeval,b21_reeval,r2_21_grid,rmse21_cv_grid,hab,dis,r2_mc_sd,r2_mc_lo,r2_mc_hi,rollouts,pairs,seed,window,selected_from,bg_se_1,bg_se_2,bg_se_3,bg_se_4,bg_se_5,bg_se_6,bg_se_7,bg_se_8,bg_se_9,bg_se_10,bg_se_11,dev_se_1,dev_se_2,dev_se_3,dev_se_4,dev_se_5,dev_se_6,dev_se_7,dev_se_8,dev_se_9,dev_se_10,bg_se_stim_1,bg_se_stim_2,bg_se_stim_3,bg_se_stim_4,bg_se_stim_5,bg_se_stim_6,bg_se_stim_7,bg_se_stim_8,bg_se_stim_9,bg_se_stim_10,bg_se_stim_11,dev_se_stim_1,dev_se_stim_2,dev_se_stim_3,dev_se_stim_4,dev_se_stim_5,dev_se_stim_6,dev_se_stim_7,dev_se_stim_8,dev_se_stim_9,dev_se_stim_10
mi_concept,r2,10,0.0001,3.0,1.0,0.03,1.0,0.1,,19.971398305084747,17.847033898305085,17.33813559322034,16.696398305084745,16.297245762711864,16.161228813559323,15.796398305084745,15.41843220338983,15.429237288135592,15.319915254237289,15.201271186440678,18.698305084745762,18.15529661016949,18.181355932203388,18.19279661016949,18.261652542372882,18.32478813559322,18.47563559322034,18.504449152542374,18.577330508474578,18.750847457627117,0.8724035565644166,127.37216684349234,245.53891953193101,0.7788569726754184,166.62474340093783,0.761152071288389,1.211230662020906,0.009536957284551917,0.8499014502471662,0.8871855136568304,4,1180,5000000,exemplar_mean,shortlist of 12,0.10946844802802594,0.10390331067839934,0.10096741310941205,0.09769078287974331,0.09617858488540078,0.09529824930198325,0.09468205879664755,0.09553894598108383,0.09285802085318771,0.09170947569682432,0.09165251951803409,0.10788621555619676,0.10799191092326649,0.10859905794427124,0.10852477210786837,0.10804870109754737,0.11184440895125264,0.10880792980932036,0.11376724103880821,0.11418194322724434,0.11438546045346995,0.11501433651556145,0.1059661458538032,0.10335705392312561,0.10062777244233143,0.09607884783507004,0.09479550337482068,0.09291053445840788,0.09578816423049144,0.09461696511623768,0.09572584353785743,0.08754894629059314,0.11520128016103255,0.11663024709317611,0.12077394154614217,0.1254457951708487,0.1262269673152286,0.12813951022297623,0.13332372906956577,0.1322038325962432,0.13492982375648283,0.14224419016289896
