setting,metric,world_EIGs,pooled_rmse,pooled_r2,pooled_r,within_r2,within_rmse,within_b,pred_sd,pred_bg1,pred_bg10,pred_dev10,V_prior,alpha_prior,beta_prior,sigma_true,sd_epsilon,infer_eps,eps_fixed
1,eig_code,1e-07,4.8216579830757205,0.08646253890532753,0.29404513072881777,0.005406575643868366,11.671379649289884,15.05876448760023,0.06019367314674346,499.75220665300986,499.59012422525933,499.56197596853616,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,2.1544346900318822e-07,4.821607326444633,0.08648511281111547,0.29408351332761834,0.005407966420630451,11.67136779982548,6.998877353792988,0.12953021929694167,499.46636044334696,499.1175782279515,499.05702240577506,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,4.641588833612782e-07,4.821498292956713,0.08653370768511216,0.2941661225993098,0.00541096034816498,11.67134228759063,3.257823345580129,0.27835533976481247,498.85130553131785,498.1017931736821,497.97173580359464,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,1e-06,4.8212638560955625,0.08663822602590099,0.2943437208875042,0.00541739969791679,11.671287403129206,1.5214106329883539,0.5964236952981472,497.5298313412471,495.9239051622255,495.64557904212955,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,2.1544346900318822e-06,4.820760952273259,0.08686258612320683,0.29472459368570997,0.0054312224312886995,11.671169530122617,0.7155056873948227,1.2699189820852204,494.6995248402331,491.28029350218725,490.68924368326253,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,4.641588833612773e-06,4.819687527743179,0.08734218518128566,0.2955371130353778,0.005460770141331651,11.67091730125377,0.3415819472362385,2.6677576038983344,488.6785858348972,481.49633500566785,480.26170940595193,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,9.999999999999999e-06,4.817421073678064,0.08835820494554936,0.29725108064656275,0.005523365181731765,11.67038182032734,0.16833750587060684,5.446206202942391,476.05486541033264,461.3949797403877,458.90452919258496,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,2.154434690031882e-05,4.812747422546389,0.09046961084009116,0.30078166639622694,0.005653436860980332,11.669264354146819,0.08862734570640424,10.473678247603894,450.39328181255627,422.20997556354246,417.53825568690854,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,4.641588833612773e-05,4.803595325332296,0.09468259358668465,0.30770536814733124,0.005912900897793818,11.667018125670664,0.0532496423345895,17.85632129133076,401.50563823853594,353.47774355097795,345.8994683254521,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,9.999999999999999e-05,4.7875607183727045,0.10241622927387536,0.3200253572357593,0.006388419416059614,11.662854850371202,0.04080519582389642,24.29430896550443,319.8840874987938,254.51902533105167,245.12178613003437,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,0.00021544346900318823,4.764996890040628,0.11454568208562599,0.33844598104516765,0.007127342910462418,11.656320319169742,0.045558972703047936,23.084656033574742,213.718544148473,151.29224860828245,143.6327577290754,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,0.00046415888336127773,4.741293113638401,0.13009457391561635,0.3606862541262369,0.008038622297925865,11.64831370508909,0.07452025993869676,15.042362055193719,120.93069140155357,79.5072851980402,75.49110480479875,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,0.001,4.716116206137235,0.14987747675586197,0.3871401254789562,0.009123669541037854,11.638827291508765,0.13501534320400188,8.859514093597397,67.5037933174528,42.27349411040535,40.583578237011615,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,0.002154434690031882,4.688917660283444,0.17313455955067272,0.41609441182341383,0.010323377560105738,11.627658219953611,0.2139083426426082,5.95504620396044,41.34540832699506,23.75271793982074,23.10493910892742,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,0.004641588833612772,4.669018812517704,0.1922092730329988,0.43841678005409285,0.011218762190053138,11.617749532043618,0.29107737968581526,4.569754167132869,27.731878376726332,13.831549636298917,13.613445336873168,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,0.01,4.662144846617913,0.20236843334508425,0.4498537910755941,0.011581544875222912,11.610821699493368,0.371040349784786,3.652762283069998,19.560636596046034,8.188998221284889,8.140358296966903,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,0.021544346900318822,4.668271601445545,0.20294588514976278,0.4504951555230786,0.01140714250408521,11.607377255095114,0.4743028048821163,2.848008372224052,14.02546525348991,4.968970615298479,4.977285251053524,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,0.046415888336127725,4.683715354674222,0.19482968117003982,0.44139515308852206,0.010787077351178788,11.607408107759394,0.6154542159018939,2.149487705974249,10.11989012502829,3.1535728150996984,3.1719372786687874,1.0,1.0,0.1,0.2,0.5,True,
1,eig_code,0.09999999999999999,4.7036158398449555,0.17994622836841384,0.4242006935029855,0.009869210880759819,11.61021439511711,0.8095620529232304,1.580821885064984,7.340888128022179,2.1393055331638786,2.154284637881424,1.0,1.0,0.1,0.2,0.5,True,
1,kl,1e-07,4.7977799741900276,0.09419469806440751,0.30691154762310185,0.005774099658175541,11.654918464290173,2.4394615845690195,0.38713918902544636,499.0842915646235,498.1064406691587,497.9750471492251,1.0,1.0,0.1,0.2,0.5,True,
1,kl,2.1544346900318822e-07,4.797425483158362,0.09442182222743561,0.30728134051295014,0.005789620064828337,11.654776273967434,1.143854892874823,0.8264739307393866,498.03227653709746,495.9403744120675,495.6639481567948,1.0,1.0,0.1,0.2,0.5,True,
1,kl,4.641588833612782e-07,4.796656390422812,0.09491164975630531,0.3080773437893564,0.005822809066767638,11.6544720859824,0.5425175928062044,1.7464005499651674,495.78412527999393,491.34477540259564,490.77834186645345,1.0,1.0,0.1,0.2,0.5,True,
1,kl,1e-06,4.794982443003663,0.09596546502987979,0.30978293211518254,0.005893037482973273,11.653827637606671,0.26346529684084824,3.6135192731510597,491.02350465541554,481.7607023518687,480.6595716127153,1.0,1.0,0.1,0.2,0.5,True,
1,kl,2.1544346900318822e-06,4.791361956404055,0.09819771041352528,0.3133651391165349,0.006037507770499658,11.652496602422435,0.13407462787164337,7.174916092602906,481.13068674272,462.46534136630925,460.51931994992884,1.0,1.0,0.1,0.2,0.5,True,
1,kl,4.641588833612773e-06,4.7839076089378585,0.10263700647758595,0.3203701085894031,0.006312776424842328,11.649924821695851,0.07429997271737854,13.214744010973668,461.3263819958292,426.20060309509546,423.18140457661315,1.0,1.0,0.1,0.2,0.5,True,
1,kl,9.999999999999999e-06,4.770784451799985,0.1100119517372216,0.3316804964679437,0.006750307228824698,11.645648693977106,0.047203877431886275,21.47984644871341,424.34859892192065,365.9277382535801,361.52713168589116,1.0,1.0,0.1,0.2,0.5,True,
1,kl,2.154434690031882e-05,4.753476236956413,0.11902567700416185,0.34500098116405675,0.007275696558976178,11.639956838955323,0.036317564911868064,28.943716579781068,363.18712273493173,283.18512011804745,276.45847171797305,1.0,1.0,0.1,0.2,0.5,True,
1,kl,4.641588833612773e-05,4.736153913706351,0.12883151135117082,0.3589310676873358,0.007842955768242205,11.633379538518415,0.03548592155176804,30.647991993156083,279.77204388986087,193.95178228084515,185.212567900306,1.0,1.0,0.1,0.2,0.5,True,
1,kl,9.999999999999999e-05,4.717737163879182,0.14394052811282237,0.37939495003600454,0.008643453852544761,11.625944364571819,0.04379707336516586,25.908181433627625,191.764600700472,117.1299536028691,109.68631804941985,1.0,1.0,0.1,0.2,0.5,True,
1,kl,0.00021544346900318823,4.693067141675387,0.168520133054322,0.4105120376484982,0.009874219393599974,11.617793959522336,0.06340199174959463,19.102058440411756,119.20284487140981,61.570980164000616,57.8981993624241,1.0,1.0,0.1,0.2,0.5,True,
1,kl,0.00046415888336127773,4.667434242035952,0.195860652531705,0.4425614675180217,0.01120113771892715,11.609882336414248,0.10502320136948022,12.389958701255859,68.27430698736553,29.409901763941335,28.854540187828718,1.0,1.0,0.1,0.2,0.5,True,
1,kl,0.001,4.648364704713677,0.2166392789639696,0.4654452480839928,0.012157872121658832,11.604566360796964,0.19511094495151454,7.048634543618637,37.86965405422368,15.45542839920138,15.941545047370786,1.0,1.0,0.1,0.2,0.5,True,
1,kl,0.002154434690031882,4.637822366016891,0.2277189144949194,0.47719903027449606,0.012636697969658725,11.602030431299308,0.3244535429226419,4.359590870299073,23.32708550323206,9.39440752200035,9.92362481171745,1.0,1.0,0.1,0.2,0.5,True,
1,kl,0.004641588833612772,4.642270083280674,0.22667533650048646,0.476104333629181,0.01246832018383156,11.600899387404013,0.4404703718640227,3.199757163886383,16.357588072932803,5.994424647858387,6.40061334501087,1.0,1.0,0.1,0.2,0.5,True,
1,kl,0.01,4.653445288623038,0.22065774657075513,0.46974221288995854,0.012015473760659378,11.601049524873503,0.5773183847452781,2.4076981721207766,11.878006932143775,3.9530483815041855,4.238827477190601,1.0,1.0,0.1,0.2,0.5,True,
1,kl,0.021544346900318822,4.6644882541455726,0.21400064797892793,0.4626020406125852,0.011529073238313606,11.602204494728438,0.773349675616089,1.773182858549111,8.635869680049945,2.706076373658423,2.9091510089263313,1.0,1.0,0.1,0.2,0.5,True,
1,kl,0.046415888336127725,4.674553819859737,0.2066041772324096,0.4545373221556285,0.011026959902981382,11.604064424957684,1.0671867949416003,1.2681857788720536,6.243845929208512,1.9479474842928088,2.087461800548174,1.0,1.0,0.1,0.2,0.5,True,
1,kl,0.09999999999999999,4.683881703140946,0.1986211138062178,0.4456692874836876,0.01053742277691454,11.606099515745036,1.5489786909633743,0.8618797302606023,4.444173899031606,1.500658093412242,1.590448067343052,1.0,1.0,0.1,0.2,0.5,True,
1,mi,9.999999999999999e-06,4.701335763144021,0.18071601845427585,0.42510706704814477,0.010382709907439036,11.636708140055028,0.12114208816986823,10.420889952074177,473.1911041297471,441.0757810333662,441.13042963405815,1.0,1.0,0.1,0.2,0.5,True,
1,mi,1.8957356524063752e-05,4.696752315981811,0.18273902453495,0.4274798527825025,0.010497677544113012,11.635285111137035,0.07233129626420287,17.564701902243808,450.87736945051716,396.8165386059002,396.91459488166447,1.0,1.0,0.1,0.2,0.5,True,
1,mi,3.5938136638046256e-05,4.6892958755532765,0.18608234349644856,0.4313726271988622,0.010687202934848936,11.632842954894855,0.0476866832495689,26.922855795417032,412.5479913284884,329.8418661224712,329.99153345732077,1.0,1.0,0.1,0.2,0.5,True,
1,mi,6.812920690579608e-05,4.678744324917531,0.1910168119269051,0.4370547012982529,0.010964813175705952,11.629007780510147,0.03698907232239652,35.243935734231165,351.98487661520534,243.91715115283554,244.08483211527297,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.00012915496650148838,4.667232917523238,0.19698862265805867,0.4438340034946158,0.011293072760809514,11.623926124496066,0.03640083249158993,36.46205378702028,269.30778641522903,157.4493764263784,157.59823228432776,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.00024484367468222265,4.6590752848181936,0.20224419180796832,0.4497156788549498,0.01156537398751062,11.619039662373153,0.0473781350227351,28.42710618403934,180.10341753859552,92.4397971374486,92.62207642881083,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.00046415888336127817,4.654862203197712,0.20593715734061196,0.4538029939749318,0.011750738067665122,11.616046674494447,0.07521378199342982,18.072558101336263,109.77697861112945,53.719583308285394,53.96818085124787,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.0008799225435691074,4.651009896885336,0.2097798533713677,0.4580173068469877,0.01196330923536337,11.613904404938001,0.12085960477111755,11.355887817813201,67.58215540130766,32.29482635294051,32.58544656299517,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.001668100537200059,4.6468169419407594,0.21427074330420437,0.462893879095635,0.012205156687888007,11.611282887213173,0.17704090211350357,7.838007794745257,44.42016839018816,20.04030686235181,20.34069245310371,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.0031622776601683794,4.644378669265557,0.21796554040630628,0.46686779756833335,0.012374382929520174,11.608304284848822,0.23507481341065584,5.953444730397438,31.192978030900537,12.634116766007141,12.911890356094661,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.005994842503189409,4.646666089019202,0.21897304519420643,0.4679455579383209,0.0123561675754779,11.605582691158876,0.2952971526766757,4.746248158726858,22.911832868050272,8.03347352002306,8.262573118810383,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.011364636663857255,4.655228768379528,0.21598248695106417,0.46473916012217453,0.01208821930527394,11.60397920671735,0.3675216740908281,3.7818551742444972,17.16961054029369,5.199463680886473,5.369136270720593,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.021544346900318843,4.669113914864392,0.20864853676798384,0.45678062214588727,0.011576203632240442,11.60403428011657,0.46192080737480934,2.9546492682037866,12.9468750466212,3.4793469638158094,3.593926498663892,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.04084238652674522,4.686061417695519,0.19740280157657705,0.44430035063746803,0.010869381262405858,11.605751136954463,0.5882811728906723,2.259477047958551,9.779820422313344,2.4439592040584555,2.5162659632477022,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.07742636826811278,4.7036719187561244,0.18333200584664097,0.4281728691155489,0.010048142548522198,11.608741491575874,0.761215312052651,1.6911934802415445,7.383433468656006,1.8257810760262252,1.8693674098932063,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.14677992676220705,4.720286843040067,0.16782946408161215,0.4096699452993985,0.009199202890458422,11.612433379828804,1.0051613307156135,1.2368790599868078,5.564828389276215,1.4624675774904172,1.4878476587536846,1.0,1.0,0.1,0.2,0.5,True,
1,mi,0.2782559402207126,4.735132685715356,0.1522229762040866,0.3901576299447271,0.00839163563654196,11.616281109969961,1.3607735375937717,0.8816789154367459,4.193921471889311,1.2539519913352513,1.268305942358993,1.0,1.0,0.1,0.2,0.5,True,
