sigma_true,metric,world_EIGs,pooled_rmse,pooled_r2,pooled_r,bg1,bg10,dev10
0.1,eig_code,1e-07,4.8611961316504155,0.00030587079853307937,0.017489162316505595,442.8098769507507,453.8787293941202,465.1302970591326
0.1,eig_code,2.1544346900318822e-07,4.861630333907466,0.0007611245710597644,0.027588486204570276,387.9820346520025,408.0243193122448,429.2989695925023
0.1,eig_code,4.641588833612782e-07,4.861710871281572,0.002285726528900273,0.0478092724155082,300.20534928682855,330.39004827931444,365.3652773430878
0.1,eig_code,1e-06,4.860097489186705,0.007017575981826955,0.08377097338474082,194.19878821026273,226.68423346561096,270.8669525656788
0.1,eig_code,2.1544346900318822e-06,4.8555763356431285,0.016616535254299344,0.12890514052705324,110.27106877081792,132.23998204371856,169.2440035692505
0.1,eig_code,4.641588833612773e-06,4.852644528852318,0.02258324700001427,0.15027723380477254,64.98031929545839,75.96727578033453,96.65448348141935
0.1,eig_code,1e-05,4.854273988490133,0.020553353015598994,0.14336440637619574,42.92476988534094,48.43940959479073,58.46676030602
0.1,eig_code,2.1544346900318823e-05,4.858344798090501,0.014572962012438318,0.12071852389935157,31.247433638036792,34.42571716227329,39.573437953281335
0.1,eig_code,4.641588833612772e-05,4.862726811669149,0.007716731501360933,0.08784492871737636,23.89538528934408,26.135695475482596,29.225199953479727
0.1,eig_code,0.0001,4.865315537394853,0.003813003634129944,0.061749523351439274,18.504902501194554,20.28960630964089,22.46254822209023
0.1,eig_code,0.00021544346900318823,4.865700538660007,0.00177677894003579,0.042151855712836535,14.356035150634483,15.812081333324898,17.432078411529737
0.1,eig_code,0.00046415888336127773,4.865172796494857,0.0004889950417963598,0.022113232278352248,11.147475974898107,12.334598223673723,13.549232349683601
0.1,eig_code,0.001,4.8641655600873674,9.428548020284988e-08,-0.0003070594082630426,8.661262334545276,9.629430416892822,10.542884301238736
0.1,eig_code,0.002154434690031882,4.862405067861996,0.0006975218446858129,-0.02641063885417793,6.73091472453227,7.525737923344297,8.21420357544278
0.1,eig_code,0.004641588833612773,4.859621960323903,0.0031698417839821904,-0.05630134797659991,5.232249500992485,5.890868967778779,6.406561847100355
0.1,eig_code,0.01,4.859611978412433,0.007720183666588832,-0.08786457572075809,4.072656706000411,4.620275383190004,5.001693672582504
0.1,eig_code,0.021544346900318822,4.859611978412433,0.013657660089359177,-0.11686599201375555,3.1808045716218363,3.6322854231067367,3.913311954171471
0.1,eig_code,0.046415888336127725,4.859611978412433,0.0201101297616791,-0.14181018920260666,2.500514129812522,2.866238882558655,3.07424899073629
0.1,eig_code,0.1,4.859611978412433,0.027194064831399474,-0.1649062304201981,1.9895295283738523,2.2793583507179056,2.4322773692745607
0.1,kl,1e-07,4.420206477559572,0.44681600859766873,0.6684429733325564,298.7219323837068,260.92800380851094,307.2226137833359
0.1,kl,2.1544346900318822e-07,4.38968631739012,0.4759078914873127,0.6898607768871287,208.0758052200396,171.02071053855332,222.02099542685235
0.1,kl,4.641588833612782e-07,4.380154845715662,0.49138589463753984,0.7009892257642337,125.59464020966702,98.7151381005991,140.29216423646605
0.1,kl,1e-06,4.389563075563153,0.49275300706090175,0.7019636793032114,69.910113819807,55.52455116490612,80.33343002648017
0.1,kl,2.1544346900318822e-06,4.391442351949376,0.49541511473522487,0.7038573113460035,41.20261424868623,34.892533263225594,46.595052126682425
0.1,kl,4.641588833612773e-06,4.365105791906105,0.5143213180108054,0.7171619886823376,28.19921643924569,25.343571715547366,30.61755004163716
0.1,kl,1e-05,4.330464073736879,0.5372738123866543,0.7329896400268249,21.51643940464834,19.802641043897754,22.75605280354992
0.1,kl,2.1544346900318823e-05,4.32229070929421,0.5402848296379076,0.7350406993071251,16.995776953354508,15.718512537625662,17.815394234922607
0.1,kl,4.641588833612772e-05,4.3328364607136685,0.5295870461228778,0.7277273157734824,13.51700013101546,12.526076834736164,14.121241018343454
0.1,kl,0.0001,4.353490655653987,0.5113623918841202,0.7150960717862462,10.775082557778726,10.02910270025162,11.269595811366493
0.1,kl,0.00021544346900318823,4.379616872490516,0.4898852237781735,0.6999180121829796,8.613475242321423,8.078659272749162,9.063308031995811
0.1,kl,0.00046415888336127773,4.405890082572774,0.46962327173354684,0.6852906476332118,6.93179378976103,6.551682450908501,7.350908678822552
0.1,kl,0.001,4.422225277817801,0.459072930151814,0.6775492086570643,5.632885937105414,5.352796280568949,6.0065721480840155
0.1,kl,0.002154434690031882,4.414086618353443,0.4724289733658447,0.6873346880274883,4.625330436895342,4.407261261938278,4.931254498962298
0.1,kl,0.004641588833612773,4.353647211694538,0.5363118695252078,0.7323331683907317,3.83962010541387,3.649661526218781,4.057998687654723
0.1,kl,0.01,4.20653216332159,0.6748335032531932,0.821482503315313,3.226957424342307,3.0242010243859627,3.3409797047341883
0.1,kl,0.021544346900318822,4.089219606170692,0.7664583421993576,0.8754760660345647,2.745646463737771,2.4915228394810134,2.745979849473562
0.1,kl,0.046415888336127725,4.158973682328758,0.6908102154031001,0.8311499355730589,2.356293387015297,2.0333855387821207,2.2479528718995287
0.1,kl,0.1,4.266260958277662,0.5923414755958872,0.7696372363626173,2.0241709401755603,1.6568189882668543,1.8380959977492493
0.1,mi,1e-05,4.863108767274622,0.03773006345201751,0.19424228028937857,1.00481182661192,1.0054143827437456,1.0070866953846254
0.1,mi,1.8957356524063752e-05,4.863299977250955,0.037543277282466314,0.1937608765526888,1.0025422147734526,1.002862517876925,1.0037487248312857
0.1,mi,3.5938136638046256e-05,4.863400763003711,0.03744506492787513,0.19350727357873432,1.0013421280284105,1.0015117762257952,1.0019803900818796
0.1,mi,6.812920690579608e-05,4.863453906192676,0.0373933466580336,0.1933735934868916,1.000708281681159,1.0007979633942956,1.0010454756753313
0.1,mi,0.0001291549665014884,4.86348193333567,0.03736609003576804,0.19330310405104217,1.0003737045899996,1.0004210653027272,1.0005517168216973
0.1,mi,0.00024484367468222265,4.863496716014977,0.037351719071799086,0.19326592837797119,1.0001971530619806,1.000222150765465,1.0002910941608028
0.1,mi,0.0004641588833612782,4.8635045134265,0.03734414031375838,0.19324632031104338,1.0001040048623038,1.0001171953036005,1.0001535698178126
0.1,mi,0.0008799225435691075,4.863508626426574,0.037340143055092395,0.19323597764156755,1.0000548643933285,1.0000618235051661,1.0000810129695283
0.1,mi,0.0016681005372000592,4.863510796024892,0.03733803464870055,0.19323052204219848,1.0000289414686865,1.0000326127203916,1.0000427356912216
0.1,mi,0.0031622776601683794,4.863511940460938,0.0373369225115252,0.19322764427360076,1.0000152667601856,1.0000172034340589,1.0000225434468064
0.1,mi,0.005994842503189409,4.863512544204961,0.03733633585709861,0.19322612622805077,1.0000080532515712,1.0000090748714252,1.0000118917679341
0.1,mi,0.011364636663857255,4.86351286252996,0.03733602641005051,0.19322532548827678,1.0000042480989852,1.0000047870101019,1.0000062729336905
0.1,mi,0.021544346900318846,4.86351303073554,0.03733586318946176,0.19322490312964777,1.0000022408740687,1.0000025251514568,1.0000033089789153
0.1,mi,0.04084238652674522,4.8635131188261775,0.03733577692662177,0.19322467991077583,1.0000011820612762,1.0000013320180527,1.0000017454876977
0.1,mi,0.07742636826811278,4.863513165145397,0.03733573156632098,0.19322456253365144,1.0000006235372163,1.0000007026395215,1.0000009207448857
0.1,mi,0.14677992676220705,4.863513191410353,0.037335707775141204,0.1932245009700923,1.0000003289157653,1.0000003706422496,1.0000004856928342
0.1,mi,0.2782559402207126,4.863513203773934,0.03733569515402958,0.19322446831089893,1.0000001735029882,1.0000001955137081,1.000000256202877
0.1,mi,0.527499706370262,4.863513209654183,0.03733568812423065,0.19322445012014047,1.0000000915227805,1.000000103133432,1.000000135146956
0.1,mi,1.0,4.863513223237449,0.03733568532121495,0.19322444286687684,1.0000000482782412,1.0000000544028573,1.0000000712899835
0.1,surprisal_b,0.0031622776601683794,4.306790185262118,0.5405485218692074,0.7352200499640957,441.56384802870735,423.6898090385868,430.7756278058951
0.1,surprisal_b,0.005623413251903491,4.307391679636815,0.5405631195360678,0.7352299773105473,402.3769830062037,375.07458530472996,385.8770687143761
0.1,surprisal_b,0.01,4.308532469797448,0.5405009172514679,0.7351876748500806,343.85746754279535,306.46486012485894,321.21348448541244
0.1,surprisal_b,0.01778279410038923,4.3106509402647095,0.5401660185208813,0.7349598754495931,266.5454363691681,223.50546585415574,240.40241270004913
0.1,surprisal_b,0.03162277660168379,4.31417738027139,0.5390965745702865,0.7342319623731226,182.04580699754592,143.31860766736142,158.423547465474
0.1,surprisal_b,0.05623413251903491,4.318914537354916,0.5363357378235682,0.7323494642747875,110.44177887806661,83.74350874747363,94.04997826517202
0.1,surprisal_b,0.1,4.325152362335974,0.5302464444280748,0.7281802279848546,63.24486924151097,47.56355860059005,53.4970042555069
0.1,surprisal_b,0.1778279410038923,4.333245982675354,0.5215885521600406,0.7222108779020436,36.03060950709378,27.115907803281278,30.395228023929658
0.1,surprisal_b,0.31622776601683794,4.34019164692501,0.5143180560464694,0.7171597144614785,20.723333121047602,15.662833421236103,17.48066710598833
0.1,surprisal_b,0.5623413251903491,4.343579347129101,0.5109838674715226,0.714831355965533,12.121375812561412,9.248432562666247,10.27100710218769
0.1,surprisal_b,1.0,4.344778199926443,0.510152834070872,0.7142498400915971,7.283939731706291,5.648071771023491,6.23239203586339
0.1,surprisal_b,1.7782794100389228,4.346416022590592,0.5090558185831344,0.7134814773931657,4.558963737638614,3.622677372674092,3.9596091671880895
0.1,surprisal_b,3.1622776601683795,4.3487103145301855,0.5074253799195296,0.712337967484206,3.020274548802723,2.481260593752755,2.676401785803367
0.1,surprisal_b,5.623413251903491,4.350800732382918,0.5062198202112634,0.7114912650280841,2.148710054687698,1.8367767931274688,1.950013483856182
0.1,surprisal_b,10.0,4.352412759557462,0.5056733206298456,0.7111071091121545,1.6532950296170645,1.4724248051851856,1.5381149235798812
0.1,surprisal_b,17.78279410038923,4.353708938920919,0.5053975504733229,0.7109131806861672,1.3710251915135274,1.2664664070218368,1.3044336733095843
0.1,surprisal_b,31.622776601683793,4.3547190156920506,0.5051923082794059,0.7107688149316949,1.2102232540122726,1.1501595410743068,1.171963354795231
0.1,surprisal_b,56.23413251903491,4.355425630429384,0.5050445264808581,0.7106648482096593,1.1188297650325574,1.0845562308954226,1.096994263711615
0.1,surprisal_b,100.0,4.35587730015879,0.504950905787606,0.7105989767707283,1.067042471974073,1.0475896271131202,1.054647389239729
0.1,mi_concept,1e-05,4.863108777808971,0.03773028663721951,0.19424285479064476,1.0048118263345838,1.005414380849172,1.0070866936285114
0.1,mi_concept,1.8957356524063752e-05,4.863299988209468,0.03754349921023261,0.19376144923650993,1.0025422146266443,1.0028625168751641,1.003748723902473
0.1,mi_concept,3.5938136638046256e-05,4.863400774184813,0.03744528619360903,0.1935078453024813,1.0013421279508254,1.0015117756967014,1.0019803895912396
0.1,mi_concept,6.812920690579608e-05,4.863453917491076,0.037393567574676656,0.19337416470324223,1.0007082816401927,1.0007979631150128,1.0010454754163252
0.1,mi_concept,0.0001291549665014884,4.8634819446957795,0.037366310768522926,0.19330367500004475,1.000373704568379,1.000421065155354,1.0005517166850177
0.1,mi_concept,0.00024484367468222265,4.863496727407556,0.03735193970779353,0.1932664991864693,1.0001971530505724,1.0002221506877111,1.0002910940886893
0.1,mi_concept,0.0004641588833612782,4.863504524833285,0.037344360897712266,0.1932468910428115,1.0001040048562853,1.0001171952625814,1.0001535697797685
0.1,mi_concept,0.0008799225435691075,4.863508637852732,0.0373403636135541,0.1932365483379221,1.0000548643901535,1.0000618234835275,1.000081012949459
0.1,mi_concept,0.0016681005372000592,4.863510807433395,0.03733825519531788,0.1932310927240176,1.0000289414670116,1.0000326127089767,1.0000427356806347
0.1,mi_concept,0.0031622776601683794,4.863511951899143,0.03733714304506907,0.19322821493009004,1.000015266759302,1.0000172034280377,1.0000225434412215
0.1,mi_concept,0.005994842503189409,4.863512555520158,0.037336556392345184,0.19322669689342925,1.0000080532511053,1.000009074868249,1.0000118917649883
0.1,mi_concept,0.011364636663857255,4.863512874044611,0.03733624694103421,0.19322589614498936,1.0000042480987392,1.0000047870084265,1.0000062729321364
0.1,mi_concept,0.021544346900318846,4.86351304213233,0.03733608367186929,0.1932254736619095,1.000002240873939,1.000002525150573,1.0000033089780955
0.1,mi_concept,0.04084238652674522,4.8635131307617225,0.0373359975597711,0.1932252508337642,1.0000011820612078,1.0000013320175865,1.0000017454872654
0.1,mi_concept,0.07742636826811278,4.863513178383753,0.03733595225031835,0.19322513358856386,1.0000006235371803,1.0000007026392754,1.0000009207446576
0.1,mi_concept,0.14677992676220705,4.863513202612891,0.037335928294125346,0.19322507159818922,1.0000003289157464,1.0000003706421199,1.000000485692714
0.1,mi_concept,0.2782559402207126,4.863513217943331,0.037335915263249544,0.19322503787876338,1.0000001735029782,1.0000001955136397,1.0000002562028134
0.1,mi_concept,0.527499706370262,4.863513218419924,0.037335909741956906,0.1932250235915548,1.0000000915227754,1.0000001031333958,1.0000001351469225
0.1,mi_concept,1.0,4.86351323388952,0.03733590457615328,0.1932250102242287,1.0000000482782385,1.0000000544028385,1.0000000712899657
0.2,eig_code,1e-07,4.144119665665839,0.6809553955594466,0.8252002154383181,481.62417119278274,477.28186658602203,483.77871598527196
0.2,eig_code,2.1544346900318822e-07,4.148901807256209,0.6768779994053192,0.8227259564431642,461.5985320674158,452.8985150187728,466.0683976925322
0.2,eig_code,4.641588833612782e-07,4.15923615602733,0.6680531855377678,0.8173452058572117,422.3943055525746,406.3204193857927,431.2700870354269
