sigma_true,metric,world_EIGs,pooled_rmse,pooled_r2,pooled_r,bg1,bg10,dev10
0.2,eig_code,1e-06,4.181330524598792,0.6491249579713313,0.8056829140371113,353.25307182607816,328.0583748006703,369.29266162685803
0.2,eig_code,2.1544346900318822e-06,4.225606541647489,0.6109548719259813,0.7816360226639899,253.76516421164524,224.71312458917396,277.5897862696732
0.2,eig_code,4.641588833612773e-06,4.2940817241705105,0.5514273526181583,0.7425815461066605,152.7377094435228,131.53349896354132,177.426392540597
0.2,eig_code,1e-05,4.3463258249883605,0.5059749970409597,0.7113191949054656,86.5797406602026,75.90412277455489,102.69135334734125
0.2,eig_code,2.1544346900318823e-05,4.359109107523901,0.49438763491112064,0.7031270403782809,53.55681379176176,48.55748018792261,61.61330000314209
0.2,eig_code,4.641588833612772e-05,4.362798984976486,0.4892770410570173,0.6994834101370935,37.10826687593964,34.637281916607094,41.16171037009551
0.2,eig_code,0.0001,4.372041176361854,0.4782373442762817,0.6915470658431584,27.78713385732586,26.414433323811256,30.145582073965457
0.2,eig_code,0.00021544346900318823,4.402808479030789,0.4480822157054519,0.6693894350118262,21.441850618776552,20.621955578324418,23.124084577379662
0.2,eig_code,0.00046415888336127773,4.454531781027851,0.3992288923785835,0.6318456238501486,16.63061558633494,16.17687150685214,17.97825526377333
0.2,eig_code,0.001,4.516996801290507,0.3402096633438461,0.5832749466108125,12.907969570987325,12.713296764511798,14.016824536017344
0.2,eig_code,0.002154434690031882,4.587628747294439,0.2732122682579545,0.5226971094792419,10.028871911276914,10.00960900273897,10.947942841654873
0.2,eig_code,0.004641588833612773,4.665566859967779,0.19881754293236006,0.44588960845971737,7.805001584538325,7.896833637197292,8.56861526867191
0.2,eig_code,0.01,4.746274308970418,0.12008482489976698,0.34653257408181265,6.0862741363479635,6.245511189954557,6.721217598572019
0.2,eig_code,0.021544346900318822,4.816102929707718,0.04971589567345804,0.22297061616602767,4.754753386037648,4.954412057389374,5.284336727338478
0.2,eig_code,0.046415888336127725,4.856725611496939,0.007725488185246644,0.08789475630119606,3.723477811632869,3.9433607295809385,4.164811802878753
0.2,eig_code,0.1,4.8599329716337865,0.001385195524643866,-0.037218214957784664,2.9294519045552456,3.1520040593759955,3.294372438959327
0.2,kl,1e-07,4.1799675649477095,0.7235548561089474,0.8506202772735596,415.59218145695195,388.5902202135365,406.34459670861537
0.2,kl,2.1544346900318822e-07,4.155603719919478,0.7408987609600338,0.8607547623801066,355.20306660138493,318.928842149721,343.9990683110074
0.2,kl,4.641588833612782e-07,4.159768107342405,0.7307541751808504,0.8548416082414627,274.57484317226056,232.31749210253983,262.9786884867074
0.2,kl,1e-06,4.184613198347192,0.6994253793670017,0.8363165545216725,186.29371802844489,146.32549865574964,176.72478498335065
0.2,kl,2.1544346900318822e-06,4.206511492730921,0.667927726435342,0.8172684543253471,110.85948045041745,82.22996401575269,105.19738104111866
0.2,kl,4.641588833612773e-06,4.204393693083812,0.6586457007867714,0.8115698988915073,62.194572596873684,46.979293637706,59.866884965313005
0.2,kl,1e-05,4.17008795087083,0.6812741199668364,0.8253933122862315,37.7826497518262,30.985073445899292,36.940186625649346
0.2,kl,2.1544346900318823e-05,4.126120715613221,0.7114588334438731,0.8434801914946628,26.594470626695678,23.28630926234895,26.194645223946996
0.2,kl,4.641588833612772e-05,4.119633453285813,0.7123498029695369,0.8440081770750428,20.496854377089907,18.41621062544559,20.240574632866636
0.2,kl,0.0001,4.1341830265435995,0.7004563188481691,0.8369326847770787,16.19814774084199,14.718435803181569,16.04822635158196
0.2,kl,0.00021544346900318823,4.143172392179418,0.6971905755604269,0.8349793863086842,12.888066537362528,11.828102757932983,12.817212655847031
0.2,kl,0.00046415888336127773,4.1502421298041,0.6984641225032178,0.835741660145776,10.313294334085537,9.572288761989128,10.303586103423838
0.2,kl,0.001,4.163731921121007,0.6959365929462202,0.8342281420248422,8.298525294178399,7.797752136921542,8.333724192660794
0.2,kl,0.002154434690031882,4.176888459834437,0.6938059327768562,0.8329501382296879,6.713146859849609,6.380065310857778,6.7733667749270365
0.2,kl,0.004641588833612773,4.166981723219715,0.70883344810767,0.841922471554044,5.464334297827144,5.232338402507656,5.519328806846276
0.2,kl,0.01,4.134364179292211,0.7358405201316189,0.8578114712054269,4.47706190279076,4.292730366883167,4.494329548140528
0.2,kl,0.021544346900318822,4.136370265123674,0.727324218507496,0.8528330543004862,3.6855594385744297,3.508808479657922,3.643142419148898
0.2,kl,0.046415888336127725,4.217381702700692,0.6576392139135622,0.8109495754444676,3.036078654094515,2.8424981429398883,2.9315184699474304
0.2,kl,0.1,4.314447965898317,0.5922694506667374,0.7695904434611551,2.4880439047653247,2.282840206786162,2.348570981303496
0.2,mi,1e-05,4.859611978412433,0.061755670111386954,-0.24850688141656552,1.0054040411704888,1.0076065145957875,1.0075751692190509
0.2,mi,1.8957356524063752e-05,4.859611978412433,0.061836470991463444,-0.24866940099550536,1.0028557629961938,1.0040268559105314,1.0040110239309465
0.2,mi,3.5938136638046256e-05,4.859611978412433,0.06187760942792942,-0.24875210436884634,1.0015078477989146,1.0021282126752207,1.0021200591695985
0.2,mi,6.812920690579608e-05,4.859611978412433,0.06189889001475756,-0.24879487537880993,1.0007957889921533,1.0011237628860095,1.0011195173150367
0.2,mi,0.0001291549665014884,4.859611978412433,0.06190999762354301,-0.2488171972021689,1.0004198898017707,1.0005931001471409,1.0005908760762923
0.2,mi,0.00024484367468222265,4.859611978412433,0.06191582392285361,-0.24882890491832657,1.0002215227459827,1.0003129480699509,1.0003117791844067
0.2,mi,0.0004641588833612782,4.859611978412433,0.061918888099466475,-0.24883506203802244,1.0001168618116052,1.0001651044946909,1.000164489108623
0.2,mi,0.0008799225435691075,4.859611978412433,0.06192050189120039,-0.24883830471050952,1.000061646972512,1.0000870993864963,1.000086775104794
0.2,mi,0.0016681005372000592,4.859611978412433,0.061921352450275476,-0.24884001376441747,1.0000325194281028,1.000045946797199,1.000045775831732
0.2,mi,0.0031622776601683794,4.859611978412433,0.061921800925021524,-0.2488409148934747,1.0000171541747154,1.000024237449767,1.0000241472914244
0.2,mi,0.005994842503189409,4.859611978412433,0.061922037434602575,-0.24884139011547612,1.0000090488738653,1.0000127853944885,1.0000127378431942
0.2,mi,0.011364636663857255,4.859611978412433,0.0619221621909004,-0.24884164078968055,1.000004773292704,1.0000067443327023,1.0000067192514135
0.2,mi,0.021544346900318846,4.859611978412433,0.06192222800659314,-0.2488417730337757,1.000002517914506,1.000003557644891,1.0000035444150763
0.2,mi,0.04084238652674522,4.859611978412433,0.061922262624927935,-0.24884184259269568,1.0000013282002773,1.0000018766597993,1.0000018696812314
0.2,mi,0.07742636826811278,4.859611978412433,0.06192228082598834,-0.24884187916423622,1.0000007006255665,1.0000009899383735,1.0000009862572241
0.2,mi,0.14677992676220705,4.859611978412433,0.06192229089274118,-0.24884189939144327,1.000000369579867,1.0000005221924464,1.000000520250653
0.2,mi,0.2782559402207126,4.859611978412433,0.06192229583873131,-0.24884190932946024,1.0000001949532953,1.0000002754564303,1.0000002744321381
0.2,mi,0.527499706370262,4.859611978412433,0.06192229864508835,-0.24884191496829539,1.0000001028378127,1.000000145303205,1.0000001447628923
0.2,mi,1.0,4.859611978412433,0.06192230073023131,-0.24884191915798937,1.0000000542469178,1.0000000766474033,1.0000000763623886
0.2,surprisal_b,0.0031622776601683794,4.419274926033099,0.5403738998768722,0.7351012854545095,424.38899096798264,413.65285682652853,416.381741895483
0.2,surprisal_b,0.005623413251903491,4.430156158542234,0.5415062549237311,0.735871085804933,376.1859267908169,361.04105956832586,365.1031037820208
0.2,surprisal_b,0.01,4.449340736994344,0.5418468880920821,0.7361024983601687,308.07907491708664,289.7897950381426,295.17797927853945
0.2,surprisal_b,0.01778279410038923,4.478183385754917,0.5391961469144201,0.7342997663859223,225.50924055946305,207.83587860300895,213.90176892892092
0.2,surprisal_b,0.03162277660168379,4.497793163910597,0.5361737802436577,0.7322388819529169,145.26201350669547,131.8736745739931,137.47359613364827
0.2,surprisal_b,0.05623413251903491,4.452995231716708,0.5554137556421193,0.7452608641557125,85.14549309503163,76.19286129481453,80.4706776828741
0.2,surprisal_b,0.1,4.35638110030766,0.5892464836417716,0.7676239207071205,48.40296371877556,42.33488351143098,45.195475775441224
0.2,surprisal_b,0.1778279410038923,4.304632928145608,0.5908639701373317,0.7686767657067122,27.61470936381345,23.588397514330634,25.359704337181764
0.2,surprisal_b,0.31622776601683794,4.299746016784043,0.5745630894757868,0.7579993993901227,15.977778871219458,13.495876758001645,14.522239821966624
0.2,surprisal_b,0.5623413251903491,4.30448652066888,0.5663564039677371,0.7525665445445586,9.4594158778256,8.029104843908184,8.594208143221856
0.2,surprisal_b,1.0,4.306496075434042,0.5701446047670103,0.7550792043004564,5.793416885409697,4.992530956637553,5.2997388883857335
0.2,surprisal_b,1.7782794100389228,4.3101333279862075,0.5796466330182244,0.7613452784500764,3.7233699758231746,3.2777534227349787,3.4458762869168655
0.2,surprisal_b,3.1622776601683795,4.32203227930467,0.5894162114168405,0.7677344667375827,2.5506643517648433,2.303323355506306,2.3960122098445553
0.2,surprisal_b,5.623413251903491,4.347810816520955,0.595170498176195,0.771472940663634,1.8837402932165634,1.7468994098990998,1.7986284191561073
0.2,surprisal_b,10.0,4.389035038368851,0.5934917905662535,0.7703841837461706,1.5031493023665838,1.4278751986091376,1.4571828194079604
0.2,surprisal_b,17.78279410038923,4.438985657189425,0.584060881011798,0.7642387591661378,1.2857493165736036,1.2445628863737193,1.261310702166681
0.2,surprisal_b,31.622776601683793,4.486032973892662,0.5707754027738945,0.7554967920341519,1.1618127977936001,1.1392904436482747,1.1488736133477429
0.2,surprisal_b,56.23413251903491,4.522490144874036,0.5582528122557809,0.7471631764586508,1.0914049586163201,1.079034412386085,1.0845032148044995
0.2,surprisal_b,100.0,4.547262643260227,0.5487728547302608,0.7407920455365735,1.0515423473778271,1.0447038871017347,1.047812391570567
0.2,mi_concept,1e-05,4.859611978412433,0.061755673686568195,-0.24850688860988984,1.0054040404558326,1.0076065132474537,1.007575167653313
0.2,mi_concept,1.8957356524063752e-05,4.859611978412433,0.06183647464366483,-0.24866940833899298,1.0028557626181678,1.0040268551968692,1.0040110231010761
0.2,mi_concept,3.5938136638046256e-05,4.859611978412433,0.06187761312124335,-0.24875211179253,1.0015078475992134,1.0021282122980864,1.002120058730733
0.2,mi_concept,6.812920690579608e-05,4.859611978412433,0.06189889372974519,-0.24879488284477475,1.0007957888867294,1.0011237626868819,1.001119517083225
0.2,mi_concept,0.0001291549665014884,4.859611978412433,0.0619100013501902,-0.2488172046908939,1.0004198897461367,1.0005931000420483,1.000590875953925
0.2,mi_concept,0.00024484367468222265,4.859611978412433,0.0619158276566239,-0.2488289124210125,1.0002215227166296,1.0003129480144999,1.000311779119834
0.2,mi_concept,0.0004641588833612782,4.859611978412433,0.061918891838209575,-0.24883506955051488,1.0001168617961194,1.0001651044654365,1.000164489074554
0.2,mi_concept,0.0008799225435691075,4.859611978412433,0.061920505630468886,-0.24883831222395977,1.0000616469643429,1.0000870993710633,1.0000867750868205
0.2,mi_concept,0.0016681005372000592,4.859611978412433,0.061921356190929,-0.24884002128059907,1.0000325194237936,1.000045946789058,1.0000457758222505
0.2,mi_concept,0.0031622776601683794,4.859611978412433,0.061921804661185846,-0.24884092240060887,1.000017154172442,1.0000242374454722,1.0000241472864229
0.2,mi_concept,0.005994842503189409,4.859611978412433,0.06192204115986832,-0.2488413976006973,1.0000090488726663,1.000012785392223,1.0000127378405559
0.2,mi_concept,0.011364636663857255,4.859611978412433,0.06192216590671216,-0.2488416482558982,1.0000047732920716,1.0000067443315073,1.0000067192500217
0.2,mi_concept,0.021544346900318846,4.859611978412433,0.06192223171443511,-0.24884178048397562,1.0000025179141723,1.0000035576442607,1.0000035444143422
0.2,mi_concept,0.04084238652674522,4.859611978412433,0.061922266358501676,-0.24884185009459658,1.0000013282001012,1.0000018766594667,1.0000018696808441
0.2,mi_concept,0.07742636826811278,4.859611978412433,0.061922284569220935,-0.24884188668554363,1.0000007006254736,1.000000989938198,1.0000009862570198
0.2,mi_concept,0.14677992676220705,4.859611978412433,0.06192229438087307,-0.24884190640017423,1.0000003695798179,1.0000005221923538,1.0000005202505453
0.2,mi_concept,0.2782559402207126,4.859611978412433,0.06192229987754207,-0.24884191744467424,1.0000001949532695,1.0000002754563815,1.0000002744320813
0.2,mi_concept,0.527499706370262,4.859611978412433,0.06192230037590918,-0.24884191844604714,1.0000001028377992,1.0000001453031793,1.0000001447628624
0.2,mi_concept,1.0,4.859611978412433,0.06192230294630107,-0.2488419236107555,1.0000000542469107,1.0000000766473898,1.0000000763623729
