setting,metric,world_EIGs,V_prior,alpha_prior,beta_prior,eps_fixed,r2_21,rmse21_full,rmse21_cv,bg1,bg2,bg11,dev
1,eig_code,0.0031622776601683,1.0,0.1,0.1,0.2,0.35272794663858725,292.92580816912204,257.7610709702283,1.6866531315569795,1.7019402102129768,1.643012038904877,1.7771825169421458
1,eig_code,0.01,1.0,0.1,0.1,0.2,0.4132776822569974,278.88843982922606,251.98399673809476,1.3131268924850992,1.321248428154931,1.2755389454126536,1.3540897036318822
1,eig_code,0.0316227766016837,1.0,0.1,0.1,0.2,0.4313088078216797,274.5696054473023,250.07297664592144,1.1178626028444132,1.1215164890225435,1.1007174866108147,1.1344724164905835
2,kl,3.162277660168379e-06,1.0,0.1,0.1,0.3,0.37865407759978503,286.99936441060674,252.02840234044632,13.0104820127299,12.737744127106277,12.807312051653934,13.767356222208438
2,kl,1e-05,1.0,0.1,0.1,0.3,0.6051761280382678,228.77886983784697,199.76055521138048,10.208471768898116,9.963511562145523,9.588115291045884,10.490954093264772
2,kl,3.1622776601683795e-05,1.0,0.1,0.1,0.3,0.6925892886468191,201.87089411806318,214.2902891883716,8.006035784548567,7.786439052425287,7.132017703874828,7.963165587226247
2,kl,0.0001,1.0,0.1,0.1,0.3,0.5178451431903851,252.8177032138689,274.2118222941434,6.282830436125851,6.0866788158207665,5.280663048159549,6.030061754992083
2,kl,0.0003162277660168,1.0,0.1,0.1,0.3,0.33905815187842453,296.00280998532565,322.468647595123,4.943468747035718,4.769198993150303,3.905263322976293,4.567467421299504
2,kl,0.001,1.0,0.1,0.1,0.3,0.23061613737349962,319.36384263526327,351.0343609659057,3.9126417612115434,3.758945552972448,2.9003346733036186,3.4752041429950538
2,kl,0.0031622776601683,1.0,0.1,0.1,0.3,0.16682003134310414,332.3407676510149,367.6512344402723,3.131695045095436,2.997363856796761,2.178580071898236,2.6721522671073688
2,kl,0.01,1.0,0.1,0.1,0.3,0.12835489417676416,339.9257438964778,377.70075836813055,2.5578663260882646,2.4411818217513126,1.6685130791470453,2.090745736386932
2,kl,0.0316227766016837,1.0,0.1,0.1,0.3,0.11634763149319395,342.2590429183485,383.85227497057286,2.163990164628522,2.0494734098474567,1.3282930145463123,1.6698252236485138
0,eig_code,3.162277660168379e-06,1.0,0.1,0.1,0.1,0.0004297920575909098,364.0163246445757,400.05386059220837,5.28155205946613,5.4973346077091385,7.516262587479754,7.053980822834373
0,eig_code,1e-05,1.0,0.1,0.1,0.1,0.0003207227882361466,364.03618413580836,400.39060076192783,4.122954322841838,4.288498510231182,5.7835844274300445,5.457960179059077
0,eig_code,3.1622776601683795e-05,1.0,0.1,0.1,0.1,0.00019447400258803375,364.05917034562685,400.81262416154993,3.2081270186215116,3.333941321099175,4.418869302622367,4.198871893342821
0,eig_code,0.0001,1.0,0.1,0.1,0.1,6.793904935404199e-05,364.0822072020246,401.3285960901255,2.4887358049838775,2.5831605826249664,3.3496379882021863,3.2099695138953974
0,eig_code,0.0003162277660168,1.0,0.1,0.1,0.1,8.93169094507461e-08,364.0945592718681,401.9939267933522,1.926840638998634,1.9968960977514965,2.520065078188028,2.439583541546345
0,eig_code,0.001,1.0,0.1,0.1,0.1,0.00011046893506456742,364.0744644063298,402.57726633275024,1.494427014825282,1.5446696739582098,1.8890443772766108,1.848527317981801
0,eig_code,0.0031622776601683,1.0,0.1,0.1,0.1,0.002024860399594915,363.7257683975745,399.0349420092086,1.2110212153169295,1.2391471172256188,1.435944237985899,1.4214234366086198
0,eig_code,0.01,1.0,0.1,0.1,0.1,0.007955608203016313,362.64338659977716,392.68982886291036,1.0757747978998466,1.0873730437527482,1.1725882356204709,1.1705021454695912
0,eig_code,0.0316227766016837,1.0,0.1,0.1,0.1,0.013033215724754079,361.71413231258794,388.5681434281732,1.0250661091163484,1.029109332696506,1.0595081453238155,1.059734337404399
2,surprisal_b,0.01,1.0,0.1,0.1,0.3,0.20551322243202128,324.532014423623,370.9520206044484,73.51425907157426,72.78145172945139,70.6519230931236,71.60481363648192
2,surprisal_b,0.0273841963426436,1.0,0.1,0.1,0.3,0.20711487903351647,324.20472699024424,371.1002951383131,63.87733268633006,62.25134055993067,57.74008382145861,59.731217629864304
2,surprisal_b,0.0749894209332455,1.0,0.1,0.1,0.3,0.2107036106706895,323.4701922836239,371.47122576066675,45.2726470031148,42.67986520108555,36.2160311625329,38.97796335619555
2,surprisal_b,0.2053525026457146,1.0,0.1,0.1,0.3,0.21499207412579313,322.5902443328948,372.4126760978807,22.800464685397895,20.69168866770747,16.218985658738895,18.035708643496598
2,surprisal_b,0.5623413251903491,1.0,0.1,0.1,0.3,0.21123113685879485,323.3620785756551,374.8417894429913,9.345332692389746,8.462809145567213,6.703831916403511,7.39851632196893
2,surprisal_b,1.539926526059492,1.0,0.1,0.1,0.3,0.20187505080126236,325.27422599783944,378.6167411202192,4.133858426532043,3.79908051065985,3.139560425376098,3.394451592434207
2,surprisal_b,4.216965034285822,1.0,0.1,0.1,0.3,0.192779488364823,327.1224144855863,382.43081866218535,2.1888508245635174,2.057280661427048,1.803365255133217,1.8992236011764354
2,surprisal_b,11.547819846894582,1.0,0.1,0.1,0.3,0.1869848031648856,328.29444968009665,385.11299208175126,1.4501807571599097,1.3978854674979178,1.299554664968484,1.3359813570356367
2,surprisal_b,31.622776601683793,1.0,0.1,0.1,0.3,0.1842287686141805,328.85042044208865,386.52205328877363,1.168279553852082,1.1480328435915246,1.1106593542400316,1.1243530796870713
2,surprisal,0.01,1.0,0.1,0.1,0.3,0.004433475572381786,363.2865767729332,370.1096500713359,55.091931310912855,40.15904656890954,80.0,55.00292201800494
2,surprisal,0.0273841963426436,1.0,0.1,0.1,0.3,0.034149629075960676,357.8237263464885,370.97916860450516,32.98619877548839,19.321868126629628,80.0,47.567106537274896
2,surprisal,0.0749894209332455,1.0,0.1,0.1,0.3,0.03153997319111785,358.30680680574665,377.7597618386571,14.59427095443959,8.454377943104745,80.0,24.778130864750985
2,surprisal,0.2053525026457146,1.0,0.1,0.1,0.3,0.20832699492508464,323.95681969891,381.6179986079273,6.3723024448437435,4.149801760329868,1.0,1.8109837120421743
2,surprisal,0.5623413251903491,1.0,0.1,0.1,0.3,0.19435588811644544,326.8028440001856,384.21491093854127,3.2050424589408713,2.3722314566321465,1.0,1.3928368339134405
2,surprisal,1.539926526059492,1.0,0.1,0.1,0.3,0.18530751023207062,328.63291952185875,386.7437809134176,1.9254278027204133,1.5908697625079944,1.0,1.1801733010157043
2,surprisal,4.216965034285822,1.0,0.1,0.1,0.3,0.18214434227662474,329.27028519199007,388.61068331930693,1.379995083492627,1.242243799065912,1.0,1.0761811030586368
2,surprisal,11.547819846894582,1.0,0.1,0.1,0.3,0.18142654442062905,329.4147469113273,389.4359822207562,1.148723988497176,1.094167383650026,1.0,1.0299850435188858
2,surprisal,31.622776601683793,1.0,0.1,0.1,0.3,0.18145595912731363,329.4088282456653,389.654279372494,1.0560628529513436,1.0353572367029638,1.0,1.0113202744119194
2,mi,3.1622776601683795e-05,1.0,0.1,0.1,0.3,0.75828781654425,179.00430649452832,184.73768191436088,35.9897175290456,34.6241578508621,30.525020864944377,34.947897323263945
2,mi,0.0001,1.0,0.1,0.1,0.3,0.6067498494239485,228.3224718007807,244.71793744195787,24.032101057334057,23.0234837811237,19.582509403754777,22.602020645911573
2,mi,0.0003162277660168,1.0,0.1,0.1,0.3,0.3943307896932753,283.3557023058292,309.01819968176767,15.93186223929582,15.174112143755972,12.33745172567068,14.385640286871961
2,mi,0.001,1.0,0.1,0.1,0.3,0.23934953350434934,317.5460951546207,353.02010553597086,10.450460999565342,9.880453068305249,7.636729895218762,8.99756471605281
2,mi,0.0031622776601683,1.0,0.1,0.1,0.3,0.15872995389165429,333.95036431639596,376.0258082843946,6.76726512810338,6.345451272217465,4.68274223909451,5.553812930341539
2,mi,0.01,1.0,0.1,0.1,0.3,0.12347254356998547,340.87642847210583,387.26649861129675,4.328446609928908,4.030390885744609,2.9082530131732205,3.4318376091348535
2,mi,0.0316227766016837,1.0,0.1,0.1,0.3,0.11084902509693836,343.3222603416837,393.05956727986234,2.76314298308223,2.571570855049834,1.9052061734640156,2.1905928860448816
2,mi,0.1,1.0,0.1,0.1,0.3,0.10783414765639844,343.9038255846235,396.1814966123542,1.8234488981914283,1.7191664380344822,1.3844066723345465,1.5199651622281922
2,mi,0.3162277660168379,1.0,0.1,0.1,0.3,0.10700462626027739,344.0636665494139,397.7066326689728,1.3297140582117275,1.2843426275606185,1.1449114403715084,1.1997895867859651
1,eig_within,3.162277660168379e-06,1.0,0.1,0.1,0.2,0.11612227226280072,342.3026835626552,338.35088425271545,10.407594253138114,10.249543493394578,11.346218068044015,11.786331492456835
1,eig_within,1e-05,1.0,0.1,0.1,0.2,0.16668448568172908,332.36779993627596,320.36679937220566,8.048854331472514,7.909233056016125,8.499916524896147,8.939348486033396
1,eig_within,3.1622776601683795e-05,1.0,0.1,0.1,0.2,0.26023974602103156,313.15525614578286,289.3744129473575,6.183933535493198,6.060887113978703,6.2871277718564516,6.710732652261536
1,eig_within,0.0001,1.0,0.1,0.1,0.2,0.4291266897381967,275.09587494831453,235.71849060181785,4.713625542739308,4.60597724548701,4.584987186850433,4.978714931182141
1,eig_within,0.0003162277660168,1.0,0.1,0.1,0.2,0.6448272567408966,216.98715390936462,196.04975067700198,3.56031187344236,3.4675359801679546,3.298317938450693,3.6480268900999393
1,eig_within,0.001,1.0,0.1,0.1,0.2,0.7078279410296319,196.80383144987644,208.0294861314415,2.664634784297975,2.5869791636932513,2.35537798090771,2.645809286848777
1,eig_within,0.0031622776601683,1.0,0.1,0.1,0.2,0.615505388335391,225.7664154381619,243.8947680681444,1.9840518169584735,1.92293689888526,1.7046276560959868,1.9195324009109818
1,eig_within,0.01,1.0,0.1,0.1,0.2,0.5522208781070769,243.6386188067417,262.9230469048236,1.4962930531201408,1.4555737908156146,1.3089639721754198,1.43723652221161
1,eig_within,0.0316227766016837,1.0,0.1,0.1,0.2,0.5369015314500877,247.77123242597227,267.0701511992682,1.204071480812403,1.1843020950103358,1.1153042907879305,1.1728805033695493
0,eig_within,3.162277660168379e-06,1.0,0.1,0.1,0.1,0.048777186196012595,355.1038145046102,364.76729668184396,7.087781123190065,7.020194435028442,8.43126666953896,8.483170929527969
0,eig_within,1e-05,1.0,0.1,0.1,0.1,0.055558772727422295,353.83572319237896,361.93669558156427,5.526437686431623,5.468648277504788,6.488118297996776,6.562890486376733
0,eig_within,3.1622776601683795e-05,1.0,0.1,0.1,0.1,0.0653362644755869,351.99938520258166,357.9518848976289,4.290294722279984,4.2407822373321435,4.954881017912551,5.044654710453559
0,eig_within,0.0001,1.0,0.1,0.1,0.1,0.0798894148048987,349.2482367142688,352.1924633904744,3.314073665560405,3.2717763889757814,3.750525200214129,3.8482814764008024
0,eig_within,0.0003162277660168,1.0,0.1,0.1,0.1,0.10210505446874257,345.00625746165275,343.7119863289763,2.547003430934285,2.511297803851747,2.812640307868224,2.9116160212652202
0,eig_within,0.001,1.0,0.1,0.1,0.1,0.13532255599047271,338.5643871572855,331.5656394555723,1.9506833308839984,1.9213815298859171,2.0954420199442003,2.188217324591535
0,eig_within,0.0031622776601683,1.0,0.1,0.1,0.1,0.17632377452351514,330.4398938677474,317.2023648693639,1.5005299829426273,1.479215790229542,1.5707793722173655,1.6475927036008264
0,eig_within,0.01,1.0,0.1,0.1,0.1,0.21263122645972068,323.0749621665685,304.8238221727059,1.212074621223027,1.200909259854574,1.2410967470369545,1.290262228945693
0,eig_within,0.0316227766016837,1.0,0.1,0.1,0.1,0.2322041063567467,319.0340970757218,298.40155497443845,1.0759401877009591,1.0715920548453508,1.0861155915992486,1.1084987402446203
2,eig_code,3.162277660168379e-06,1.0,0.1,0.1,0.3,0.06618646706239828,351.83925334754974,366.45112257168745,11.144953285036596,11.292594050959332,12.270838987681191,12.8255807377061
2,eig_code,1e-05,1.0,0.1,0.1,0.3,0.13292873847717998,339.03271277937165,339.3154147055141,8.52032292001959,8.605562970309546,8.941937301782415,9.526886462841732
2,eig_code,3.1622776601683795e-05,1.0,0.1,0.1,0.3,0.28239425446618893,308.4303894606428,278.50471046350486,6.459745136392461,6.499018032915333,6.414583426237181,6.988208944735115
2,eig_code,0.0001,1.0,0.1,0.1,0.3,0.4577707954251559,268.10546162903756,249.88750518770303,4.85074123558679,4.857411068269014,4.530460393419338,5.057087084869428
2,eig_code,0.0003162277660168,1.0,0.1,0.1,0.3,0.43072361502515066,274.7108374938863,285.8562279837678,3.604874061450416,3.5901025219568887,3.163791330038503,3.6129203525830915
2,eig_code,0.001,1.0,0.1,0.1,0.3,0.33137924431888316,297.7173438418857,317.7654040042648,2.6539172376521707,2.62760277230784,2.2145940162464157,2.562186144385435
2,eig_code,0.0031622776601683,1.0,0.1,0.1,0.3,0.2736901215180402,310.2952905023561,335.94964002593287,1.948308452293159,1.9201736620786456,1.6024996444365704,1.8349207625274435
2,eig_code,0.01,1.0,0.1,0.1,0.3,0.2521357758563419,314.8658700486658,343.93028419884973,1.4613188534734325,1.441054642122474,1.2564756234371912,1.3805273443168065
2,eig_code,0.0316227766016837,1.0,0.1,0.1,0.3,0.24509146531627282,316.3452926179915,346.93198172854306,1.1842928065863867,1.174719278397051,1.094796556630468,1.1463693500879422
3,mi,3.1622776601683795e-05,1.0,0.1,0.1,0.5,0.41330045534702575,278.8830273768735,303.5594677949292,48.659765019466114,46.52170308250818,38.24051498350946,44.37511818224426
3,mi,0.0001,1.0,0.1,0.1,0.5,0.26174190848279444,312.83714692375105,346.46233916584407,32.24139487981661,30.52300719572895,23.659764734088128,27.98002840392877
3,mi,0.0003162277660168,1.0,0.1,0.1,0.5,0.1646734235380799,332.7686142139416,373.5283607060402,20.971055623631763,19.670227757485716,14.321718937404691,17.2096127695053
3,mi,0.001,1.0,0.1,0.1,0.5,0.1204163666524697,341.47017608115567,386.5875902632533,13.418202025595104,12.445893503577258,8.522178090465943,10.39496494325943
