r2,rmse,r2_boot_sd,r2_boot_lo,r2_boot_hi,hab,dis,first_drop,task,cell,metric,rule,experiment,family,control,seed,setting,world_EIGs,sd_epsilon,sigma_true,V_prior,alpha_prior,beta_prior,seconds,host,procs,job,smoke,order,fam1,fam6,dev_pose,dev_number,dev_identity,dev_animacy,r2_paper
0.47842448948190824,0.2156713335211202,0.010796232748821221,0.45402398578482756,0.4968201947293554,,,,kl_exp2_f07,kl,kl,rmse,exp2,7,False,9207006,10,0.0999999999999999,1.0,0.1,1.0,10.0,0.1,256.83149671554565,sh03-15n19.int,24,45063048,False,anim>iden>numb>pose,4.9519038601430125,1.9610376616864862,2.555555555555556,2.5570818070818073,2.687319289549773,3.114207650273224,
0.4952571209068191,0.2121626484196458,0.010805789507399872,0.47156989846857233,0.5130749544585238,,,,kl_exp2_f08,kl,kl,rmse,exp2,8,False,9208006,10,0.0999999999999999,1.0,0.1,1.0,10.0,0.1,328.29479217529297,sh03-15n19.int,24,45063048,False,anim>iden>numb>pose,4.901582395170917,1.9599812746777636,2.4999999999999996,2.5720390720390722,2.6864931846344486,3.1257741347905283,
0.8898168748088441,120.54754712061545,0.014189461517180767,0.8534364340622994,0.9073338543825589,0.84887875665841,1.1130716591349257,0.0839562463008835,mi_concept_exp1_control,mi_concept,mi_concept,r2,exp1,0,True,5000006,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,1373.4541051387787,sh03-09n02.int,24,45063047,False,,,,,,,,0.8344511274079419
0.8951783568224662,117.18813138681605,0.013039912218951242,0.8607710795669029,0.9110887492641776,0.8384555629711484,1.122092021817992,0.08472740401973766,mi_concept_exp1_f01,mi_concept,mi_concept,r2,exp1,1,False,9101000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,897.0022313594818,sh04-17n29.int,24,45063045,False,,,,,,,,0.8475851340142287
0.9173347240703117,107.94876472587077,0.012087272678385913,0.8849229802420533,0.9323808452029044,0.8471864555366829,1.114743241495279,0.08133252972439875,mi_concept_exp1_f02,mi_concept,mi_concept,r2,exp1,2,False,9102000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,904.5474252700806,sh04-17n29.int,24,45063045,False,,,,,,,,0.8474957836324173
0.860605725095371,136.28597868407363,0.015317529467743455,0.8190603202821587,0.8795725727800715,0.8474581880764308,1.1205631565929417,0.07108027006751705,mi_concept_exp1_f03,mi_concept,mi_concept,r2,exp1,3,False,9103000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,900.156229019165,sh04-17n29.int,24,45063045,False,,,,,,,,0.7936312016092615
0.9017219325666379,119.02651706685258,0.013176755875768083,0.8659316180075283,0.9189409741493051,0.8513649369731652,1.117969713091886,0.07372095849398452,mi_concept_exp1_f04,mi_concept,mi_concept,r2,exp1,4,False,9104000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,2105.8449189662933,sh03-15n19.int,24,45063048,False,,,,,,,,0.832175575402189
0.8928319684179966,125.86843293520556,0.01400474004411526,0.8561720100258501,0.9104303554224834,0.8422148209825145,1.1200470900434476,0.08556466102809057,mi_concept_exp1_f05,mi_concept,mi_concept,r2,exp1,5,False,9105000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,903.8995265960693,sh04-17n29.int,24,45063045,False,,,,,,,,0.8624709252306257
0.8817701589757381,123.32712927565707,0.01382736350949575,0.8444720879297009,0.8992055061233083,0.8540462586831357,1.112997073950425,0.06728535728832963,mi_concept_exp1_f06,mi_concept,mi_concept,r2,exp1,6,False,9106000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,2004.601737499237,sh03-15n19.int,24,45063047,False,,,,,,,,0.7984546835556849
0.8958191713703658,115.88241228928699,0.013431532695973983,0.861302081752442,0.9140437579472821,0.8356571752249407,1.1208355601903148,0.0887889152741771,mi_concept_exp1_f07,mi_concept,mi_concept,r2,exp1,7,False,9107000,18,3.1622776601683795e-05,1.0,0.1,3.0,1.0,0.1,898.679536819458,sh04-17n29.int,24,45063045,False,,,,,,,,0.8466818325970918
