setting,metric,world_EIGs,V_prior,alpha_prior,beta_prior,eps_fixed,sd_epsilon,infer_eps,sigma_true,window,r2_21,rmse21_full,rmse21_cv,b21,bg1,bg2,bg11,dev,scale
0,mi_concept,1e-07,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,,,,,80.0,80.0,80.0,80.0,1.0
0,mi_concept,3.162277660168379e-07,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.3125044297610877,301.8903012227417,284.0468940472908,103.00431492909023,67.55208333333333,68.63541666666667,69.20833333333333,69.52604166666666,1.0
0,mi_concept,1e-06,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.3087020920354067,302.7239837547986,278.32803456400484,75.59100684642114,54.947916666666664,53.354166666666664,50.635416666666664,55.996875,1.0
0,mi_concept,3.162277660168379e-06,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.5385587449046786,247.3275062511253,265.20820147318807,100.42255939265442,41.135416666666664,39.364583333333336,35.520833333333336,40.344791666666666,1.0
0,mi_concept,1e-05,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.3975568095718523,282.600065739358,276.2659843116518,143.25361533695454,27.260416666666668,26.239583333333332,23.979166666666668,26.709375,1.0
0,mi_concept,3.1622776601683795e-05,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.7326409853699437,188.2615476561793,194.7298170780898,259.9652886491766,19.427083333333332,17.020833333333332,16.5625,18.76770833333333,1.0
0,mi_concept,0.0001,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.7301914086151724,189.1220191444876,187.68420568325013,420.88465430743884,13.770833333333334,12.239583333333334,11.552083333333334,12.4375,1.0
0,mi_concept,0.00031622776601683794,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.7235469448206252,191.43657053325285,206.59004010811955,439.15406216980097,10.333333333333334,7.989583333333333,7.177083333333333,8.314583333333335,1.0
0,mi_concept,0.001,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.4588840218448946,267.83010258541594,271.76020803083964,475.70436203314034,7.104166666666667,5.916666666666667,5.020833333333333,5.479166666666667,1.0
0,mi_concept,0.0031622776601683794,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.23785305987494806,317.85830548378067,378.0553140537377,408.7939532171856,5.145833333333333,4.166666666666667,3.1875,3.7145833333333336,1.0
0,mi_concept,0.01,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.2556346963849079,314.12844858707376,360.50043303741944,469.78223639653874,3.875,3.0729166666666665,2.2916666666666665,2.5302083333333334,1.0
0,mi_concept,0.03162277660168379,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.1224894629918142,341.0675320622669,375.4311237882408,428.34484244994815,2.3645833333333335,2.3854166666666665,1.5625,1.86875,1.0
0,mi_concept,0.1,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.02118373323869797,360.21749166585715,375.98922000793647,308.8617683886705,1.6041666666666667,1.6666666666666667,1.3229166666666667,1.4291666666666667,1.0
0,mi_concept,0.31622776601683794,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.0018548738262831484,364.09457553176964,362.69368739217003,-148.13763598137075,1.1770833333333333,1.2708333333333333,1.0729166666666667,1.221875,1.0
0,mi_concept,1.0,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.03271176181387893,364.09457553176964,360.26577905524965,-1850.9991704012255,1.0520833333333333,1.09375,1.0520833333333333,1.0958333333333332,1.0
0,mi_concept,3.1622776601683795,3.0,1.0,0.1,,1.0,True,0.1,exemplar_mean,0.07773078248826108,364.09457553176964,360.26577905524965,-9520.94964947731,1.0104166666666667,1.0208333333333333,1.03125,1.01875,1.0
