setting,metric,world_EIGs,V_prior,alpha_prior,beta_prior,eps_fixed,r2_21,rmse21_full,rmse21_cv,b21,bg1,bg2,bg11,dev
1,eig_code,3.162277660168379e-06,1.0,1.0,0.1,,0.11903398975557132,341.73840251368534,382.0922897942401,42.31394480890631,80.0,79.55208333333333,69.22916666666667,74.26458333333332
1,eig_code,1e-05,1.0,1.0,0.1,,0.21448147414111288,322.69513996062454,361.8901447685858,24.289359600645568,79.86458333333333,78.63541666666667,56.46875,65.91770833333332
1,eig_code,3.1622776601683795e-05,1.0,1.0,0.1,,0.1728015618055899,331.14565540699675,376.8480565505692,12.802576640991948,77.71875,75.03125,41.22916666666666,52.695833333333326
1,eig_code,0.0001,1.0,1.0,0.1,,0.1560978460255994,334.4723767931249,386.1762445003008,11.181358247989994,76.3125,59.3125,30.42708333333333,38.74479166666667
1,eig_code,0.0003162277660168,1.0,1.0,0.1,,0.1578688579285307,334.1212308321529,386.95240535314275,11.525968749357228,68.73958333333333,50.0,19.36458333333333,28.18333333333333
1,eig_code,0.001,1.0,1.0,0.1,,0.18085965733479362,329.52879204977626,381.4035248986144,18.6291750349593,51.34375,31.9375,14.15625,19.569791666666667
1,eig_code,0.0031622776601683,1.0,1.0,0.1,,0.2361116407012425,318.2212333485385,371.22032414014996,33.73000610528691,33.833333333333336,18.34375,10.4375,12.865625
1,eig_code,0.01,1.0,1.0,0.1,,0.18813518313338456,328.0621065154665,381.25899882034884,53.81035533560265,18.92708333333333,11.645833333333334,6.583333333333333,7.689583333333334
1,eig_code,0.0316227766016837,1.0,1.0,0.1,,0.2085811664666738,323.9048113483694,379.4242612629996,89.0328165879141,11.1875,6.875,3.375,4.823958333333334
1,kl,3.162277660168379e-06,1.0,1.0,0.1,,0.14120252146830536,337.41127345009744,375.0786756179328,12.224978305273963,79.5625,77.72916666666667,44.47916666666666,59.796875
1,kl,1e-05,1.0,1.0,0.1,,0.12170966635382434,341.2190426385019,387.32093962922175,8.752270073136867,77.52083333333333,75.17708333333333,32.614583333333336,45.07291666666667
1,kl,3.1622776601683795e-05,1.0,1.0,0.1,,0.1579524206355691,334.104653386089,385.46136355804975,9.946449165081372,74.45833333333333,62.25,23.61458333333333,34.78125
1,kl,0.0001,1.0,1.0,0.1,,0.1743048309822174,330.8446227870271,387.6321469573649,12.005093074917125,68.16666666666667,49.125,16.71875,25.24791666666666
1,kl,0.0003162277660168,1.0,1.0,0.1,,0.26584383186489796,311.96684054045494,366.1254206990437,22.43233075943826,49.79166666666666,27.041666666666668,12.34375,18.601041666666667
1,kl,0.001,1.0,1.0,0.1,,0.25409101576937343,314.45400302158566,366.7489799390578,34.886932703624474,32.114583333333336,17.052083333333332,8.802083333333334,13.048958333333335
1,kl,0.0031622776601683,1.0,1.0,0.1,,0.23922557833233885,317.5719676671143,374.2517059902164,57.4955807472357,19.90625,12.0,6.510416666666667,7.758333333333335
1,kl,0.01,1.0,1.0,0.1,,0.2138353111984206,322.82783624433324,378.7036513019969,98.24434185260047,11.0625,7.28125,3.8541666666666665,5.113541666666667
1,kl,0.0316227766016837,1.0,1.0,0.1,,0.22194466242701477,321.1585229204463,379.6248019150641,144.79458828436174,7.572916666666667,5.166666666666667,2.145833333333333,3.257291666666667
1,mi,3.1622776601683795e-05,1.0,1.0,0.1,,0.1674555324615903,332.2139983897538,382.61897841328766,9.772917249837992,78.63541666666667,74.35416666666667,28.65625,43.158333333333324
1,mi,0.0001,1.0,1.0,0.1,,0.13437764757881715,338.74932605457343,387.35006972878836,8.778586559109396,74.96875,62.29166666666666,20.010416666666668,33.463541666666664
1,mi,0.0003162277660168,1.0,1.0,0.1,,0.2196947498157262,321.6225368263499,379.19930079377707,13.825724711434038,66.125,44.458333333333336,14.125,25.161458333333332
1,mi,0.001,1.0,1.0,0.1,,0.21437058876689755,322.71791530423025,377.39619332362616,19.04456682106849,50.958333333333336,26.697916666666668,9.510416666666666,15.709375
1,mi,0.0031622776601683,1.0,1.0,0.1,,0.2406149378314691,317.28185324812677,372.89060786724605,34.98541711300875,30.89583333333333,16.291666666666668,6.9375,10.311458333333333
1,mi,0.01,1.0,1.0,0.1,,0.2290187813666221,319.6951942993105,374.44826446655264,58.30625380567595,18.15625,8.833333333333334,4.260416666666667,6.0947916666666675
1,mi,0.0316227766016837,1.0,1.0,0.1,,0.2552329963618706,314.2131975570255,358.46084665781973,107.1545498239251,10.697916666666666,5.833333333333333,2.489583333333333,3.9
1,mi,0.0999999999999999,1.0,1.0,0.1,,0.22336366323815532,320.86552822120217,377.8283979866712,153.1488113707713,6.927083333333333,3.78125,1.84375,2.4875
1,mi,0.3162277660168379,1.0,1.0,0.1,,0.14533608896997136,336.59827933954153,388.6530475952655,254.53024535360439,3.5729166666666665,2.770833333333333,1.40625,1.7458333333333331
1,surprisal_b,0.01,1.0,1.0,0.1,,0.12765821938413838,340.06156201469764,350.0478955979919,67.61653652658038,74.67708333333333,72.63541666666667,71.47916666666667,74.21354166666666
1,surprisal_b,0.0273841963426436,1.0,1.0,0.1,,0.260274443669048,313.1479119567645,322.2823534691318,90.71132675451061,68.16666666666667,67.67708333333333,65.25,64.85
1,surprisal_b,0.0749894209332455,1.0,1.0,0.1,,0.08676251900560056,347.94137257929543,364.69715313368386,35.83650771588143,46.59375,44.239583333333336,38.53125,45.878125
1,surprisal_b,0.2053525026457146,1.0,1.0,0.1,,0.016778211423829757,361.02722706792593,377.9585470787547,22.67986822408878,23.34375,23.96875,17.895833333333332,22.36354166666667
1,surprisal_b,0.5623413251903491,1.0,1.0,0.1,,0.015035543308402639,361.3470288226883,368.7532392884531,49.812186955042655,9.270833333333334,11.0,8.822916666666666,9.595833333333335
1,surprisal_b,1.539926526059492,1.0,1.0,0.1,,0.1112661103065251,343.2417276552116,361.18751770410245,276.00049454301444,4.447916666666667,3.9583333333333335,3.78125,4.284374999999999
1,surprisal_b,4.216965034285822,1.0,1.0,0.1,,0.0032582746122572542,364.09457553176964,369.21371887243316,-133.93832053226728,2.21875,2.3125,2.0,2.1395833333333334
1,surprisal_b,11.547819846894582,1.0,1.0,0.1,,0.0015278922990587722,363.81632055618957,373.6244553478794,181.60542460828933,1.4583333333333333,1.6145833333333333,1.5104166666666667,1.4145833333333333
1,surprisal_b,31.6227766016838,1.0,1.0,0.1,,0.00045396172860013255,364.0119236490658,368.6534212443667,147.96155723033783,1.1145833333333333,1.1875,1.0833333333333333,1.146875
2,eig_code,3.162277660168379e-06,1.0,1.0,1.0,,0.0354586595488116,357.5811623886343,383.27220028432475,8.227664975874012,79.52083333333333,77.88541666666667,56.375,64.48125
2,eig_code,1e-05,1.0,1.0,1.0,,0.06901614422048843,351.3057705760713,386.34482675159825,8.821167153647886,77.70833333333333,75.67708333333333,42.614583333333336,54.685416666666676
2,eig_code,3.1622776601683795e-05,1.0,1.0,1.0,,0.12429023476749382,340.717393698698,386.2794150180562,10.359626340566333,76.625,67.57291666666667,30.635416666666668,45.139583333333334
2,eig_code,0.0001,1.0,1.0,1.0,,0.1979387432978797,326.07535655324733,379.87346855802423,17.155473602742294,69.625,47.9375,32.854166666666664,36.24062500000001
2,eig_code,0.0003162277660168,1.0,1.0,1.0,,0.16824546554654182,332.05635569485094,387.14975392477436,14.871442494538957,58.63541666666666,36.864583333333336,13.822916666666666,23.260416666666664
2,eig_code,0.001,1.0,1.0,1.0,,0.17257278718851018,331.19144398670477,382.6428737582577,26.544647174795248,38.5,23.885416666666668,12.760416666666666,16.256249999999998
2,eig_code,0.0031622776601683,1.0,1.0,1.0,,0.1841653767532149,328.8631973299966,377.47127788286326,56.1958515718993,21.75,12.5,9.21875,9.796875000000002
2,eig_code,0.01,1.0,1.0,1.0,,0.20210001708396202,325.22838048783217,377.04647774852674,87.18876288773102,13.791666666666666,7.03125,5.791666666666667,5.665625
2,eig_code,0.0316227766016837,1.0,1.0,1.0,,0.17776684258387218,330.15030417074456,378.94991296888304,115.12084611644185,8.979166666666666,5.21875,2.739583333333333,3.4364583333333334
2,kl,3.162277660168379e-06,1.0,1.0,1.0,,0.07373613332540983,350.4140975267324,385.0255406233294,9.696837035106865,78.46875,70.35416666666667,45.5625,56.05520833333334
2,kl,1e-05,1.0,1.0,1.0,,0.12123915278980778,341.310428530752,385.34528570614566,9.366859706379268,78.09375,63.625,31.73958333333333,43.151041666666664
2,kl,3.1622776601683795e-05,1.0,1.0,1.0,,0.17338094187997038,331.0296658254695,386.4469462777685,11.505936239560867,72.10416666666667,50.75,21.885416666666668,30.528125
2,kl,0.0001,1.0,1.0,1.0,,0.1849068862676142,328.71371199448606,383.4018015197326,15.227691377532,58.645833333333336,34.760416666666664,13.84375,22.394791666666666
2,kl,0.0003162277660168,1.0,1.0,1.0,,0.1924283015838234,327.1935651648927,381.35869232457446,18.48740632177776,47.770833333333336,26.95833333333333,9.21875,14.973958333333332
2,kl,0.001,1.0,1.0,1.0,,0.22476216541958563,320.5765040592895,375.10156981704864,35.260335328581974,29.45833333333333,13.916666666666666,6.34375,9.884374999999999
2,kl,0.0031622776601683,1.0,1.0,1.0,,0.21086699054340519,323.43671230406494,376.25158949246077,58.84658475196067,18.52083333333333,8.4375,5.260416666666667,6.109375
2,kl,0.01,1.0,1.0,1.0,,0.23620821285938828,318.201117658702,372.9041563145603,97.16828203764501,11.791666666666666,6.5625,3.333333333333333,4.153124999999999
2,kl,0.0316227766016837,1.0,1.0,1.0,,0.21835570477920221,321.8983791700818,375.15196652490624,136.035960978694,8.09375,3.78125,2.1354166666666665,2.775
2,mi,3.1622776601683795e-05,1.0,1.0,1.0,,0.08294337878009261,348.66815533027665,386.71349469258064,7.359762378073904,77.59375,69.21875,31.58333333333333,47.217708333333334
2,mi,0.0001,1.0,1.0,1.0,,0.09991754232144874,345.42626554606557,390.36161256497326,8.29926046640172,72.375,65.54166666666667,22.791666666666668,34.561458333333334
2,mi,0.0003162277660168,1.0,1.0,1.0,,0.20368973154750583,324.90423081201493,378.8053302367015,12.23134722058679,70.71875,45.052083333333336,15.53125,27.229166666666664
2,mi,0.001,1.0,1.0,1.0,,0.2532090507960938,314.63985376847427,370.2710105983773,21.533001938225084,48.60416666666666,25.010416666666668,11.208333333333334,17.465624999999996
2,mi,0.0031622776601683,1.0,1.0,1.0,,0.21371448118218672,322.8526438924972,377.6660142981298,35.25366881624787,28.260416666666668,16.770833333333332,7.46875,10.145833333333332
2,mi,0.01,1.0,1.0,1.0,,0.18849561172088022,327.98927660237393,379.26692155123493,52.05937697558081,18.5,9.09375,4.4375,5.417708333333333
2,mi,0.0316227766016837,1.0,1.0,1.0,,0.211514784609359,323.30393152024095,377.0459273073547,85.26439691395491,11.708333333333334,5.666666666666667,3.0,3.4302083333333337
2,mi,0.0999999999999999,1.0,1.0,1.0,,0.23587478037592047,318.2705652581065,372.68925407254216,143.31463833515744,7.40625,3.9166666666666665,1.90625,2.3427083333333334
2,mi,0.3162277660168379,1.0,1.0,1.0,,0.18797420434764328,328.09462943112777,384.52193871825267,218.9553217262199,4.46875,3.0104166666666665,1.375,1.825
2,surprisal_b,0.01,1.0,1.0,1.0,,0.07763985141948836,349.67491174392285,367.12886471199346,75.0949840779383,77.9375,75.88541666666667,74.46875,76.36979166666667
2,surprisal_b,0.0273841963426436,1.0,1.0,1.0,,0.02611785649299126,359.30843288733274,363.79038601827716,28.348357379827622,71.60416666666667,68.73958333333333,69.84375,70.53437500000001
2,surprisal_b,0.0749894209332455,1.0,1.0,1.0,,0.25517282757549,314.2258897445422,330.17149633087945,53.31557526792481,62.60416666666666,60.40625,50.427083333333336,56.45729166666666
2,surprisal_b,0.2053525026457146,1.0,1.0,1.0,,0.0005765973165339583,364.09457553176964,365.25005820732855,-2.5847227814453984,35.104166666666664,37.66666666666666,31.36458333333333,33.94895833333332
2,surprisal_b,0.5623413251903491,1.0,1.0,1.0,,0.045669794002251296,355.6833564937264,381.0833648977942,50.11313411009123,17.53125,15.510416666666666,13.03125,14.525000000000002
2,surprisal_b,1.539926526059492,1.0,1.0,1.0,,0.005197541748774049,363.14714447141716,364.34978436288253,36.171118619315685,5.8125,6.90625,5.385416666666667,6.346875
2,surprisal_b,4.216965034285822,1.0,1.0,1.0,,0.023732414535706858,364.09457553176964,360.26577905524965,-241.92668284066787,3.1666666666666665,3.3125,3.052083333333333,2.7927083333333336
2,surprisal_b,11.547819846894582,1.0,1.0,1.0,,0.010903361257614243,362.10420789292084,381.212058923429,371.7838087276024,1.7916666666666667,1.7395833333333333,1.6145833333333333,1.7041666666666668
2,surprisal_b,31.6227766016838,1.0,1.0,1.0,,0.23629804894270667,318.1824039312123,357.07733916693934,2678.607249537635,1.40625,1.34375,1.2291666666666667,1.2656250000000002
3,eig_code,3.162277660168379e-06,1.0,1.0,1.0,,0.09692720700081142,345.99959293622,384.4775369978878,7.508159239779421,80.0,78.3125,37.78125,51.871875
3,eig_code,1e-05,1.0,1.0,1.0,,0.09184007616715846,346.97275555646615,387.1407668903518,6.640545679975874,79.875,70.09375,24.70833333333333,40.29166666666667
3,eig_code,3.1622776601683795e-05,1.0,1.0,1.0,,0.12379521658431082,340.8136798676821,385.64765430271797,7.227682319969156,77.51041666666667,64.40625,19.229166666666668,33.65
3,eig_code,0.0001,1.0,1.0,1.0,,0.1316672116026808,339.2792573499859,390.8816022429058,9.155073024487926,69.58333333333333,52.66666666666666,15.177083333333334,25.94375
3,eig_code,0.0003162277660168,1.0,1.0,1.0,,0.19075117208650524,327.53313957859604,382.4728599801967,15.385343816728072,57.26041666666666,33.604166666666664,12.020833333333334,18.848958333333332
3,eig_code,0.001,1.0,1.0,1.0,,0.2091918848187005,323.77981256067926,380.68118257794725,27.105608363725878,37.16666666666666,19.86458333333333,7.958333333333333,13.246875
3,eig_code,0.0031622776601683,1.0,1.0,1.0,,0.18542977002793315,328.60825984863305,379.55538286208326,45.789920133448554,21.697916666666668,12.614583333333334,5.666666666666667,8.496875
3,eig_code,0.01,1.0,1.0,1.0,,0.1453943005830617,336.5868162005225,387.43124989329806,68.36983563211905,13.0625,8.40625,4.666666666666667,5.086458333333334
3,eig_code,0.0316227766016837,1.0,1.0,1.0,,0.20964474183287327,323.6870928770187,380.1043587579885,135.82271143434323,8.0625,4.635416666666667,2.864583333333333,3.2989583333333328
3,kl,3.162277660168379e-06,1.0,1.0,1.0,,0.08903049381847479,347.5090574200433,385.6576098605654,5.694993268941656,79.85416666666667,77.05208333333333,22.33333333333333,41.271874999999994
3,kl,1e-05,1.0,1.0,1.0,,0.12086564472705467,341.3829560301272,386.8273826093865,6.9377618315409,77.70833333333333,67.89583333333333,17.625,33.49062500000001
3,kl,3.1622776601683795e-05,1.0,1.0,1.0,,0.14148986459384547,337.35482188643294,389.31380572680854,8.285098397370879,75.11458333333333,59.16666666666666,14.197916666666666,25.73229166666666
3,kl,0.0001,1.0,1.0,1.0,,0.18087046184014063,329.5266187913303,384.1924233662754,11.614563438725328,66.65625,40.0625,12.385416666666666,20.161458333333332
3,kl,0.0003162277660168,1.0,1.0,1.0,,0.181736904368496,329.3522926284808,381.0395607423951,17.349420269833182,49.76041666666666,27.11458333333333,9.083333333333334,13.897916666666665
3,kl,0.001,1.0,1.0,1.0,,0.21966100580643153,321.6294909744479,375.75153422154546,31.51412746504877,31.84375,17.979166666666668,6.875,10.021875
3,kl,0.0031622776601683,1.0,1.0,1.0,,0.22437408459100588,320.6567336507351,374.2665105020693,52.17428612838899,20.46875,9.979166666666666,5.010416666666667,6.663541666666665
3,kl,0.01,1.0,1.0,1.0,,0.22979597118330367,319.53401884444975,374.01947334264094,89.72982690397468,12.59375,6.71875,3.5416666666666665,4.419791666666667
3,kl,0.0316227766016837,1.0,1.0,1.0,,0.2264523233456248,320.22685616004765,378.1124051457433,145.75772576515058,7.697916666666667,4.291666666666667,2.333333333333333,2.928125
3,mi,3.1622776601683795e-05,1.0,1.0,1.0,,0.09860401493700724,345.67822104210717,386.7491462978479,5.7916856620175325,78.28125,71.26041666666667,16.708333333333332,33.796875
3,mi,0.0001,1.0,1.0,1.0,,0.15036998180168845,335.605548756561,386.2109928299158,7.854992841933094,74.82291666666667,60.302083333333336,12.760416666666666,26.506249999999994
3,mi,0.0003162277660168,1.0,1.0,1.0,,0.18915580379306615,327.85583309828604,383.5662859098878,11.020163852403247,68.61458333333333,43.145833333333336,9.927083333333334,19.621875
3,mi,0.001,1.0,1.0,1.0,,0.2307940368474157,319.3269183202687,375.19336271132266,19.375775682775405,48.583333333333336,26.39583333333333,8.625,14.15
3,mi,0.0031622776601683,1.0,1.0,1.0,,0.19661079659694436,326.3451810885731,380.98317521984774,29.781154835124646,29.98958333333333,15.947916666666666,6.34375,8.670833333333334
3,mi,0.01,1.0,1.0,1.0,,0.24447428340824573,316.4745815934553,365.18723906117646,56.87387431774223,18.42708333333333,9.135416666666666,3.2916666666666665,5.4375
3,mi,0.0316227766016837,1.0,1.0,1.0,,0.19868931943416776,325.92274871655144,379.601652294272,89.46260972773278,10.9375,5.625,3.0104166666666665,3.3708333333333336
3,mi,0.0999999999999999,1.0,1.0,1.0,,0.19326540512092794,327.02394189442504,382.69097396868335,143.18278634303488,6.71875,4.333333333333333,1.96875,2.2947916666666663
3,mi,0.3162277660168379,1.0,1.0,1.0,,0.20550754548136918,324.5331738821513,380.9815869507993,263.9505142479212,4.052083333333333,2.614583333333333,1.4479166666666667,1.8
3,surprisal_b,0.01,1.0,1.0,1.0,,0.0013968366479142039,363.84019634598013,388.6600617823234,9.163066086711474,76.65625,72.61458333333333,76.03125,74.52187500000001
3,surprisal_b,0.0273841963426436,1.0,1.0,1.0,,0.0017488147543978623,364.09457553176964,366.6552041735145,-7.3683133282130235,66.63541666666667,69.66666666666667,69.58333333333333,67.553125
3,surprisal_b,0.0749894209332455,1.0,1.0,1.0,,0.07188210808965106,350.7646195686824,369.9892413039288,27.238660376183745,53.35416666666666,56.29166666666666,47.66666666666666,51.428125
3,surprisal_b,0.2053525026457146,1.0,1.0,1.0,,0.0006444743116496961,364.09457553176964,376.17000457820905,-2.424221977725037,37.78125,35.15625,29.70833333333333,27.557291666666664
3,surprisal_b,0.5623413251903491,1.0,1.0,1.0,,0.011372294747071781,364.09457553176964,365.2835022768213,-26.100668097481194,15.364583333333334,15.1875,11.635416666666666,11.802083333333332
3,surprisal_b,1.539926526059492,1.0,1.0,1.0,,0.11287493885852708,342.9309106395692,370.503672832469,275.58155451576886,5.760416666666667,5.333333333333333,4.645833333333333,5.258333333333334
3,surprisal_b,4.216965034285822,1.0,1.0,1.0,,0.06685467503714339,351.7133481964879,380.28813150658726,393.5173683130793,2.8854166666666665,2.6041666666666665,2.3229166666666665,2.5135416666666663
3,surprisal_b,11.547819846894582,1.0,1.0,1.0,,0.004879988191065375,363.2051004331337,376.60691734445805,246.78174894457737,1.6458333333333333,1.7395833333333333,1.4895833333333333,1.5708333333333333
3,surprisal_b,31.6227766016838,1.0,1.0,1.0,,0.03492276212899967,357.6804843175009,365.3876263910426,1692.81145875348,1.1770833333333333,1.2083333333333333,1.2291666666666667,1.2177083333333332
4,eig_code,3.162277660168379e-06,1.0,10.0,0.1,,,,,,80.0,80.0,80.0,80.0
4,eig_code,1e-05,1.0,10.0,0.1,,,,,,80.0,80.0,80.0,80.0
4,eig_code,3.1622776601683795e-05,1.0,10.0,0.1,,0.19947088467712348,325.7637641666003,367.61016484207937,29.336665279102228,79.84375,76.77083333333333,61.44791666666666,68.21979166666668
4,eig_code,0.0001,1.0,10.0,0.1,,0.06925052079402126,351.26154691683183,385.3908385355318,10.513249191156762,78.375,73.46875,48.16666666666666,57.43541666666666
4,eig_code,0.0003162277660168,1.0,10.0,0.1,,0.08144111099327798,348.9536222195678,390.1160730605247,9.289155292511056,75.40625,61.69791666666666,34.708333333333336,42.934375
4,eig_code,0.001,1.0,10.0,0.1,,0.10824784297997811,343.8240826194617,389.8233072469333,11.811823967105385,60.1875,52.083333333333336,21.916666666666668,32.00416666666667
4,eig_code,0.0031622776601683,1.0,10.0,0.1,,0.19941949479912274,325.7742201831991,380.3077899127328,20.348361961088752,49.59375,28.52083333333333,13.71875,19.445833333333333
4,eig_code,0.01,1.0,10.0,0.1,,0.13433511124625747,338.7576489548177,383.5784449208607,32.159539310047506,28.09375,16.552083333333332,8.947916666666666,11.185416666666667
4,eig_code,0.0316227766016837,1.0,10.0,0.1,,0.16570299795292448,332.5634754716369,382.99615974818556,57.850995255245714,16.135416666666668,9.729166666666666,5.25,6.5375
4,kl,3.162277660168379e-06,1.0,10.0,0.1,,0.1822064100600845,329.2577906495059,364.858330108443,27.065440527173465,79.53125,77.63541666666667,61.8125,68.73854166666666
4,kl,1e-05,1.0,10.0,0.1,,0.16231531810954897,333.23798181135413,374.93324935083655,14.928629384197922,78.86458333333333,71.09375,43.78125,57.989583333333336
4,kl,3.1622776601683795e-05,1.0,10.0,0.1,,0.15207816940165708,335.2680102638271,387.94418720055063,14.372960142136115,74.45833333333333,60.85416666666666,33.0,45.76562499999999
4,kl,0.0001,1.0,10.0,0.1,,0.16794290628904487,332.1167446590679,382.5165121190169,14.905724458687606,62.739583333333336,48.09375,24.354166666666668,33.49583333333334
4,kl,0.0003162277660168,1.0,10.0,0.1,,0.21829517260754827,321.91084317118367,376.3532329316642,22.145433880284905,47.79166666666666,30.072916666666668,15.96875,21.58020833333333
