setting,metric,world_EIGs,pooled_rmse,pooled_r2,within_r2,within_rmse,within_b,pred_sd,pred_bg1,pred_bg10,pred_dev10,V_prior,alpha_prior,beta_prior,eps_fixed,sd_epsilon,infer_eps
18,eig_code,1e-07,4.145755689329233,0.7019411307084532,0.03293967862975499,11.464338141357903,1.227840031449661,1.9643688588048942,40.058664617014564,35.001304805630944,40.66682008756507,1.0,1.0,0.1,0.5,,False
18,eig_code,1.778279410038923e-07,4.120029160864196,0.7220357785921534,0.03409993455506626,11.457336074211794,1.3932175238803404,1.7577698891350675,35.06415013587316,30.217316452181393,35.104642307638464,1.0,1.0,0.1,0.5,,False
18,eig_code,3.162277660168379e-07,4.104906041819879,0.7328823759936743,0.034805955840974595,11.453499138030617,1.5465929337625333,1.5954061069544485,30.642689588053997,25.98468892848014,30.238875347485223,1.0,1.0,0.1,0.5,,False
18,eig_code,5.62341325190349e-07,4.100239820963999,0.7344881167134464,0.035062602927261904,11.452828527815239,1.6919794297284718,1.4586481220104817,26.72109404692138,22.244722670937758,25.94040069084939,1.0,1.0,0.1,0.5,,False
18,eig_code,1e-06,4.1072799168925584,0.7258440535469701,0.03482251207719933,11.45560324751236,1.823905164855211,1.3429810397265174,23.245717111526137,18.946181369464487,22.143878422978716,1.0,1.0,0.1,0.5,,False
18,eig_code,1.7782794100389227e-06,4.126176138968804,0.7068948390699191,0.03408664634207253,11.461746082148315,1.9373580266034893,1.2451910431972815,20.169222638678026,16.043660298519097,18.797766874772098,1.0,1.0,0.1,0.5,,False
18,eig_code,3.162277660168379e-06,4.155668212768486,0.6787440483793997,0.03291095428811274,11.470800030584218,2.03000803944094,1.1620762837708358,17.44942038489469,13.497028168483377,15.856807115625223,1.0,1.0,0.1,0.5,,False
18,eig_code,5.623413251903491e-06,4.193321506671766,0.6434714225759101,0.03139507477600694,11.482020887063133,2.102902484498787,1.0904116814159366,15.048690666023846,11.27096092892198,13.281046126603735,1.0,1.0,0.1,0.5,,False
18,eig_code,9.999999999999999e-06,4.236060272550956,0.6037157892549766,0.029661593451161407,11.494528083748413,2.1604280827911397,1.0269815705768401,12.933477690741677,9.3345430941879,11.035308870403798,1.0,1.0,0.1,0.5,,False
18,eig_code,1.7782794100389226e-05,4.2807875277881156,0.5621715321743286,0.027833078316387334,11.507461439554916,2.2097613610468185,0.9686225792423313,11.073840762378046,7.66091127972129,9.088735890848234,1.0,1.0,0.1,0.5,,False
18,eig_code,3.1622776601683795e-05,4.324880011944421,0.5211652353319602,0.026013931682719562,11.520097484756729,2.2602163549818375,0.9122710095368171,9.443059473780037,6.22689452358255,7.4143539652054065,1.0,1.0,0.1,0.5,,False
18,eig_code,5.623413251903491e-05,4.366454028640234,0.48240912134631253,0.02428043472793541,11.531906808589225,2.322918023881466,0.8550223376188419,8.01729011540282,5.012578708204064,5.988633825456424,1.0,1.0,0.1,0.5,,False
18,eig_code,9.999999999999999e-05,4.404416604158419,0.4469368966307017,0.02267854454746605,11.542559662046536,2.411137187058246,0.7942274512221084,6.775271545234928,4.000689971123399,4.7909600713936245,1.0,1.0,0.1,0.5,,False
18,eig_code,0.0001778279410038923,4.438380005183228,0.4151697572918337,0.021226955296599077,11.55189956956927,2.5415684234600553,0.7276654856787048,5.698079615226504,3.17566832498542,3.8029061613154163,1.0,1.0,0.1,0.5,,False
18,eig_code,0.00031622776601683794,4.468519066921944,0.38704944272065733,0.019922822707740373,11.559904853767696,2.7369365690551,0.6538361297418265,4.768929420133979,2.5223265228414093,3.007194580344565,1.0,1.0,0.1,0.5,,False
18,eig_code,0.000562341325190349,4.4954125388535076,0.3621964677888718,0.01874861941347616,11.566651748895401,3.030678698319694,0.5723860288945202,3.973023652614199,2.0241350289779194,2.3862809742906057,1.0,1.0,0.1,0.5,,False
18,eig_code,0.001,4.5198538449008865,0.34008255789155234,0.017679961447655167,11.57228502686352,3.475239080209572,0.48459707628501847,3.2974420470119963,1.661535694051816,1.920716108181657,1.0,1.0,0.1,0.5,,False
18,eig_code,0.0017782794100389228,4.542575137725899,0.3202202138754772,0.016694877101310658,11.576994725563981,4.157151214552517,0.3937084702629562,2.7310581508878173,1.4112205046666448,1.5878657234750682,1.0,1.0,0.1,0.5,,False
18,eig_code,0.0031622776601683794,4.563877833009281,0.3023464646303143,0.015783933556247104,11.580987701521838,5.225459981002744,0.30470730672498875,2.2644461714798303,1.247447506201316,1.3619850500956368,1.0,1.0,0.1,0.5,,False
18,eig_code,0.005623413251903491,4.583355997860276,0.28654157936496016,0.01495846634158515,11.584429028406738,6.946412851149175,0.2233436820713176,1.8896694785785488,1.1452827626713404,1.2163171278035518,1.0,1.0,0.1,0.5,,False
18,eig_code,0.01,4.600056602746065,0.2731947840981364,0.014249587073641204,11.587364201803236,9.806505191853548,0.15459910677215846,1.5996209870201146,1.0838719321588057,1.1264187645450285,1.0,1.0,0.1,0.5,,False
18,eig_code,0.01778279410038923,4.61313745695921,0.2627206334034094,0.013689279680868601,11.589728796758394,14.695970630189128,0.10124710294923495,1.3863423794382008,1.047901093977728,1.0727707687254056,1.0,1.0,0.1,0.5,,False
18,eig_code,0.03162277660168379,4.622461394375257,0.2551763792679422,0.013285632829307245,11.591474386114665,23.223691308742197,0.06319047465915203,1.238830057676308,1.0271793033876757,1.041489009370309,1.0,1.0,0.1,0.5,,False
18,eig_code,0.056234132519034905,4.628595140557857,0.2501564913497146,0.013017787358809832,11.592655841146692,38.26373032404776,0.037996898816885324,1.1428239959850355,1.0153625633061598,1.023517280181758,1.0,1.0,0.1,0.5,,False
18,eig_code,0.09999999999999999,4.632398971576815,0.24701536410699898,0.012850693214077641,11.593402807516785,64.92518764767159,0.0222622010603478,1.083419109610168,1.0086641684990185,1.0132849682981484,1.0,1.0,0.1,0.5,,False
18,eig_within,1e-07,4.119641634889561,0.7264916639564627,0.034412467037729655,11.454519449281062,1.1133959509060867,2.2065624178551713,41.84276920742142,35.527749485529746,41.526306139376764,1.0,1.0,0.1,0.5,,False
18,eig_within,1.778279410038923e-07,4.10918597093001,0.7328600220768323,0.0348364652207055,11.452499694735122,1.2441020861154648,1.9814347278406144,36.6193707739424,30.669768956083967,35.823836249092274,1.0,1.0,0.1,0.5,,False
18,eig_within,3.162277660168379e-07,4.107832935380867,0.731575261101904,0.0348857512266439,11.453002492213145,1.361417978984113,1.8064433808094669,32.010581023482594,26.37165426787668,30.855671014633163,1.0,1.0,0.1,0.5,,False
18,eig_within,5.62341325190349e-07,4.1146732858639234,0.7231253077473845,0.03459630558535411,11.455857608462157,1.4728750403273867,1.657026264412014,27.922692081436754,22.57339407404572,26.469401642704756,1.0,1.0,0.1,0.5,,False
18,eig_within,1e-06,4.130136045394792,0.7071038664153865,0.033952281912856194,11.461149616439062,1.5761769447244662,1.5280193909424336,24.29861902923744,19.22305668260613,22.59457603700771,1.0,1.0,0.1,0.5,,False
18,eig_within,1.7782794100389227e-06,4.153918891137974,0.683789538925172,0.032970066098973926,11.46872127531827,1.6688024319405483,1.4163154617017166,21.08911530930297,16.274644757503662,19.178451238521777,1.0,1.0,0.1,0.5,,False
18,eig_within,3.162277660168379e-06,4.184902032065495,0.6541555667524099,0.031696941511524857,11.47820373963229,1.7496769982873541,1.3189222409954144,18.25032626821168,13.687519950127644,16.17503674039346,1.0,1.0,0.1,0.5,,False
18,eig_within,5.623413251903491e-06,4.221322130312469,0.6197297155034803,0.030203322365618897,11.489076713616104,1.8195977932260679,1.2328657137289931,15.743166512353874,11.425927759380277,13.54378698962738,1.0,1.0,0.1,0.5,,False
18,eig_within,9.999999999999999e-06,4.26106207446822,0.5823625108337546,0.028571945717327928,11.500745426850646,1.8813831905833964,1.1551870273366356,13.532794146759633,9.458588959030061,11.249051183178223,1.0,1.0,0.1,0.5,,False
18,eig_within,1.7782794100389226e-05,4.301986218344338,0.5439471874866274,0.02688579322971194,11.512622053025162,1.9398280525210616,1.0829524810571156,11.588144889781082,7.758331320751263,9.259593058878941,1.0,1.0,0.1,0.5,,False
18,eig_within,3.1622776601683795e-05,4.342229932954075,0.5061658045333535,0.025217666999324075,11.524192378574181,2.0016156820460655,1.0132786663207598,9.88152156816654,6.301714957187319,7.5481375727333955,1.0,1.0,0.1,0.5,,False
18,eig_within,5.623413251903491e-05,4.380386569278619,0.4703153907047388,0.023623286390419933,11.535056841436496,2.0753958714272276,0.9433846831479862,8.38823577613089,5.068577219597451,6.090896944954345,1.0,1.0,0.1,0.5,,False
