V,alpha,beta,eps,w,r2,rmse,ani_id
1.0,1.0,1.0,0.7,0.0008111308307896872,0.43294315635340835,1.6110073419814768,1.0508962846039736
1.0,1.0,1.0,0.7,0.0013688745095370807,0.43289564697190874,1.611074827596191,1.0452757694032335
1.0,1.0,1.0,0.7,0.002310129700083158,0.43274694164883737,1.6112860406632665,1.0378414972141587
1.0,1.0,1.0,0.7,0.003898603702549072,0.43255297785175495,1.6115614948386483,1.0293772729304829
1.0,1.0,1.0,0.7,0.006579332246575682,0.4323689116734191,1.6118228495577709,1.0211927565354082
1.0,1.0,1.0,0.7,0.011103363181676379,0.43222342433528205,1.6120293963773002,1.0143635160435276
1.0,1.0,1.0,0.7,0.01873817422860383,0.4321206750377027,1.6121752525135824,1.0092879759882598
1.0,1.0,1.0,0.7,0.03162277660168379,0.43205297808783555,1.6122713434346563,1.0058140860754792
1.0,1.0,1.0,1.0,0.0001,0.4368039248518283,1.6055137576016079,1.0607171346676436
1.0,1.0,1.0,1.0,0.0001687612475788147,0.43667739390185906,1.6056940995651985,1.0597330310559723
1.0,1.0,1.0,1.0,0.0002848035868435802,0.43651324238310407,1.6059280311734216,1.0575693493121983
1.0,1.0,1.0,1.0,0.0004806380863064389,0.4363037677614543,1.6062265030575809,1.0536731842173503
1.0,1.0,1.0,1.0,0.0008111308307896872,0.4360496762977702,1.606588473244931,1.0476502000267818
1.0,1.0,1.0,1.0,0.0013688745095370807,0.4357697665438999,1.60698712892286,1.0396626250547178
1.0,1.0,1.0,1.0,0.002310129700083158,0.4354994770431475,1.6073719893197398,1.030669338884478
1.0,1.0,1.0,1.0,0.003898603702549072,0.435271732398843,1.6076961993357273,1.0220639836804315
1.0,1.0,1.0,1.0,0.006579332246575682,0.4351006797504771,1.6079396614462658,1.0149301226292304
1.0,1.0,1.0,1.0,0.011103363181676379,0.43498265142351933,1.608107631657224,1.0096461986067036
1.0,1.0,1.0,1.0,0.01873817422860383,0.4349057564184663,1.6082170541713343,1.006035696242284
1.0,1.0,1.0,1.0,0.03162277660168379,0.4348574750453965,1.608285755339305,1.0036982650207888
1.0,3.0,0.1,0.2,0.0001,0.45386037339873425,1.5810152757807772,1.4925663768113029
1.0,3.0,0.1,0.2,0.0001687612475788147,0.45349059596580243,1.5815504180929247,1.5116426621047248
1.0,3.0,0.1,0.2,0.0002848035868435802,0.45309201004466104,1.582127049371331,1.5303775923322163
