V,alpha,beta,eps,w,r2,rmse,ani_id
1.0,3.0,1.0,0.7,0.0004806380863064389,0.4387109991805299,1.6027931860523768,1.1088680048685147
1.0,3.0,1.0,0.7,0.0008111308307896872,0.43827841998810774,1.6034106945427375,1.1002510967588055
1.0,3.0,1.0,0.7,0.0013688745095370807,0.43772949505692066,1.604193944836267,1.0873702890675578
1.0,3.0,1.0,0.7,0.002310129700083158,0.4371349506924198,1.6050418574218104,1.0710433906127204
1.0,3.0,1.0,0.7,0.003898603702549072,0.4365878461343387,1.6058217179197967,1.0535858314601114
1.0,3.0,1.0,0.7,0.006579332246575682,0.436150164451854,1.6064453309364348,1.0376952068446321
1.0,3.0,1.0,0.7,0.011103363181676379,0.43583499081099947,1.6068942434474058,1.0250602188008011
1.0,3.0,1.0,0.7,0.01873817422860383,0.43562390078186775,1.6071948360258717,1.0159882425589486
1.0,3.0,1.0,0.7,0.03162277660168379,0.43548903927188815,1.6073868496280284,1.0099203332233107
1.0,3.0,1.0,1.0,0.0001,0.44307153018497614,1.5965551728236327,1.1209713477938261
1.0,3.0,1.0,1.0,0.0001687612475788147,0.44257135222195876,1.5972719457493114,1.1188731401197733
1.0,3.0,1.0,1.0,0.0002848035868435802,0.4420023627631669,1.5980869371405484,1.1129999587040753
1.0,3.0,1.0,1.0,0.0004806380863064389,0.4413749121315117,1.5989851837170022,1.102333576840918
1.0,3.0,1.0,1.0,0.0008111308307896872,0.44072624735739546,1.5999132698918406,1.0869586882341322
1.0,3.0,1.0,1.0,0.0013688745095370807,0.4401174187353835,1.600783870412316,1.0686499201677842
1.0,3.0,1.0,1.0,0.002310129700083158,0.43960617832474297,1.6015145581446217,1.0503322093821388
1.0,3.0,1.0,1.0,0.003898603702549072,0.4392191685621849,1.602067468234434,1.0345885229724543
1.0,3.0,1.0,1.0,0.006579332246575682,0.43894941843613144,1.6024527399127648,1.0226028619399392
1.0,3.0,1.0,1.0,0.011103363181676379,0.4387721770231936,1.6027058352391117,1.0142528715569132
1.0,3.0,1.0,1.0,0.01873817422860383,0.43866020967295416,1.6028657005993494,1.0087771151988083
1.0,3.0,1.0,1.0,0.03162277660168379,0.43859122634403525,1.6029641860594037,1.005324235790389
1.0,10.0,0.1,0.2,0.0001,0.49490649009228255,1.5204429025955157,1.5483135199183615
1.0,10.0,0.1,0.2,0.0001687612475788147,0.49404063126863756,1.521745557609948,1.5718603673405644
1.0,10.0,0.1,0.2,0.0002848035868435802,0.49280979111790746,1.523595397646529,1.5943175377275445
1.0,10.0,0.1,0.2,0.0004806380863064389,0.4910789332764366,1.5261929250971205,1.6134401471040571
1.0,10.0,0.1,0.2,0.0008111308307896872,0.4886906717366233,1.5297697878571868,1.625921326234222
1.0,10.0,0.1,0.2,0.0013688745095370807,0.48549288113862177,1.534546014684188,1.6273217584541861
1.0,10.0,0.1,0.2,0.002310129700083158,0.48139842820360024,1.5406398814164703,1.612438282454666
1.0,10.0,0.1,0.2,0.003898603702549072,0.4764745612108293,1.5479364122557033,1.5764871149985948
1.0,10.0,0.1,0.2,0.006579332246575682,0.4710159414450985,1.5559853860922515,1.5172705573333094
1.0,10.0,0.1,0.2,0.011103363181676379,0.4655181590411849,1.564050238747724,1.4376648361430568
1.0,10.0,0.1,0.2,0.01873817422860383,0.4605214252462588,1.571344183583242,1.3465729229413557
1.0,10.0,0.1,0.2,0.03162277660168379,0.45641413612867165,1.5773145107522184,1.2564819529044788
1.0,10.0,0.1,0.3,0.0001,0.4994851962903753,1.5135357555988969,1.5779935572167516
1.0,10.0,0.1,0.3,0.0001687612475788147,0.4968988481840757,1.5174412208993526,1.5976355842108485
1.0,10.0,0.1,0.3,0.0002848035868435802,0.49355574039441164,1.5224745725026059,1.6118961348176237
1.0,10.0,0.1,0.3,0.0004806380863064389,0.4894172151704166,1.528682540627673,1.6170991829147972
1.0,10.0,0.1,0.3,0.0008111308307896872,0.4845589988821921,1.5359380611041882,1.6086009012001268
1.0,10.0,0.1,0.3,0.0013688745095370807,0.4792130445293114,1.5438825920726404,1.58140825561861
1.0,10.0,0.1,0.3,0.002310129700083158,0.47376144277212223,1.551942242142947,1.5318194250170114
1.0,10.0,0.1,0.3,0.003898603702549072,0.46865498334348354,1.5594538520610686,1.460101837641752
1.0,10.0,0.1,0.3,0.006579332246575682,0.4642783950963218,1.5658631440786734,1.3727690064067222
1.0,10.0,0.1,0.3,0.011103363181676379,0.4608370400270515,1.5708844693052442,1.2817146187883521
1.0,10.0,0.1,0.3,0.01873817422860383,0.4583318178805308,1.5745297991640363,1.1993797266650292
1.0,10.0,0.1,0.3,0.03162277660168379,0.45662017436792385,1.5770155534693129,1.1335328462399643
1.0,10.0,0.1,0.4,0.0001,0.5001373005261416,1.5125494663259211,1.589437926240853
1.0,10.0,0.1,0.4,0.0001687612475788147,0.4959556928786435,1.518862915728931,1.6088685048128804
1.0,10.0,0.1,0.4,0.0002848035868435802,0.4912145247407439,1.5259896003258238,1.6181942856082279
1.0,10.0,0.1,0.4,0.0004806380863064389,0.48613803256197047,1.5335836129466127,1.6108329219726847
1.0,10.0,0.1,0.4,0.0008111308307896872,0.48104655053486506,1.5411624645248128,1.5798632443528475
1.0,10.0,0.1,0.4,0.0013688745095370807,0.47629715846101794,1.5481986582671785,1.521273975196936
1.0,10.0,0.1,0.4,0.002310129700083158,0.47219464690467494,1.5542508619070865,1.4381481623969503
1.0,10.0,0.1,0.4,0.003898603702549072,0.46891357984039994,1.5590743261705382,1.3420483731707955
1.0,10.0,0.1,0.4,0.006579332246575682,0.46647241271616274,1.5626534022795255,1.2485315352112034
1.0,10.0,0.1,0.4,0.011103363181676379,0.4647671704721089,1.5651486591756651,1.169757336092519
1.0,10.0,0.1,0.4,0.01873817422860383,0.4636353000542389,1.5668027149203767,1.1105292450703812
1.0,10.0,0.1,0.4,0.03162277660168379,0.4629123341334928,1.5678583059369582,1.069554506795436
1.0,10.0,0.1,0.5,0.0001,0.5033195632438228,1.5077271271049084,1.6070277906344974
1.0,10.0,0.1,0.5,0.0001687612475788147,0.49838430284312457,1.5151993690980043,1.6187483275605563
1.0,10.0,0.1,0.5,0.0002848035868435802,0.49334081061115614,1.5227975995813885,1.6093251324382565
1.0,10.0,0.1,0.5,0.0004806380863064389,0.488502908058451,1.5300506441034625,1.5710592958173364
1.0,10.0,0.1,0.5,0.0008111308307896872,0.4841762072985063,1.5365082864482158,1.5018176069453077
1.0,10.0,0.1,0.5,0.0013688745095370807,0.48058172508450187,1.541852517935284,1.4091878916395435
1.0,10.0,0.1,0.5,0.002310129700083158,0.4778053879556117,1.5459676960600877,1.3090019328446048
1.0,10.0,0.1,0.5,0.003898603702549072,0.4758000109959582,1.5489333310627909,1.2176768584968962
1.0,10.0,0.1,0.5,0.006579332246575682,0.47443196345358424,1.5509532030020607,1.1449716090587987
1.0,10.0,0.1,0.5,0.011103363181676379,0.4735398883284157,1.552268903419073,1.0926497700245374
1.0,10.0,0.1,0.5,0.01873817422860383,0.4729771808035121,1.553098254109325,1.0575659639503525
1.0,10.0,0.1,0.5,0.03162277660168379,0.47263028687257874,1.5536093057309053,1.0351187724745325
1.0,10.0,0.1,0.7,0.0001,0.5187349548686714,1.484145164089967,1.5599036172239866
1.0,10.0,0.1,0.7,0.0001687612475788147,0.5137935289483848,1.4917449933455575,1.5133674470631788
1.0,10.0,0.1,0.7,0.0002848035868435802,0.5096078338514455,1.4981523626067728,1.4375172632755393
1.0,10.0,0.1,0.7,0.0004806380863064389,0.5063115260868966,1.503179054222022,1.344430397532529
1.0,10.0,0.1,0.7,0.0008111308307896872,0.5038882953555957,1.506863655965608,1.2513066366343013
1.0,10.0,0.1,0.7,0.0013688745095370807,0.5022108038113812,1.5094090684858186,1.1719131825397484
1.0,10.0,0.1,0.7,0.002310129700083158,0.5011045671483753,1.5110853172015968,1.1119555074407295
1.0,10.0,0.1,0.7,0.003898603702549072,0.5004011237812546,1.5121502583121258,1.0704327430692056
1.0,10.0,0.1,0.7,0.006579332246575682,0.49996510255791515,1.512809973378914,1.0433093038523003
1.0,10.0,0.1,0.7,0.011103363181676379,0.4996994018084994,1.5132118466919344,1.0262476423372975
1.0,10.0,0.1,0.7,0.01873817422860383,0.49953924404619743,1.5134540343203053,1.0157654781482228
1.0,10.0,0.1,0.7,0.03162277660168379,0.49944335681161556,1.5135990146906257,1.0094179849438567
1.0,10.0,0.1,1.0,0.0001,0.5593407856587312,1.420154680524077,1.2900468368674363
1.0,10.0,0.1,1.0,0.0001687612475788147,0.5568404752109717,1.4241779765765887,1.2140287882989627
1.0,10.0,0.1,1.0,0.0002848035868435802,0.5551502436942194,1.4268913331095359,1.1477862088189372
1.0,10.0,0.1,1.0,0.0004806380863064389,0.5540557866527847,1.4286455342589945,1.096911988837694
1.0,10.0,0.1,1.0,0.0008111308307896872,0.5533689030923655,1.4297453753554217,1.061258177557849
1.0,10.0,0.1,1.0,0.0013688745095370807,0.5529469106591526,1.4304206522078142,1.037783643382446
1.0,10.0,0.1,1.0,0.002310129700083158,0.5526912325873443,1.4308296359799095,1.0229428403352274
1.0,10.0,0.1,1.0,0.003898603702549072,0.552537670565972,1.431075218285364,1.0137966895520756
1.0,10.0,0.1,1.0,0.006579332246575682,0.5524459352944538,1.4312219047629156,1.008247730577868
1.0,10.0,0.1,1.0,0.011103363181676379,0.5523913128609479,1.4313092399525065,1.0049130000102566
1.0,10.0,0.1,1.0,0.01873817422860383,0.5523588524730219,1.4313611379743734,1.0029203376655405
1.0,10.0,0.1,1.0,0.03162277660168379,0.5523395848908741,1.4313919423047097,1.001733673932807
1.0,10.0,1.0,0.2,0.0001,0.4420466475477091,1.5980235207968365,1.2580324683293287
1.0,10.0,1.0,0.2,0.0001687612475788147,0.44212099261501825,1.5979170521077104,1.2591630856468172
1.0,10.0,1.0,0.2,0.0002848035868435802,0.44211798752377335,1.5979213558008178,1.2592687566909502
1.0,10.0,1.0,0.2,0.0004806380863064389,0.44196546074035453,1.598139779358598,1.2576423210863656
1.0,10.0,1.0,0.2,0.0008111308307896872,0.4414087496981006,1.5989367553630258,1.2531696096743405
1.0,10.0,1.0,0.2,0.0013688745095370807,0.44007552753122936,1.6008437557452888,1.2438900461019031
1.0,10.0,1.0,0.2,0.002310129700083158,0.43795149716152065,1.6038772204224645,1.2267191787815201
1.0,10.0,1.0,0.2,0.003898603702549072,0.43550888710840696,1.607358592043978,1.199081627596981
1.0,10.0,1.0,0.2,0.006579332246575682,0.4332730727011491,1.6105386279593612,1.1622489369447027
1.0,10.0,1.0,0.2,0.011103363181676379,0.431511314310572,1.6130399898293382,1.122106834280996
1.0,10.0,1.0,0.2,0.01873817422860383,0.43025255593505174,1.6148248141698878,1.0855445563884312
1.0,10.0,1.0,0.2,0.03162277660168379,0.42941011713767313,1.6160182276598147,1.0566448723461177
1.0,10.0,1.0,0.3,0.0001,0.4469211866309454,1.5910276704707336,1.2585754368676254
1.0,10.0,1.0,0.3,0.0001687612475788147,0.4469059535405157,1.5910495806405998,1.2606355456134226
1.0,10.0,1.0,0.3,0.0002848035868435802,0.4467525604900957,1.5912701932389999,1.2613853162398996
1.0,10.0,1.0,0.3,0.0004806380863064389,0.44637252059460936,1.5918166416240092,1.259808028472278
1.0,10.0,1.0,0.3,0.0008111308307896872,0.4456239107059653,1.5928924978277605,1.254369448795836
1.0,10.0,1.0,0.3,0.0013688745095370807,0.44431929859715175,1.5947656717580003,1.2429417366816233
1.0,10.0,1.0,0.3,0.002310129700083158,0.44241336196754405,1.5974982846033372,1.2231191355855737
1.0,10.0,1.0,0.3,0.003898603702549072,0.4401872019450049,1.6006841072466687,1.1936171481494764
1.0,10.0,1.0,0.3,0.006579332246575682,0.4380731239954179,1.603703672177137,1.1564399685944529
1.0,10.0,1.0,0.3,0.011103363181676379,0.4363590125812227,1.6061477923417486,1.1171436712137228
1.0,10.0,1.0,0.3,0.01873817422860383,0.4351137567771418,1.6079210499957266,1.0818609206665175
1.0,10.0,1.0,0.3,0.03162277660168379,0.4342732306501789,1.6091168635770912,1.0541431984844005
1.0,10.0,1.0,0.4,0.0001,0.4504443680966524,1.5859520514881422,1.2633319508421033
1.0,10.0,1.0,0.4,0.0001687612475788147,0.450144557830532,1.586384600848465,1.2666234324780943
1.0,10.0,1.0,0.4,0.0002848035868435802,0.44962455716459904,1.5871345489665825,1.2679109159644015
1.0,10.0,1.0,0.4,0.0004806380863064389,0.44879241516483565,1.5883339324914487,1.2655790160104405
1.0,10.0,1.0,0.4,0.0008111308307896872,0.44754821701954123,1.5901255335707174,1.2573836080292864
1.0,10.0,1.0,0.4,0.0013688745095370807,0.445841297181027,1.5925801582044639,1.2407800842759102
1.0,10.0,1.0,0.4,0.002310129700083158,0.4437856856433224,1.5955312043908325,1.2140473501202984
1.0,10.0,1.0,0.4,0.003898603702549072,0.44168202974844467,1.5985455829510744,1.1781376548012878
1.0,10.0,1.0,0.4,0.006579332246575682,0.4398429341155567,1.6011762175997057,1.1376413111264647
1.0,10.0,1.0,0.4,0.011103363181676379,0.43842656179262235,1.603199248316381,1.09895769431567
1.0,10.0,1.0,0.4,0.01873817422860383,0.43743116892905587,1.6046194602251582,1.0669415307530166
1.0,10.0,1.0,0.4,0.03162277660168379,0.43677388796734024,1.6055565703895833,1.043247472221844
1.0,10.0,1.0,0.5,0.0001,0.45271924409567954,1.5826661369712225,1.2723329192483452
1.0,10.0,1.0,0.5,0.0001687612475788147,0.4520442844844451,1.5836417847982471,1.276689376603328
1.0,10.0,1.0,0.5,0.0002848035868435802,0.4510829978802195,1.585030278897845,1.2776512678939127
1.0,10.0,1.0,0.5,0.0004806380863064389,0.44977164995397884,1.5869224467994534,1.2727339046668844
1.0,10.0,1.0,0.5,0.0008111308307896872,0.44808858089659964,1.5893476768970243,1.2590143305643537
1.0,10.0,1.0,0.5,0.0013688745095370807,0.44611524145651693,1.5921864694051708,1.2342519001297325
1.0,10.0,1.0,0.5,0.002310129700083158,0.44406740754574625,1.5951270858645699,1.1987746370282781
1.0,10.0,1.0,0.5,0.003898603702549072,0.4422119010023065,1.59778685364298,1.1567478440082568
1.0,10.0,1.0,0.5,0.006579332246575682,0.4407271373867661,1.5999119968387412,1.1148562610608201
1.0,10.0,1.0,0.5,0.011103363181676379,0.43965051210631506,1.601451207516749,1.0789220324933633
1.0,10.0,1.0,0.5,0.01873817422860383,0.4389234236750062,1.6024898621394166,1.051582479104467
1.0,10.0,1.0,0.5,0.03162277660168379,0.43845556410715614,1.6031578493772243,1.0325345133303874
1.0,10.0,1.0,0.7,0.0001,0.455318348813086,1.578903524720413,1.294982787914262
1.0,10.0,1.0,0.7,0.0001687612475788147,0.4539296706484663,1.5809149685693265,1.2974675793523383
1.0,10.0,1.0,0.7,0.0002848035868435802,0.452262654276089,1.5833261990881085,1.2911347340892612
1.0,10.0,1.0,0.7,0.0004806380863064389,0.4503793304208823,1.586045894201927,1.2724814250812302
1.0,10.0,1.0,0.7,0.0008111308307896872,0.448420954019804,1.5888690348642678,1.2401312359786847
1.0,10.0,1.0,0.7,0.0013688745095370807,0.44658091197561695,1.5915170249121324,1.1969086527559174
1.0,10.0,1.0,0.7,0.002310129700083158,0.445028633285861,1.593747475656615,1.1496641066258269
1.0,10.0,1.0,0.7,0.003898603702549072,0.443842800082771,1.5954492843399835,1.1060485599531273
1.0,10.0,1.0,0.7,0.006579332246575682,0.44300728335617356,1.5966472588404106,1.0709459846280993
1.0,10.0,1.0,0.7,0.011103363181676379,0.44245288318906,1.5974416690049271,1.0454825213526207
1.0,10.0,1.0,0.7,0.01873817422860383,0.44209998323849126,1.5979471401057346,1.028317013181887
1.0,10.0,1.0,0.7,0.03162277660168379,0.44188140124871944,1.5982601426598972,1.0172970586118444
1.0,10.0,1.0,1.0,0.0001,0.45877868061118887,1.5738801912661442,1.3052747183189144
1.0,10.0,1.0,1.0,0.0001687612475788147,0.45689341996103644,1.5766189922463507,1.288798693496309
1.0,10.0,1.0,1.0,0.0002848035868435802,0.45502735189270616,1.5793252340917476,1.2563780846785448
1.0,10.0,1.0,1.0,0.0004806380863064389,0.4533301507205116,1.5817825583098795,1.211123290421342
1.0,10.0,1.0,1.0,0.0008111308307896872,0.45192100278783415,1.5838199224292544,1.1607901776291083
1.0,10.0,1.0,1.0,0.0013688745095370807,0.45084899301464987,1.5853680943370536,1.1140131664892285
1.0,10.0,1.0,1.0,0.002310129700083158,0.45009239897583464,1.5864598406618597,1.0762831884773532
1.0,10.0,1.0,1.0,0.003898603702549072,0.4495886480708892,1.5871863241996604,1.0488999705123574
1.0,10.0,1.0,1.0,0.006579332246575682,0.4492669617482942,1.587650069679038,1.030441081249386
1.0,10.0,1.0,1.0,0.011103363181676379,0.4490672345398584,1.587937929812924,1.0185927024688248
1.0,10.0,1.0,1.0,0.01873817422860383,0.4489454534569901,1.588113423201075,1.0112211359457044
1.0,10.0,1.0,1.0,0.03162277660168379,0.44887203353170174,1.5882192160723025,1.0067227609974905
