V_prior,alpha_prior,beta_prior,eps_fixed,world_EIGs,rmse,r2
1.0,0.1,1.0,0.1,0.01,3.834292492250694,0.6528264974442886
1.0,0.1,1.0,0.1,0.021544346900318822,3.8348155668337975,0.6526364031501432
1.0,0.1,1.0,0.1,0.046415888336127774,3.83506052323746,0.6525472098910886
1.0,0.1,1.0,0.1,0.1,3.8351746928473016,0.6525056011984097
1.0,0.1,1.0,0.2,0.0001,3.7332173719875703,0.6974024098079475
1.0,0.1,1.0,0.2,0.00021544346900318845,3.7253597206670137,0.7015691318423857
1.0,0.1,1.0,0.2,0.00046415888336127773,3.7241427906133318,0.7031142976852661
1.0,0.1,1.0,0.2,0.001,3.7304535086427446,0.7018126729948241
1.0,0.1,1.0,0.2,0.002154434690031882,3.7385192226872057,0.6995691490709401
1.0,0.1,1.0,0.2,0.004641588833612777,3.744485997390629,0.6977694143903739
1.0,0.1,1.0,0.2,0.01,3.747953925809224,0.696684741628922
1.0,0.1,1.0,0.2,0.021544346900318822,3.749746012594464,0.6961144685487046
1.0,0.1,1.0,0.2,0.046415888336127774,3.750621004203243,0.6958337469383714
1.0,0.1,1.0,0.2,0.1,3.7510368683506257,0.6956998136912332
1.0,0.1,1.0,0.3,0.0001,3.6469158404772997,0.7482016137137072
1.0,0.1,1.0,0.3,0.00021544346900318845,3.618822032006169,0.763430994973331
1.0,0.1,1.0,0.3,0.00046415888336127773,3.588073688617012,0.7795269733069282
1.0,0.1,1.0,0.3,0.001,3.5644868295327123,0.7917350163301164
1.0,0.1,1.0,0.3,0.002154434690031882,3.5533431835600777,0.7980774880166633
1.0,0.1,1.0,0.3,0.004641588833612777,3.5499381545898125,0.8007037339679948
1.0,0.1,1.0,0.3,0.01,3.549292275028126,0.8017146192254533
1.0,0.1,1.0,0.3,0.021544346900318822,3.5492980909829446,0.8021120274865678
1.0,0.1,1.0,0.3,0.046415888336127774,3.5493813664543907,0.8022770836192497
1.0,0.1,1.0,0.3,0.1,3.5494391387740674,0.8023490355624086
1.0,0.1,1.0,0.5,0.0001,3.52253451861748,0.8083748766069062
1.0,0.1,1.0,0.5,0.00021544346900318845,4.07664137073167,0.4414883668843202
1.0,0.1,1.0,0.5,0.00046415888336127773,4.608808598878065,0.056761235744727224
1.0,0.1,1.0,0.5,0.001,4.689682866125178,0.0033771910090614784
1.0,0.1,1.0,0.5,0.002154434690031882,4.656295372038265,0.033307967546403326
1.0,0.1,1.0,0.5,0.004641588833612777,4.635793497193607,0.04964715382182382
1.0,0.1,1.0,0.5,0.01,4.629153551767585,0.054353860178759955
1.0,0.1,1.0,0.5,0.021544346900318822,4.627471403908828,0.05525532596973711
1.0,0.1,1.0,0.5,0.046415888336127774,4.627103392427054,0.05530301334134754
1.0,0.1,1.0,0.5,0.1,4.627034704002194,0.05523409763687072
1.0,0.1,1.0,0.8,0.0001,4.399012487102256,0.22764131109314972
1.0,0.1,1.0,0.8,0.00021544346900318845,4.332313774422625,0.27839024701745524
1.0,0.1,1.0,0.8,0.00046415888336127773,4.292412735472845,0.3073625527565079
1.0,0.1,1.0,0.8,0.001,4.276882351850237,0.31676813503974
1.0,0.1,1.0,0.8,0.002154434690031882,4.285729379300436,0.30716442939611793
1.0,0.1,1.0,0.8,0.004641588833612777,4.3119358418241225,0.28487109326721155
1.0,0.1,1.0,0.8,0.01,4.339938485514323,0.26218020722778596
1.0,0.1,1.0,0.8,0.021544346900318822,4.359852310532685,0.24635387184908125
1.0,0.1,1.0,0.8,0.046415888336127774,4.371263379658113,0.23736333686420819
1.0,0.1,1.0,0.8,0.1,4.377122082037792,0.23276573076255794
1.0,0.1,10.0,0.1,0.0001,4.683737042540095,0.013288338607766782
1.0,0.1,10.0,0.1,0.00021544346900318845,4.684668512336725,0.012639497623074196
1.0,0.1,10.0,0.1,0.00046415888336127773,4.685102269692172,0.012337476095256976
1.0,0.1,10.0,0.1,0.001,4.685303860907915,0.012197137836576341
1.0,0.1,10.0,0.1,0.002154434690031882,4.6853974823867,0.012131969153810339
1.0,0.1,10.0,0.1,0.004641588833612777,4.685440948166802,0.012101714534564238
1.0,0.1,10.0,0.1,0.01,4.6854611254178895,0.012087670327356944
1.0,0.1,10.0,0.1,0.021544346900318822,4.6854704913413885,0.012081151316251901
1.0,0.1,10.0,0.1,0.046415888336127774,4.68547483872133,0.012078125402475874
1.0,0.1,10.0,0.1,0.1,4.6854768566115235,0.012076720885614827
1.0,0.1,10.0,0.2,0.0001,4.66780216505111,0.023508834281748187
1.0,0.1,10.0,0.2,0.00021544346900318845,4.675098328721161,0.018463800752287485
1.0,0.1,10.0,0.2,0.00046415888336127773,4.678695953971649,0.015981924367850037
1.0,0.1,10.0,0.2,0.001,4.680400471590508,0.014807730441839261
1.0,0.1,10.0,0.2,0.002154434690031882,4.68119749272833,0.014259114251329717
1.0,0.1,10.0,0.2,0.004641588833612777,4.681568506036873,0.014003833527316734
1.0,0.1,10.0,0.2,0.01,4.681740924570612,0.013885221018722608
1.0,0.1,10.0,0.2,0.021544346900318822,4.6818209971140465,0.013830141334350463
1.0,0.1,10.0,0.2,0.046415888336127774,4.68185817252906,0.013804570463221045
1.0,0.1,10.0,0.2,0.1,4.681875429751919,0.013792700423702954
1.0,0.1,10.0,0.3,0.0001,4.635002656114926,0.04484044920767247
1.0,0.1,10.0,0.3,0.00021544346900318845,4.653596797249811,0.03207206973967189
1.0,0.1,10.0,0.3,0.00046415888336127773,4.665068515633612,0.024219180685267468
1.0,0.1,10.0,0.3,0.001,4.670994197470373,0.02017447512888078
1.0,0.1,10.0,0.3,0.002154434690031882,4.673851314383201,0.018228334740487396
1.0,0.1,10.0,0.3,0.004641588833612777,4.675196079862743,0.017313457523643674
1.0,0.1,10.0,0.3,0.01,4.67582369861109,0.016886744700651563
1.0,0.1,10.0,0.3,0.021544346900318822,4.67611568808832,0.016688285497157965
1.0,0.1,10.0,0.3,0.046415888336127774,4.676251356050475,0.016596088527287528
1.0,0.1,10.0,0.3,0.1,4.676314356660712,0.016553277692351338
1.0,0.1,10.0,0.5,0.0001,4.565715981382322,0.08935131401320902
1.0,0.1,10.0,0.5,0.00021544346900318845,4.585943635733738,0.07560623904612866
1.0,0.1,10.0,0.5,0.00046415888336127773,4.614175020195578,0.05646083837219006
1.0,0.1,10.0,0.5,0.001,4.636424601688419,0.04138933331814504
1.0,0.1,10.0,0.5,0.002154434690031882,4.6493719453889515,0.03264115967078202
1.0,0.1,10.0,0.5,0.004641588833612777,4.655934287490039,0.028219054709806523
1.0,0.1,10.0,0.5,0.01,4.659084655647927,0.026100186487988772
1.0,0.1,10.0,0.5,0.021544346900318822,4.6605667739364804,0.025104433962270835
1.0,0.1,10.0,0.5,0.046415888336127774,4.661258649580343,0.024639861939139397
1.0,0.1,10.0,0.5,0.1,4.661580600228294,0.024423741562197746
1.0,0.1,10.0,0.8,0.0001,4.4902811329270484,0.13862182045724503
1.0,0.1,10.0,0.8,0.00021544346900318845,4.498069778898797,0.13331151172984465
1.0,0.1,10.0,0.8,0.00046415888336127773,4.5246829074142205,0.11522566342938327
1.0,0.1,10.0,0.8,0.001,4.56375701458183,0.08866182369808621
1.0,0.1,10.0,0.8,0.002154434690031882,4.597405580118558,0.06579499069479686
1.0,0.1,10.0,0.8,0.004641588833612777,4.618273177688529,0.05164233082591362
1.0,0.1,10.0,0.8,0.01,4.6292160989254825,0.044239735699372014
1.0,0.1,10.0,0.8,0.021544346900318822,4.634553816316142,0.040636074661190916
1.0,0.1,10.0,0.8,0.046415888336127774,4.637083114098129,0.03893049387537398
1.0,0.1,10.0,0.8,0.1,4.638267677998872,0.03813220511687134
1.0,1.0,0.1,0.1,0.0001,4.233781081412628,0.4155012377359605
1.0,1.0,0.1,0.1,0.00021544346900318845,4.257196021192902,0.39828462199595377
1.0,1.0,0.1,0.1,0.00046415888336127773,4.284656245250197,0.37781570765141437
1.0,1.0,0.1,0.1,0.001,4.315685399241256,0.3543422069950165
1.0,1.0,0.1,0.1,0.002154434690031882,4.347177836794599,0.3301605720066212
1.0,1.0,0.1,0.1,0.004641588833612777,4.369345678470733,0.31286867902032095
1.0,1.0,0.1,0.1,0.01,4.372499135538086,0.3105141029794796
1.0,1.0,0.1,0.1,0.021544346900318822,4.361432452354733,0.319735477481226
1.0,1.0,0.1,0.1,0.046415888336127774,4.348042304771337,0.3309368809193601
1.0,1.0,0.1,0.1,0.1,4.338482733964538,0.3389776854869541
1.0,1.0,0.1,0.2,0.0001,4.625316271094453,0.09467355737451269
1.0,1.0,0.1,0.2,0.00021544346900318845,4.670665015169453,0.04981430476860963
1.0,1.0,0.1,0.2,0.00046415888336127773,4.700606185918984,0.015301298508765018
1.0,1.0,0.1,0.2,0.001,4.705767627667894,0.0002749308881091882
1.0,1.0,0.1,0.2,0.002154434690031882,4.685593560447269,0.007150367639497697
1.0,1.0,0.1,0.2,0.004641588833612777,4.652962476323365,0.026791998388330872
1.0,1.0,0.1,0.2,0.01,4.626902178615536,0.04410400476513494
1.0,1.0,0.1,0.2,0.021544346900318822,4.61601804506311,0.05156222022095005
1.0,1.0,0.1,0.2,0.046415888336127774,4.614909237212163,0.052375603928243405
1.0,1.0,0.1,0.2,0.1,4.616530312839528,0.05130806112897153
1.0,1.0,0.1,0.3,0.0001,4.666388104693871,0.01838792628070615
1.0,1.0,0.1,0.3,0.00021544346900318845,4.613693421543348,0.05289278795010389
1.0,1.0,0.1,0.3,0.00046415888336127773,4.550396626747666,0.09745733220193932
1.0,1.0,0.1,0.3,0.001,4.489064148766456,0.1417742005488785
1.0,1.0,0.1,0.3,0.002154434690031882,4.441161044911027,0.17640061382067806
1.0,1.0,0.1,0.3,0.004641588833612777,4.415164249769906,0.19468356983992705
1.0,1.0,0.1,0.3,0.01,4.414189077360613,0.1946589904521445
1.0,1.0,0.1,0.3,0.021544346900318822,4.430752761669949,0.1822647901356511
1.0,1.0,0.1,0.3,0.046415888336127774,4.450563806888551,0.16787616277276685
1.0,1.0,0.1,0.3,0.1,4.465012451789362,0.15749417425536616
1.0,1.0,0.1,0.5,0.0001,4.363588357079263,0.23365013986088531
1.0,1.0,0.1,0.5,0.00021544346900318845,4.322455425265587,0.26356023744450086
1.0,1.0,0.1,0.5,0.00046415888336127773,4.295108408882021,0.28281905336519625
1.0,1.0,0.1,0.5,0.001,4.285048005220105,0.2888914424170189
1.0,1.0,0.1,0.5,0.002154434690031882,4.295582068014171,0.27979341205582253
1.0,1.0,0.1,0.5,0.004641588833612777,4.326297121137798,0.2565248895490482
1.0,1.0,0.1,0.5,0.01,4.368127520685947,0.22601245928529146
1.0,1.0,0.1,0.5,0.021544346900318822,4.406635794922101,0.19840937736162895
1.0,1.0,0.1,0.5,0.046415888336127774,4.433283003840066,0.1794625183942196
1.0,1.0,0.1,0.5,0.1,4.448565346572056,0.16863681840064382
1.0,1.0,0.1,0.8,0.0001,4.2095245844807625,0.3454925638543038
1.0,1.0,0.1,0.8,0.00021544346900318845,4.213584569504089,0.3408442935525113
1.0,1.0,0.1,0.8,0.00046415888336127773,4.234753811955435,0.32366454955868507
1.0,1.0,0.1,0.8,0.001,4.274204836771142,0.29373837449506773
1.0,1.0,0.1,0.8,0.002154434690031882,4.326898271800268,0.25517126266706297
1.0,1.0,0.1,0.8,0.004641588833612777,4.380697245270609,0.21658894702598872
1.0,1.0,0.1,0.8,0.01,4.42336653702705,0.1863074228932454
1.0,1.0,0.1,0.8,0.021544346900318822,4.4507114966733194,0.1669972993939128
1.0,1.0,0.1,0.8,0.046415888336127774,4.465818116970354,0.1563541673930352
1.0,1.0,0.1,0.8,0.1,4.473469879684064,0.15096912775997942
1.0,1.0,1.0,0.1,0.0001,3.671014600067321,0.7779093122042032
1.0,1.0,1.0,0.1,0.00021544346900318845,3.681919691736223,0.7738478367566448
1.0,1.0,1.0,0.1,0.00046415888336127773,3.6941666448600454,0.7688626190925916
1.0,1.0,1.0,0.1,0.001,3.7029879783323665,0.765129795181792
1.0,1.0,1.0,0.1,0.002154434690031882,3.708073967826518,0.7629343821723114
1.0,1.0,1.0,0.1,0.004641588833612777,3.710694601429746,0.7617918507586445
1.0,1.0,1.0,0.1,0.01,3.711972640126776,0.7612319693704216
1.0,1.0,1.0,0.1,0.021544346900318822,3.7125797577385713,0.7609653969320381
1.0,1.0,1.0,0.1,0.046415888336127774,3.7128646176917774,0.7608401872031679
1.0,1.0,1.0,0.1,0.1,3.712997504093015,0.7607817480753443
1.0,1.0,1.0,0.2,0.0001,3.6087648457400956,0.8284930992375239
1.0,1.0,1.0,0.2,0.00021544346900318845,3.605280004325796,0.8327326566917285
1.0,1.0,1.0,0.2,0.00046415888336127773,3.6055906676651994,0.8344297086463788
1.0,1.0,1.0,0.2,0.001,3.6090706839556246,0.834271069296855
1.0,1.0,1.0,0.2,0.002154434690031882,3.6129012255088755,0.8337243217380693
1.0,1.0,1.0,0.2,0.004641588833612777,3.6156207215566303,0.8333064195686973
1.0,1.0,1.0,0.2,0.01,3.6171877805651356,0.8330598975401944
1.0,1.0,1.0,0.2,0.021544346900318822,3.6179972047746034,0.8329307503038861
1.0,1.0,1.0,0.2,0.046415888336127774,3.6183927006274423,0.832867145762488
1.0,1.0,1.0,0.2,0.1,3.618580778309469,0.832836776401396
1.0,1.0,1.0,0.3,0.0001,3.811901765251932,0.7248315329821876
1.0,1.0,1.0,0.3,0.00021544346900318845,4.010359696211076,0.5912772935647331
1.0,1.0,1.0,0.3,0.00046415888336127773,4.260035962942267,0.4043755852109125
1.0,1.0,1.0,0.3,0.001,4.452613315500699,0.24470217243550368
1.0,1.0,1.0,0.3,0.002154434690031882,4.545231371318728,0.16140008762599092
1.0,1.0,1.0,0.3,0.004641588833612777,4.58156887695655,0.12678589493828482
1.0,1.0,1.0,0.3,0.01,4.595909192950773,0.11259221549028031
1.0,1.0,1.0,0.3,0.021544346900318822,4.601915593790229,0.10650606110014911
1.0,1.0,1.0,0.3,0.046415888336127774,4.6045540447907936,0.10379776151714823
1.0,1.0,1.0,0.3,0.1,4.605745627002962,0.10256655166213333
1.0,1.0,1.0,0.5,0.0001,4.594798233839894,0.06611637648757447
1.0,1.0,1.0,0.5,0.00021544346900318845,4.51096379659311,0.12823328064211129
1.0,1.0,1.0,0.5,0.00046415888336127773,4.4445659259414105,0.17876571935146918
1.0,1.0,1.0,0.5,0.001,4.4038424132974106,0.20973224074582675
1.0,1.0,1.0,0.5,0.002154434690031882,4.393475181521949,0.21721035338179243
1.0,1.0,1.0,0.5,0.004641588833612777,4.406661871918998,0.20679329567434385
1.0,1.0,1.0,0.5,0.01,4.42609472916149,0.19188774949610032
1.0,1.0,1.0,0.5,0.021544346900318822,4.440810970196828,0.18071069139338777
1.0,1.0,1.0,0.5,0.046415888336127774,4.449392000502677,0.17422307149861146
1.0,1.0,1.0,0.5,0.1,4.453823376392062,0.17088005215396435
1.0,1.0,1.0,0.8,0.0001,4.265289786686816,0.31229902075196536
1.0,1.0,1.0,0.8,0.00021544346900318845,4.240719240556924,0.33095141115751137
1.0,1.0,1.0,0.8,0.00046415888336127773,4.228894774140966,0.33931089266481895
1.0,1.0,1.0,0.8,0.001,4.23297443294386,0.3349748236065913
1.0,1.0,1.0,0.8,0.002154434690031882,4.256581679538165,0.3156931799864587
1.0,1.0,1.0,0.8,0.004641588833612777,4.295640121483675,0.2853961485053491
1.0,1.0,1.0,0.8,0.01,4.335018716288002,0.25563850440991653
1.0,1.0,1.0,0.8,0.021544346900318822,4.363194121758318,0.23462224418160474
1.0,1.0,1.0,0.8,0.046415888336127774,4.379513890225118,0.22252417250208953
1.0,1.0,1.0,0.8,0.1,4.3879493481929766,0.21628887280483092
1.0,1.0,10.0,0.1,0.0001,4.700299187824996,0.005843950356772783
1.0,1.0,10.0,0.1,0.00021544346900318845,4.700783754332157,0.0054570196625580115
1.0,1.0,10.0,0.1,0.00046415888336127773,4.701007962586513,0.005277710151069948
1.0,1.0,10.0,0.1,0.001,4.701111828915483,0.005194578779703219
1.0,1.0,10.0,0.1,0.002154434690031882,4.701159990703177,0.005156017098646231
1.0,1.0,10.0,0.1,0.004641588833612777,4.701182334404423,0.005138123999146641
1.0,1.0,10.0,0.1,0.01,4.701192703003821,0.005129820012356096
1.0,1.0,10.0,0.1,0.021544346900318822,4.701197515152019,0.005125965917188851
1.0,1.0,10.0,0.1,0.046415888336127774,4.701199748638745,0.005124177064160027
1.0,1.0,10.0,0.1,0.1,4.701200785311803,0.005123346763819246
1.0,1.0,10.0,0.2,0.0001,4.688680898677344,0.01303390178712016
1.0,1.0,10.0,0.2,0.00021544346900318845,4.693087813156787,0.00972977838219334
1.0,1.0,10.0,0.2,0.00046415888336127773,4.695243924025144,0.008112598336834434
1.0,1.0,10.0,0.2,0.001,4.696256295922393,0.00735262646017705
1.0,1.0,10.0,0.2,0.002154434690031882,4.696726896190398,0.006999141397325324
1.0,1.0,10.0,0.2,0.004641588833612777,4.696945265593666,0.006835061502393739
1.0,1.0,10.0,0.2,0.01,4.6970465866673665,0.006758917439221329
1.0,1.0,10.0,0.2,0.021544346900318822,4.697093605352096,0.006723579459189543
1.0,1.0,10.0,0.2,0.046415888336127774,4.69711542700758,0.006707178265661354
1.0,1.0,10.0,0.2,0.1,4.697125555162846,0.006699565791509035
1.0,1.0,10.0,0.3,0.0001,4.663082498911506,0.02920436915644781
1.0,1.0,10.0,0.3,0.00021544346900318845,4.675270299524207,0.02043461968656388
1.0,1.0,10.0,0.3,0.00046415888336127773,4.683060743258066,0.01486542345544948
1.0,1.0,10.0,0.3,0.001,4.687106388875482,0.01198148680671625
1.0,1.0,10.0,0.3,0.002154434690031882,4.689050898998653,0.010597303712327956
1.0,1.0,10.0,0.3,0.004641588833612777,4.689962969943455,0.009948515840770672
1.0,1.0,10.0,0.3,0.01,4.690387725350783,0.009646477674288393
1.0,1.0,10.0,0.3,0.021544346900318822,4.690585110591115,0.009506142859047877
1.0,1.0,10.0,0.3,0.046415888336127774,4.69067677084906,0.00944098033899445
1.0,1.0,10.0,0.3,0.1,4.690719324063468,0.009410729786931813
1.0,1.0,10.0,0.5,0.0001,4.601511369680327,0.06709058077217972
1.0,1.0,10.0,0.5,0.00021544346900318845,4.614071585938401,0.05832638426549509
1.0,1.0,10.0,0.5,0.00046415888336127773,4.635055246938175,0.043933874801614564
1.0,1.0,10.0,0.5,0.001,4.652756443426326,0.03184752991082355
1.0,1.0,10.0,0.5,0.002154434690031882,4.663326113258835,0.024656598350126676
1.0,1.0,10.0,0.5,0.004641588833612777,4.66872580946488,0.020994551940495803
1.0,1.0,10.0,0.5,0.01,4.671322652718256,0.019237176713272398
1.0,1.0,10.0,0.5,0.021544346900318822,4.672544616077172,0.01841124422923349
1.0,1.0,10.0,0.5,0.046415888336127774,4.673115008661249,0.018025954889328323
1.0,1.0,10.0,0.5,0.1,4.673380410723469,0.017846735767379836
1.0,1.0,10.0,0.8,0.0001,4.520610923716649,0.1183642557108006
1.0,1.0,10.0,0.8,0.00021544346900318845,4.524130245051275,0.11589175182706273
1.0,1.0,10.0,0.8,0.00046415888336127773,4.544253841515038,0.10222579477660386
1.0,1.0,10.0,0.8,0.001,4.577514532629802,0.07965921843625855
1.0,1.0,10.0,0.8,0.002154434690031882,4.607753387514828,0.05915230366971454
1.0,1.0,10.0,0.8,0.004641588833612777,4.626986650184934,0.046136556419281056
1.0,1.0,10.0,0.8,0.01,4.6371802709218635,0.03925712377780021
1.0,1.0,10.0,0.8,0.021544346900318822,4.642173114819196,0.035894816397706475
1.0,1.0,10.0,0.8,0.046415888336127774,4.644542814348703,0.03430107229808816
1.0,1.0,10.0,0.8,0.1,4.645653366150196,0.0335546807622297
1.0,10.0,0.1,0.1,0.0001,4.710088879856569,0.004001971665700272
1.0,10.0,0.1,0.1,0.00021544346900318845,4.710394496407606,0.0023554271533713644
1.0,10.0,0.1,0.1,0.00046415888336127773,4.710099869030316,0.000980646824038788
1.0,10.0,0.1,0.1,0.001,4.708920476421306,0.00013589087019434616
1.0,10.0,0.1,0.1,0.002154434690031882,4.706635585586237,9.640959233644013e-05
1.0,10.0,0.1,0.1,0.004641588833612777,4.703354979762449,0.000986395551005826
1.0,10.0,0.1,0.1,0.01,4.699827303731064,0.002498188921485492
1.0,10.0,0.1,0.1,0.021544346900318822,4.697181533451771,0.0038731778743617564
1.0,10.0,0.1,0.1,0.046415888336127774,4.69614987997204,0.004483332350808912
1.0,10.0,0.1,0.1,0.1,4.6965419736281095,0.004338558663909451
1.0,10.0,0.1,0.2,0.0001,4.657388860596834,0.024816945465726447
1.0,10.0,0.1,0.2,0.00021544346900318845,4.64391160750109,0.03347771283615435
1.0,10.0,0.1,0.2,0.00046415888336127773,4.62856002098459,0.04362299911495945
1.0,10.0,0.1,0.2,0.001,4.6125131029933755,0.054448215180464575
1.0,10.0,0.1,0.2,0.002154434690031882,4.5978708567973685,0.0644679087926486
1.0,10.0,0.1,0.2,0.004641588833612777,4.587475332190804,0.07166370019577085
1.0,10.0,0.1,0.2,0.01,4.583994970867794,0.07415627823117632
1.0,10.0,0.1,0.2,0.021544346900318822,4.588222605975733,0.07139373695105206
1.0,10.0,0.1,0.2,0.046415888336127774,4.597768187652417,0.0650235008956233
1.0,10.0,0.1,0.2,0.1,4.608192697029242,0.05806854099952232
1.0,10.0,0.1,0.3,0.0001,4.5510149843786625,0.09666787373253857
1.0,10.0,0.1,0.3,0.00021544346900318845,4.534190788226336,0.10845394732987995
1.0,10.0,0.1,0.3,0.00046415888336127773,4.520051328718958,0.11829496448047469
1.0,10.0,0.1,0.3,0.001,4.510937479116684,0.1245507921723543
1.0,10.0,0.1,0.3,0.002154434690031882,4.509024231330276,0.12576388403495561
1.0,10.0,0.1,0.3,0.004641588833612777,4.515087291170978,0.12148080593338441
1.0,10.0,0.1,0.3,0.01,4.527257302627372,0.11304887603387308
1.0,10.0,0.1,0.3,0.021544346900318822,4.541339184489846,0.10336477817273991
1.0,10.0,0.1,0.3,0.046415888336127774,4.553236034653503,0.09521900718011893
1.0,10.0,0.1,0.3,0.1,4.561213721271633,0.08977157263083815
1.0,10.0,0.1,0.5,0.0001,4.391836325636322,0.2110692695912597
1.0,10.0,0.1,0.5,0.00021544346900318845,4.3889448562011,0.21222630226577632
1.0,10.0,0.1,0.5,0.00046415888336127773,4.392618044428424,0.2087969191349057
1.0,10.0,0.1,0.5,0.001,4.401880633390904,0.20163351091489695
1.0,10.0,0.1,0.5,0.002154434690031882,4.413765769867339,0.19287421679699104
1.0,10.0,0.1,0.5,0.004641588833612777,4.424731852240619,0.18495736435765509
1.0,10.0,0.1,0.5,0.01,4.432668753505863,0.1792842562816386
1.0,10.0,0.1,0.5,0.021544346900318822,4.437463379813579,0.17587402049588646
1.0,10.0,0.1,0.5,0.046415888336127774,4.440031080445708,0.17405210571872526
1.0,10.0,0.1,0.5,0.1,4.441312564345108,0.17314387703163261
1.0,10.0,0.1,0.8,0.0001,4.2800960446272445,0.2930284163834126
1.0,10.0,0.1,0.8,0.00021544346900318845,4.285548106211933,0.2881960538683527
1.0,10.0,0.1,0.8,0.00046415888336127773,4.290753439813676,0.28387890278233235
