world,channel,test_type,t,y,lo,hi
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,4,0.00022485230161946776,0.00022485230161946776,0.00022485230161946776
"1. noiseless world, eps fixed .1",total (true EIG),background,4,0.0028703437673236096,0.0028703437673236096,0.0028703437673236096
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,4,0.0028703437673210006,0.0028703437673210006,0.0028703437673210006
"1. noiseless world, eps fixed .1",KL (realized),background,4,5.640774184719765e-05,5.640774184719765e-05,5.640774184719765e-05
"1. noiseless world, eps fixed .1",implemented EIG,background,4,4.9452661633957894e-05,4.9452661633957894e-05,4.9452661633957894e-05
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,5,0.0018389009754771533,0.0018389009754771533,0.0018389009754771533
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,5,0.00015211787307939373,0.00015211787307939373,0.00015211787307939373
"1. noiseless world, eps fixed .1",total (true EIG),background,5,0.0019910188485565473,0.0019910188485565473,0.0019910188485565473
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,5,0.001991018848553664,0.001991018848553664,0.001991018848553664
"1. noiseless world, eps fixed .1",KL (realized),background,5,2.2928016698495978e-05,2.2928016698495978e-05,2.2928016698495978e-05
"1. noiseless world, eps fixed .1",implemented EIG,background,5,2.381189342399038e-05,2.381189342399038e-05,2.381189342399038e-05
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,6,0.0013526998365552929,0.0013526998365552929,0.0013526998365552929
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,6,0.00011042018407001845,0.00011042018407001845,0.00011042018407001845
"1. noiseless world, eps fixed .1",total (true EIG),background,6,0.0014631200206253116,0.0014631200206253116,0.0014631200206253116
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,6,0.0014631200206219515,0.0014631200206219515,0.0014631200206219515
"1. noiseless world, eps fixed .1",KL (realized),background,6,1.1030249600261832e-05,1.1030249600261832e-05,1.1030249600261832e-05
"1. noiseless world, eps fixed .1",implemented EIG,background,6,1.2855708673337776e-05,1.2855708673337776e-05,1.2855708673337776e-05
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,7,0.0010369352481640853,0.0010369352481640853,0.0010369352481640853
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,7,8.4089626395778e-05,8.4089626395778e-05,8.4089626395778e-05
"1. noiseless world, eps fixed .1",total (true EIG),background,7,0.0011210248745598633,0.0011210248745598633,0.0011210248745598633
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,7,0.001121024874556768,0.001121024874556768,0.001121024874556768
"1. noiseless world, eps fixed .1",KL (realized),background,7,5.951380741680779e-06,5.951380741680779e-06,5.951380741680779e-06
"1. noiseless world, eps fixed .1",implemented EIG,background,7,7.542412977132634e-06,7.542412977132634e-06,7.542412977132634e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,8,0.0008202384409398658,0.0008202384409398658,0.0008202384409398658
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,8,6.631192305709781e-05,6.631192305709781e-05,6.631192305709781e-05
"1. noiseless world, eps fixed .1",total (true EIG),background,8,0.0008865503639969636,0.0008865503639969636,0.0008865503639969636
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,8,0.000886550363993747,0.000886550363993747,0.000886550363993747
"1. noiseless world, eps fixed .1",KL (realized),background,8,3.4900573358780134e-06,3.4900573358780134e-06,3.4900573358780134e-06
"1. noiseless world, eps fixed .1",implemented EIG,background,8,4.713979571024049e-06,4.713979571024049e-06,4.713979571024049e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,9,0.0006650729667325323,0.0006650729667325323,0.0006650729667325323
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,9,5.3703959518739776e-05,5.3703959518739776e-05,5.3703959518739776e-05
"1. noiseless world, eps fixed .1",total (true EIG),background,9,0.0007187769262512724,0.0007187769262512724,0.0007187769262512724
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,9,0.0007187769262479993,0.0007187769262479993,0.0007187769262479993
"1. noiseless world, eps fixed .1",KL (realized),background,9,2.1805015236450074e-06,2.1805015236450074e-06,2.1805015236450074e-06
"1. noiseless world, eps fixed .1",implemented EIG,background,9,3.0964978031207654e-06,3.0964978031207654e-06,3.0964978031207654e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,10,0.0005501486246218165,0.0005501486246218165,0.0005501486246218165
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,10,4.4418481293218015e-05,4.4418481293218015e-05,4.4418481293218015e-05
"1. noiseless world, eps fixed .1",total (true EIG),background,10,0.0005945671059150345,0.0005945671059150345,0.0005945671059150345
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,10,0.0005945671059122507,0.0005945671059122507,0.0005945671059122507
"1. noiseless world, eps fixed .1",KL (realized),background,10,1.4319161894984731e-06,1.4319161894984731e-06,1.4319161894984731e-06
"1. noiseless world, eps fixed .1",implemented EIG,background,10,2.1174086015876782e-06,2.1174086015876782e-06,2.1174086015876782e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,11,0.0004626531685883402,0.0004626531685883402,0.0004626531685883402
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,11,3.7372024126236525e-05,3.7372024126236525e-05,3.7372024126236525e-05
"1. noiseless world, eps fixed .1",total (true EIG),background,11,0.0005000251927145767,0.0005000251927145767,0.0005000251927145767
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,11,0.0005000251927109919,0.0005000251927109919,0.0005000251927109919
"1. noiseless world, eps fixed .1",KL (realized),background,11,9.789317566073517e-07,9.789317566073517e-07,9.789317566073517e-07
"1. noiseless world, eps fixed .1",implemented EIG,background,11,1.4966875594500113e-06,1.4966875594500113e-06,1.4966875594500113e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,12,0.0003944988612631216,0.0003944988612631216,0.0003944988612631216
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,12,3.1892633694685646e-05,3.1892633694685646e-05,3.1892633694685646e-05
"1. noiseless world, eps fixed .1",total (true EIG),background,12,0.00042639149495780725,0.00042639149495780725,0.00042639149495780725
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,12,0.00042639149495506584,0.00042639149495506584,0.00042639149495506584
"1. noiseless world, eps fixed .1",KL (realized),background,12,6.918257899654924e-07,6.918257899654924e-07,6.918257899654924e-07
"1. noiseless world, eps fixed .1",implemented EIG,background,12,1.0877649469540508e-06,1.0877649469540508e-06,1.0877649469540508e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,13,0.0003403749793405892,0.0003403749793405892,0.0003403749793405892
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,13,2.7544481420079443e-05,2.7544481420079443e-05,2.7544481420079443e-05
"1. noiseless world, eps fixed .1",total (true EIG),background,13,0.0003679194607606687,0.0003679194607606687,0.0003679194607606687
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,13,0.0003679194607576856,0.0003679194607576856,0.0003679194607576856
"1. noiseless world, eps fixed .1",KL (realized),background,13,5.027261453219408e-07,5.027261453219408e-07,5.027261453219408e-07
"1. noiseless world, eps fixed .1",implemented EIG,background,13,8.095033848215238e-07,8.095033848215238e-07,8.095033848215238e-07
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,14,0.00029667687949157197,0.00029667687949157197,0.00029667687949157197
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,14,2.4034298688191402e-05,2.4034298688191402e-05,2.4034298688191402e-05
"1. noiseless world, eps fixed .1",total (true EIG),background,14,0.00032071117817976337,0.00032071117817976337,0.00032071117817976337
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,14,0.00032071117817605854,0.00032071117817605854,0.00032071117817605854
"1. noiseless world, eps fixed .1",KL (realized),background,14,3.740726843021787e-07,3.740726843021787e-07,3.740726843021787e-07
"1. noiseless world, eps fixed .1",implemented EIG,background,14,6.148365429087142e-07,6.148365429087142e-07,6.148365429087142e-07
"1. noiseless world, eps fixed .1",I_mu (concept mean),background,15,0.0002608878845670193,0.0002608878845670193,0.0002608878845670193
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),background,15,2.1158576299011116e-05,2.1158576299011116e-05,2.1158576299011116e-05
"1. noiseless world, eps fixed .1",total (true EIG),background,15,0.0002820464608660305,0.0002820464608660305,0.0002820464608660305
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),background,15,0.0002820464608627356,0.0002820464608627356,0.0002820464608627356
"1. noiseless world, eps fixed .1",KL (realized),background,15,2.840834772263302e-07,2.840834772263302e-07,2.840834772263302e-07
"1. noiseless world, eps fixed .1",implemented EIG,background,15,4.753495140376671e-07,4.753495140376671e-07,4.753495140376671e-07
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,1,0.016953567769129492,0.016953567769129492,0.016953567769129492
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,1,0.008456856211811581,0.008456856211811581,0.008456856211811581
"1. noiseless world, eps fixed .1",total (true EIG),deviant,1,0.02541042398094107,0.02541042398094107,0.02541042398094107
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,1,0.025410423980937402,0.025410423980937402,0.025410423980937402
"1. noiseless world, eps fixed .1",KL (realized),deviant,1,0.055882714466291804,0.055882714466291804,0.055882714466291804
"1. noiseless world, eps fixed .1",implemented EIG,deviant,1,0.0032763294736593788,0.0032763294736593788,0.0032763294736593788
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,2,0.007264743022029879,0.007264743022029879,0.007264743022029879
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,2,0.004170837689288387,0.004170837689288387,0.004170837689288387
"1. noiseless world, eps fixed .1",total (true EIG),deviant,2,0.011435580711318264,0.011435580711318264,0.011435580711318264
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,2,0.011435580711313583,0.011435580711313583,0.011435580711313583
"1. noiseless world, eps fixed .1",KL (realized),deviant,2,0.001993856205488109,0.001993856205488109,0.001993856205488109
"1. noiseless world, eps fixed .1",implemented EIG,deviant,2,0.0006626413367925786,0.0006626413367925786,0.0006626413367925786
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,3,0.004047214243408144,0.004047214243408144,0.004047214243408144
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,3,0.002499636820902077,0.002499636820902077,0.002499636820902077
"1. noiseless world, eps fixed .1",total (true EIG),deviant,3,0.006546851064310222,0.006546851064310222,0.006546851064310222
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,3,0.006546851064306154,0.006546851064306154,0.006546851064306154
"1. noiseless world, eps fixed .1",KL (realized),deviant,3,0.0004075203115768535,0.0004075203115768535,0.0004075203115768535
"1. noiseless world, eps fixed .1",implemented EIG,deviant,3,0.00021650957992348283,0.00021650957992348283,0.00021650957992348283
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,4,0.0025818337906812453,0.0025818337906812453,0.0025818337906812453
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,4,0.0016643733773036666,0.0016643733773036666,0.0016643733773036666
"1. noiseless world, eps fixed .1",total (true EIG),deviant,4,0.004246207167984912,0.004246207167984912,0.004246207167984912
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,4,0.004246207167982019,0.004246207167982019,0.004246207167982019
"1. noiseless world, eps fixed .1",KL (realized),deviant,4,0.00013369947885972586,0.00013369947885972586,0.00013369947885972586
"1. noiseless world, eps fixed .1",implemented EIG,deviant,4,9.093125759435503e-05,9.093125759435503e-05,9.093125759435503e-05
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,5,0.0017909203363133525,0.0017909203363133525,0.0017909203363133525
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,5,0.0011871930799446002,0.0011871930799446002,0.0011871930799446002
"1. noiseless world, eps fixed .1",total (true EIG),deviant,5,0.002978113416257953,0.002978113416257953,0.002978113416257953
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,5,0.002978113416255035,0.002978113416255035,0.002978113416255035
"1. noiseless world, eps fixed .1",KL (realized),deviant,5,5.62679058723257e-05,5.62679058723257e-05,5.62679058723257e-05
"1. noiseless world, eps fixed .1",implemented EIG,deviant,5,4.469260957475843e-05,4.469260957475843e-05,4.469260957475843e-05
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,6,0.0013153798439857103,0.0013153798439857103,0.0013153798439857103
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,6,0.0008891958749191095,0.0008891958749191095,0.0008891958749191095
"1. noiseless world, eps fixed .1",total (true EIG),deviant,6,0.0022045757189048188,0.0022045757189048188,0.0022045757189048188
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,6,0.002204575718901184,0.002204575718901184,0.002204575718901184
"1. noiseless world, eps fixed .1",KL (realized),deviant,6,2.7688741324738168e-05,2.7688741324738168e-05,2.7688741324738168e-05
"1. noiseless world, eps fixed .1",implemented EIG,deviant,6,2.4480353466981253e-05,2.4480353466981253e-05,2.4480353466981253e-05
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,7,0.0010071349486980136,0.0010071349486980136,0.0010071349486980136
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,7,0.0006907441784915388,0.0006907441784915388,0.0006907441784915388
"1. noiseless world, eps fixed .1",total (true EIG),deviant,7,0.0016978791271895523,0.0016978791271895523,0.0016978791271895523
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,7,0.001697879127184258,0.001697879127184258,0.001697879127184258
"1. noiseless world, eps fixed .1",KL (realized),deviant,7,1.5178092794635965e-05,1.5178092794635965e-05,1.5178092794635965e-05
"1. noiseless world, eps fixed .1",implemented EIG,deviant,7,1.4517294043894394e-05,1.4517294043894394e-05,1.4517294043894394e-05
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,8,0.00079591921102979,0.00079591921102979,0.00079591921102979
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,8,0.0005519865366839238,0.0005519865366839238,0.0005519865366839238
"1. noiseless world, eps fixed .1",total (true EIG),deviant,8,0.0013479057477137138,0.0013479057477137138,0.0013479057477137138
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,8,0.001347905747708859,0.001347905747708859,0.001347905747708859
"1. noiseless world, eps fixed .1",KL (realized),deviant,8,9.005581244646634e-06,9.005581244646634e-06,9.005581244646634e-06
"1. noiseless world, eps fixed .1",implemented EIG,deviant,8,9.148397698163555e-06,9.148397698163555e-06,9.148397698163555e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,9,0.0006448631567958282,0.0006448631567958282,0.0006448631567958282
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,9,0.00045118444610205605,0.00045118444610205605,0.00045118444610205605
"1. noiseless world, eps fixed .1",total (true EIG),deviant,9,0.0010960476028978843,0.0010960476028978843,0.0010960476028978843
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,9,0.0010960476028914108,0.0010960476028914108,0.0010960476028914108
"1. noiseless world, eps fixed .1",KL (realized),deviant,9,5.677191695827448e-06,5.677191695827448e-06,5.677191695827448e-06
"1. noiseless world, eps fixed .1",implemented EIG,deviant,9,6.048773207846307e-06,6.048773207846307e-06,6.048773207846307e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,10,0.0005330949218421281,0.0005330949218421281,0.0005330949218421281
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,10,0.00037566221523462523,0.00037566221523462523,0.00037566221523462523
"1. noiseless world, eps fixed .1",total (true EIG),deviant,10,0.0009087571370767532,0.0009087571370767532,0.0009087571370767532
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,10,0.00090875713707154,0.00090875713707154,0.00090875713707154
"1. noiseless world, eps fixed .1",KL (realized),deviant,10,3.7547123605565648e-06,3.7547123605565648e-06,3.7547123605565648e-06
"1. noiseless world, eps fixed .1",implemented EIG,deviant,10,4.158184276168759e-06,4.158184276168759e-06,4.158184276168759e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,11,0.00044807390599287426,0.00044807390599287426,0.00044807390599287426
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,11,0.00031762452600401597,0.00031762452600401597,0.00031762452600401597
"1. noiseless world, eps fixed .1",total (true EIG),deviant,11,0.0007656984319968901,0.0007656984319968901,0.0007656984319968901
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,11,0.0007656984319909429,0.0007656984319909429,0.0007656984319909429
"1. noiseless world, eps fixed .1",KL (realized),deviant,11,2.581699256455452e-06,2.581699256455452e-06,2.581699256455452e-06
"1. noiseless world, eps fixed .1",implemented EIG,deviant,11,2.9521164429649634e-06,2.9521164429649634e-06,2.9521164429649634e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,12,0.0003818943917720023,0.0003818943917720023,0.0003818943917720023
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,12,0.00027206400413746595,0.00027206400413746595,0.00027206400413746595
"1. noiseless world, eps fixed .1",total (true EIG),deviant,12,0.0006539583959094681,0.0006539583959094681,0.0006539583959094681
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,12,0.000653958395904819,0.000653958395904819,0.000653958395904819
"1. noiseless world, eps fixed .1",KL (realized),deviant,12,1.8331921737723153e-06,1.8331921737723153e-06,1.8331921737723153e-06
"1. noiseless world, eps fixed .1",implemented EIG,deviant,12,2.1534492290145628e-06,2.1534492290145628e-06,2.1534492290145628e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,13,0.00032937107161611296,0.00032937107161611296,0.00032937107161611296
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,13,0.0002356451626468655,0.0002356451626468655,0.0002356451626468655
"1. noiseless world, eps fixed .1",total (true EIG),deviant,13,0.0005650162342629785,0.0005650162342629785,0.0005650162342629785
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,13,0.0005650162342579016,0.0005650162342579016,0.0005650162342579016
"1. noiseless world, eps fixed .1",KL (realized),deviant,13,1.3374179476020853e-06,1.3374179476020853e-06,1.3374179476020853e-06
"1. noiseless world, eps fixed .1",implemented EIG,deviant,13,1.6075970179675737e-06,1.6075970179675737e-06,1.6075970179675737e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,14,0.0002869878752721912,0.0002869878752721912,0.0002869878752721912
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,14,0.00020607676605340539,0.00020607676605340539,0.00020607676605340539
"1. noiseless world, eps fixed .1",total (true EIG),deviant,14,0.0004930646413255966,0.0004930646413255966,0.0004930646413255966
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,14,0.0004930646413206508,0.0004930646413206508,0.0004930646413206508
"1. noiseless world, eps fixed .1",KL (realized),deviant,14,9.98519827716996e-07,9.98519827716996e-07,9.98519827716996e-07
"1. noiseless world, eps fixed .1",implemented EIG,deviant,14,1.2243019096732276e-06,1.2243019096732276e-06,1.2243019096732276e-06
"1. noiseless world, eps fixed .1",I_mu (concept mean),deviant,15,0.0002522920607229634,0.0002522920607229634,0.0002522920607229634
"1. noiseless world, eps fixed .1",I_sigma (spread & noise),deviant,15,0.00018174279136264534,0.00018174279136264534,0.00018174279136264534
"1. noiseless world, eps fixed .1",total (true EIG),deviant,15,0.0004340348520856089,0.0004340348520856089,0.0004340348520856089
"1. noiseless world, eps fixed .1",concept EIG (eps nuisance),deviant,15,0.0004340348520804893,0.0004340348520804893,0.0004340348520804893
"1. noiseless world, eps fixed .1",KL (realized),deviant,15,7.605124585264398e-07,7.605124585264398e-07,7.605124585264398e-07
"1. noiseless world, eps fixed .1",implemented EIG,deviant,15,9.487586190466304e-07,9.487586190466304e-07,9.487586190466304e-07
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,1,0.016489660427509354,0.01647624845110463,0.016503072403914076
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,1,0.0084249912738071,0.00815799980478847,0.00869198274282573
"2. noisy world (.1), eps fixed .1",total (true EIG),background,1,0.024914651701316452,0.024655451833150776,0.02517385156948213
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,1,0.02491465170131033,0.024655451833144687,0.02517385156947597
"2. noisy world (.1), eps fixed .1",KL (realized),background,1,0.05849187950098282,0.057465402817556084,0.05951835618440956
"2. noisy world (.1), eps fixed .1",implemented EIG,background,1,0.06334006785096066,0.06297346883031273,0.0637066668716086
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,2,0.007069276746867911,0.007062368164772965,0.0070761853289628565
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,2,0.002424041962439178,0.002324159751116013,0.002523924173762343
"2. noisy world (.1), eps fixed .1",total (true EIG),background,2,0.009493318709307091,0.009396920179801484,0.009589717238812698
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,2,0.00949331870930177,0.009396920179796216,0.009589717238807326
"2. noisy world (.1), eps fixed .1",KL (realized),background,2,0.02065769577855368,0.01986136934528233,0.02145402221182503
"2. noisy world (.1), eps fixed .1",implemented EIG,background,2,0.02906641019884784,0.028897408838950346,0.02923541155874533
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,3,0.00394483512895879,0.003940809168082675,0.003948861089834904
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,3,0.0010803050251553547,0.0010345129923196791,0.0011260970579910303
"2. noisy world (.1), eps fixed .1",total (true EIG),background,3,0.005025140154114144,0.004981019888139178,0.00506926042008911
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,3,0.005025140154108756,0.004981019888133832,0.00506926042008368
"2. noisy world (.1), eps fixed .1",KL (realized),background,3,0.008507381934713048,0.008130966198271982,0.008883797671154114
"2. noisy world (.1), eps fixed .1",implemented EIG,background,3,0.017115192373983353,0.01702940354422466,0.017200981203742045
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,4,0.0025193411127519254,0.002516972129239525,0.002521710096264326
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,4,0.0006117137106044652,0.0005885685327502368,0.0006348588884586936
"2. noisy world (.1), eps fixed .1",total (true EIG),background,4,0.0031310548233563903,0.003108141949518399,0.003153967697194382
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,4,0.003131054823351752,0.0031081419495138053,0.003153967697189699
"2. noisy world (.1), eps fixed .1",KL (realized),background,4,0.004483729249467839,0.004300442496584679,0.004667016002350999
"2. noisy world (.1), eps fixed .1",implemented EIG,background,4,0.011356450762265963,0.011300655172074514,0.011412246352457411
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,5,0.001749693836616472,0.0017478416868516567,0.0017515459863812872
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,5,0.00037874686395132054,0.0003636015374967758,0.0003938921904058653
"2. noisy world (.1), eps fixed .1",total (true EIG),background,5,0.0021284407005677927,0.0021138135935956366,0.0021430678075399488
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,5,0.002128440700562772,0.0021138135935906345,0.0021430678075349094
"2. noisy world (.1), eps fixed .1",KL (realized),background,5,0.0030490990108987008,0.0028734213577289325,0.003224776664068469
"2. noisy world (.1), eps fixed .1",implemented EIG,background,5,0.008067686442933177,0.008029754907098922,0.008105617978767432
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,6,0.001286422875140859,0.0012849737281101406,0.0012878720221715775
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,6,0.0002522617612633569,0.000240458910141082,0.00026406461238563184
"2. noisy world (.1), eps fixed .1",total (true EIG),background,6,0.001538684636404216,0.0015274237101381711,0.001549945562670261
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,6,0.0015386846363992883,0.0015274237101332597,0.001549945562665317
"2. noisy world (.1), eps fixed .1",KL (realized),background,6,0.0022249605450093556,0.002123231518115543,0.0023266895719031683
"2. noisy world (.1), eps fixed .1",implemented EIG,background,6,0.006008825344994067,0.005979174485102895,0.006038476204885239
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,7,0.0009857572696557709,0.0009846395344917192,0.0009868750048198226
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,7,0.0001791786030417783,0.00017117637442065116,0.00018718083166290543
"2. noisy world (.1), eps fixed .1",total (true EIG),background,7,0.0011649358726975492,0.0011573222071105597,0.0011725495382845386
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,7,0.0011649358726925697,0.001157322207105572,0.0011725495382795673
"2. noisy world (.1), eps fixed .1",KL (realized),background,7,0.0014552498482481736,0.0014113792251270602,0.001499120471369287
"2. noisy world (.1), eps fixed .1",implemented EIG,background,7,0.004654897830738204,0.004633719946314582,0.004676075715161826
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,8,0.0007795422024552594,0.0007786616471105544,0.0007804227577999644
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,8,0.0001330705399882811,0.00012671429829825184,0.00013942678167831038
"2. noisy world (.1), eps fixed .1",total (true EIG),background,8,0.0009126127424435406,0.0009065204685571544,0.0009187050163299268
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,8,0.0009126127424387447,0.0009065204685524471,0.0009187050163250424
"2. noisy world (.1), eps fixed .1",KL (realized),background,8,0.0012013856095205535,0.0011666998336667166,0.0012360713853743904
"2. noisy world (.1), eps fixed .1",implemented EIG,background,8,0.0037123229122736114,0.00369444017325026,0.003730205651296963
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,9,0.0006319646665181851,0.0006312386379954762,0.000632690695040894
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,9,0.00010193097168142061,9.763839793772321e-05,0.00010622354542511801
"2. noisy world (.1), eps fixed .1",total (true EIG),background,9,0.0007338956381996057,0.0007298299394522166,0.0007379613369469948
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,9,0.000733895638194934,0.0007298299394476186,0.0007379613369422494
"2. noisy world (.1), eps fixed .1",KL (realized),background,9,0.0008781043791867933,0.0008387480613814162,0.0009174606969921704
"2. noisy world (.1), eps fixed .1",implemented EIG,background,9,0.003029099359918925,0.0030168591142350778,0.003041339605602772
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,10,0.0005226212085093568,0.0005220548344318979,0.0005231875825868157
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,10,8.16582698661937e-05,7.884540129147727e-05,8.447113844091014e-05
"2. noisy world (.1), eps fixed .1",total (true EIG),background,10,0.0006042794783755504,0.0006014983647684829,0.000607060591982618
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,10,0.0006042794783713799,0.0006014983647643438,0.000607060591978416
"2. noisy world (.1), eps fixed .1",KL (realized),background,10,0.0007562868712257406,0.0007285925061124876,0.0007839812363389937
"2. noisy world (.1), eps fixed .1",implemented EIG,background,10,0.002521818822622862,0.0025128437817729,0.002530793863472824
"2. noisy world (.1), eps fixed .1",I_mu (concept mean),background,11,0.0004394652799118724,0.00043898832143621826,0.0004399422383875265
"2. noisy world (.1), eps fixed .1",I_sigma (spread & noise),background,11,6.563465567761596e-05,6.352749884619636e-05,6.774181250903557e-05
"2. noisy world (.1), eps fixed .1",total (true EIG),background,11,0.0005050999355894883,0.0005029967200849496,0.0005072031510940271
"2. noisy world (.1), eps fixed .1",concept EIG (eps nuisance),background,11,0.000505099935584621,0.0005029967200801085,0.0005072031510891335
